dataTime,sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm10Value24,pm25Value,pm25Value24,khaiValue,khaiGrade,so2Grade,coGrade,o3Grade,no2Grade,pm10Grade,pm25Grade,pm10Grade1h,pm25Grade1h,so2Flag,coFlag,o3Flag,no2Flag,pm10Flag,pm25Flag
2021-11-18 08:00,울산,울산항,항만,0.003,0.5,0.002,0.044,93,55,32,28,82,보통,좋음,좋음,좋음,보통,보통,보통,나쁨,보통,,,,,,
2021-11-18 08:00,울산,무거동,도시대기,0.003,0.4,0.003,0.040,29,30,23,21,66,보통,좋음,좋음,좋음,보통,좋음,보통,좋음,보통,,,,,,
2021-11-18 08:00,울산,효문동,도시대기,0.005,0.6,0.004,0.048,45,35,23,16,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,울산,대송동,도시대기,0.003,0.8,0.028,0.024,36,29,20,15,50,좋음,좋음,좋음,좋음,좋음,좋음,좋음,보통,보통,,,,,,
2021-11-18 08:00,울산,성남동,도시대기,0.002,0.4,0.004,0.036,25,31,14,18,59,보통,좋음,좋음,좋음,보통,보통,보통,좋음,좋음,,,,,,
2021-11-18 08:00,울산,부곡동(울산),도시대기,0.007,0.7,0.004,0.046,50,38,27,19,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,울산,여천동(울산),도시대기,0.007,0.5,0.004,0.043,57,45,23,21,71,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,울산,야음동,도시대기,0.003,0.4,0.005,0.042,36,32,15,17,70,보통,좋음,좋음,좋음,보통,보통,보통,보통,좋음,,,,,,
2021-11-18 08:00,울산,삼산동,도시대기,0.002,0.4,0.005,0.040,26,30,19,19,66,보통,좋음,좋음,좋음,보통,좋음,보통,좋음,보통,,,,,,
2021-11-18 08:00,울산,신정로,도로변대기,0.003,0.6,0.007,0.028,28,28,12,13,47,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,좋음,,,,,,
2021-11-18 08:00,울산,신정동,도시대기,0.003,0.5,0.009,0.037,27,28,18,16,61,보통,좋음,좋음,좋음,보통,좋음,보통,좋음,보통,,,,,,
2021-11-18 08:00,울산,덕신리,도시대기,0.003,0.5,0.003,0.021,36,33,18,18,56,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,신풍동,도시대기,0.004,0.5,0.004,0.046,39,33,20,16,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,인계동,도시대기,0.003,0.6,0.002,0.052,53,40,23,18,86,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,광교동,도시대기,0.003,0.6,0.002,0.051,43,36,16,13,85,보통,좋음,좋음,좋음,보통,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,경기,영통동,도시대기,0.003,0.7,0.002,0.054,56,41,25,18,90,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,천천동,도시대기,0.003,0.5,0.003,0.050,41,34,21,18,83,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,경수대로(동수원),도로변대기,0.004,0.7,0.001,0.057,64,49,22,21,95,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,고색동,도시대기,0.003,0.6,0.001,0.053,64,53,28,22,88,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,호매실동,도시대기,,,,,,,,,,,,,,,,,,,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정
2021-11-18 08:00,경기,대왕판교로(백현동),도로변대기,0.005,0.6,0.003,0.056,62,39,,,,,좋음,좋음,좋음,보통,보통,,보통,,,,,,,점검및교정
2021-11-18 08:00,경기,단대동,도시대기,0.003,,0.016,0.038,49,40,20,16,63,보통,좋음,,좋음,보통,보통,보통,보통,보통,,점검및교정,,,,
2021-11-18 08:00,경기,정자동,도시대기,0.002,0.7,0.003,0.050,48,36,21,16,83,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,수내동,도시대기,0.003,0.7,0.001,0.048,41,34,18,17,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,성남대로(모란역),도로변대기,0.004,0.7,0.003,0.051,48,41,21,20,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,복정동,도시대기,0.002,0.5,0.011,0.045,,,22,19,,,좋음,좋음,좋음,보통,,보통,,보통,,,,,점검및교정,
2021-11-18 08:00,경기,운중동,도시대기,0.003,0.6,0.018,0.028,43,34,,,,,좋음,좋음,좋음,좋음,보통,,보통,,,,,,,점검및교정
2021-11-18 08:00,경기,상대원동,도시대기,0.003,0.7,0.003,0.042,46,35,22,17,70,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,의정부동,도시대기,0.004,0.5,0.010,0.044,48,41,22,18,73,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,의정부1동,도시대기,0.003,0.4,0.002,0.049,50,43,19,22,81,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,송산3동,도시대기,0.004,0.5,0.017,0.033,37,33,19,18,56,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,안양8동,도시대기,0.002,0.4,0.017,0.032,,,,,,,좋음,좋음,좋음,보통,,,,,,,,,점검및교정,점검및교정
2021-11-18 08:00,경기,부림동,도시대기,0.002,0.5,0.003,0.048,51,42,18,16,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,호계동,도시대기,0.004,0.5,0.003,0.050,60,45,25,22,83,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,안양2동,도시대기,0.003,0.4,0.016,0.033,50,41,24,22,66,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,철산동,도시대기,0.003,0.7,0.008,0.043,56,48,21,19,71,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,소하동,도시대기,0.003,0.6,0.008,0.041,51,45,24,21,68,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,고잔동,도시대기,0.003,0.4,0.006,0.044,48,43,22,19,73,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,원시동,도시대기,0.007,0.4,0.009,0.039,56,53,26,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,본오동,도시대기,0.003,0.5,0.004,0.040,46,38,23,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,원곡동,도시대기,0.004,0.3,0.008,0.042,54,46,26,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,부곡동1,도시대기,0.004,0.4,0.019,0.031,46,40,16,16,60,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,대부동,도시대기,0.003,0.5,0.016,0.023,47,45,22,22,66,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,호수동,도시대기,0.004,0.5,0.003,0.048,42,37,18,17,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,중앙대로(고잔동),도로변대기,0.004,0.4,,0.050,46,40,23,23,83,보통,좋음,좋음,,보통,보통,보통,보통,보통,,,통신장애,,,
2021-11-18 08:00,경기,별양동,도시대기,0.003,0.7,0.004,0.048,53,41,22,16,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,과천동,도시대기,0.003,0.6,0.019,0.030,53,38,17,14,58,보통,좋음,좋음,좋음,좋음,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,경기,교문동,도시대기,0.002,0.5,0.005,0.040,51,43,23,21,66,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,동구동,도시대기,0.002,0.5,0.002,0.029,57,53,30,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,부곡3동,도시대기,0.003,0.5,0.004,0.046,42,38,20,17,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,고천동,도시대기,0.002,0.4,0.003,0.045,39,32,16,15,75,보통,좋음,좋음,좋음,보통,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,경기,정왕동,도시대기,0.003,0.5,0.005,0.047,58,50,29,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,시화산단,도시대기,0.003,0.7,0.007,0.040,68,59,33,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,대야동,도시대기,0.004,0.5,0.013,0.032,50,45,26,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,목감동,도시대기,0.003,0.3,0.016,0.034,56,50,28,25,74,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,장현동,도시대기,0.003,0.4,0.013,0.036,60,48,31,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,서해안로,도로변대기,0.003,0.6,0.005,0.050,69,59,36,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,나쁨,,,,,,
2021-11-18 08:00,경기,금곡동,도시대기,0.003,0.5,0.003,0.046,46,41,25,26,77,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,오남읍,도시대기,0.004,0.7,0.003,0.038,48,40,30,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,별내동,도시대기,0.003,0.4,0.004,0.040,48,41,21,21,66,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,화도읍,도시대기,0.003,0.4,0.003,0.030,47,48,25,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,경춘로,도로변대기,0.003,0.6,0.002,0.045,78,58,29,28,82,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,와부읍,도시대기,0.003,0.4,0.011,0.027,43,39,25,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,진접읍,도시대기,0.002,0.5,0.002,0.031,44,48,24,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,비전동,도시대기,0.003,0.5,0.005,0.043,58,50,21,25,74,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,안중,도시대기,0.002,0.3,0.002,0.042,48,43,,,,,좋음,좋음,좋음,보통,보통,,보통,,,,,,,점검및교정
2021-11-18 08:00,경기,평택항,도시대기,0.002,0.2,0.003,0.039,62,55,30,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,송북동,도시대기,0.004,0.6,0.003,0.045,48,44,27,26,77,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,청북읍,도시대기,0.003,0.5,0.008,0.035,48,42,25,26,77,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,고덕면,도시대기,0.003,0.5,0.004,0.046,50,45,28,25,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,금촌동,도시대기,0.004,0.5,0.003,0.048,51,53,29,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,운정,도시대기,0.003,0.5,0.014,0.033,60,50,24,23,70,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,파주,교외대기,0.002,0.4,0.012,0.022,60,51,34,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,파주읍,도시대기,0.003,0.6,0.014,0.031,54,40,31,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,행신동,도시대기,0.003,0.6,0.003,0.055,46,38,19,18,92,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,식사동,도시대기,0.003,0.6,0.003,0.052,54,46,18,17,86,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,백마로(마두역),도로변대기,0.005,0.6,0.007,0.047,71,52,32,24,78,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,신원동,도시대기,0.002,0.4,0.012,0.039,51,45,22,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,주엽동,도시대기,0.003,0.6,0.004,0.045,56,43,26,19,75,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,경안동,도시대기,0.003,0.6,0.002,0.038,48,47,23,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,오포읍,도시대기,0.003,0.8,0.003,0.035,45,45,23,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,곤지암,도시대기,0.003,0.6,0.004,0.034,45,43,32,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,김량장동,도시대기,0.003,0.6,0.002,0.043,46,36,29,23,71,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,수지,도시대기,0.002,0.5,0.003,0.052,50,37,18,15,86,보통,좋음,좋음,좋음,보통,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,경기,기흥,도시대기,0.002,0.5,0.003,0.042,37,33,20,15,70,보통,좋음,좋음,좋음,보통,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,경기,중부대로(구갈동),도로변대기,0.002,0.8,,0.052,58,40,22,18,86,보통,좋음,좋음,,보통,보통,보통,보통,보통,,,통신장애,,,
2021-11-18 08:00,경기,모현읍,도시대기,0.002,0.5,0.001,0.038,38,39,21,21,64,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,이동읍,도시대기,0.002,0.6,0.002,0.033,49,42,25,24,72,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,백암면,도시대기,0.002,0.6,0.004,0.025,47,42,34,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,설성면,교외대기,0.001,0.2,0.011,0.013,49,42,33,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,창전동,도시대기,0.002,0.5,0.004,0.030,57,42,40,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-11-18 08:00,경기,장호원읍,도시대기,0.004,0.4,0.004,0.024,52,41,27,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,부발읍,도시대기,0.003,0.5,0.003,0.029,63,52,42,31,90,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-11-18 08:00,경기,선단동,도시대기,0.005,0.4,0.026,0.017,50,58,23,31,90,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,일동면,도시대기,0.004,0.5,0.015,0.022,38,35,26,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,사우동,도시대기,0.004,0.5,0.009,0.042,54,45,27,23,70,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,월곶면,도시대기,0.002,0.5,0.003,0.035,83,60,40,36,101,나쁨,좋음,좋음,좋음,보통,보통,나쁨,나쁨,나쁨,,,,,,
2021-11-18 08:00,경기,한강신도시,도시대기,0.004,0.5,0.007,0.042,67,54,32,25,74,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,한강로,도로변대기,0.003,0.6,0.004,0.044,56,50,25,23,73,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,당동,도시대기,0.002,0.6,0.003,0.049,54,43,21,18,81,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,산본동,도시대기,0.004,0.4,0.008,0.039,49,38,17,16,65,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,오산동,도시대기,0.004,0.5,0.003,0.059,54,39,19,17,98,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,금암로(신장동),도로변대기,0.004,0.7,0.002,0.048,52,40,21,19,80,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,신장동,도시대기,0.003,0.4,0.004,0.042,56,46,23,20,70,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,미사,도시대기,,,,,,,,,,,,,,,,,,,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정
2021-11-18 08:00,경기,남양읍,도시대기,0.003,0.4,0.013,0.034,48,44,21,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,향남읍,도시대기,0.002,0.4,0.006,0.035,52,48,25,26,77,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,동탄,도시대기,0.005,0.6,0.007,0.044,48,35,24,16,73,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,우정읍,도시대기,0.003,0.4,0.005,0.039,,49,,24,72,보통,좋음,좋음,좋음,보통,보통,보통,,,,,,,점검및교정,점검및교정
2021-11-18 08:00,경기,청계동,도시대기,0.003,0.3,0.023,0.024,48,36,22,17,56,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,새솔동,도시대기,0.001,0.6,0.007,0.025,,,25,25,,,좋음,좋음,좋음,좋음,,보통,,보통,,,,,점검및교정,
2021-11-18 08:00,경기,봉담읍,도시대기,0.006,0.5,0.004,0.040,56,44,28,25,74,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,서신면,도시대기,0.005,0.4,0.007,0.036,58,53,31,27,79,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,백석읍,도시대기,0.003,0.3,0.008,0.023,45,40,15,18,60,보통,좋음,좋음,좋음,좋음,보통,보통,보통,좋음,,,,,,
2021-11-18 08:00,경기,고읍,도시대기,0.003,0.5,0.022,0.023,45,42,20,21,64,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,보산동,도시대기,0.006,0.6,0.004,0.041,49,41,23,22,68,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,봉산동,도시대기,0.002,0.6,0.004,0.029,53,43,27,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,공도읍,도시대기,0.003,0.7,0.003,0.036,45,44,26,29,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,죽산면,도시대기,0.003,0.7,0.007,0.030,64,51,43,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-11-18 08:00,경기,중앙동(경기),도시대기,0.003,0.6,0.002,0.027,49,49,32,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,대신면,도시대기,,,,,,,,,,,,,,,,,,,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정,점검및교정
2021-11-18 08:00,경기,가남읍,도시대기,0.002,0.5,0.004,0.027,72,55,41,35,100,보통,좋음,좋음,좋음,좋음,보통,보통,보통,나쁨,,,,,,
2021-11-18 08:00,경기,연천,도시대기,0.003,0.6,0.015,0.018,60,39,33,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,가평,도시대기,,,,,,,,,,,,,,,,,,,자료이상,자료이상,자료이상,자료이상,자료이상,자료이상
2021-11-18 08:00,경기,설악면,도시대기,0.003,0.5,0.002,0.022,39,40,26,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,용문면,도시대기,0.003,0.5,0.003,0.021,35,40,,,,,좋음,좋음,좋음,좋음,보통,,보통,,,,,,,자료이상
2021-11-18 08:00,경기,양평읍,도시대기,0.003,4.3,0.002,0.027,43,48,32,32,92,보통,좋음,보통,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,연천(DMZ),교외대기,0.002,0.4,0.024,0.015,68,57,22,19,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,소사본동,도시대기,0.002,0.5,0.006,0.047,64,51,29,23,78,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,내동,도시대기,0.005,0.7,0.005,0.046,63,52,23,21,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,중2동,도시대기,0.004,0.5,0.015,0.032,61,49,25,23,69,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,오정동,도시대기,0.003,0.7,0.008,0.046,62,49,29,22,76,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,경기,송내대로(중동),도로변대기,0.004,0.7,0.003,0.051,73,50,30,22,85,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,중앙로,도시대기,0.002,0.5,0.004,0.026,40,36,25,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,석사동,도시대기,0.004,1.1,0.001,0.030,30,33,26,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,좋음,보통,,,,,,
2021-11-18 08:00,강원,신사우동,도시대기,0.003,0.9,0.003,0.015,45,39,31,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,온의동,도로변대기,0.003,0.7,0.003,0.030,52,44,30,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,방산면,교외대기,0.001,0.6,0.010,0.007,96,38,68,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,나쁨,나쁨,,,,,,
2021-11-18 08:00,강원,양구읍,도시대기,0.003,0.6,0.008,0.014,38,40,32,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,동해항,항만,0.003,0.6,0.002,0.053,130,84,35,26,107,나쁨,좋음,좋음,좋음,보통,나쁨,보통,나쁨,보통,,,,,,
2021-11-18 08:00,강원,묵호항,항만,0.005,0.8,0.018,0.036,85,54,32,26,77,보통,좋음,좋음,좋음,보통,보통,보통,나쁨,보통,,,,,,
2021-11-18 08:00,강원,철원(DMZ),교외대기,0.001,0.3,0.024,0.006,51,41,22,24,72,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,화천(DMZ),교외대기,0.001,0.4,0.045,0.009,56,47,29,26,77,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,인제(DMZ),교외대기,0.003,0.3,0.046,0.008,60,52,30,24,72,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,고성(DMZ),교외대기,0.002,0.3,0.058,0.006,65,58,34,26,78,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,중앙동(강원),도시대기,0.005,0.7,0.004,0.030,44,47,23,27,79,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,반곡동(명륜동),도시대기,0.003,0.7,0.003,0.028,58,51,34,31,90,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,문막읍,도시대기,0.003,0.6,0.003,0.025,44,43,27,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,지정면,도시대기,0.002,0.4,0.002,0.022,35,35,32,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,옥천동,도시대기,0.003,0.2,0.049,0.017,68,50,23,20,70,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,천곡동,도시대기,0.003,0.6,0.018,0.042,43,36,25,25,74,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,남양동1,도시대기,0.006,0.7,0.008,0.043,41,36,25,21,71,보통,좋음,좋음,좋음,보통,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,평창읍,도시대기,0.002,0.4,0.005,0.015,,,24,21,,,좋음,좋음,좋음,좋음,,보통,,보통,,,,,점검및교정,
2021-11-18 08:00,강원,북평면,교외대기,0.002,0.6,0.019,0.017,48,35,32,26,77,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,정선읍,도시대기,0.002,0.5,0.007,0.020,35,32,16,15,52,보통,좋음,좋음,좋음,좋음,보통,좋음,보통,보통,,,,,,
2021-11-18 08:00,강원,간성읍,교외대기,0.002,0.4,0.045,0.006,66,56,34,25,76,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,치악산,교외대기,0.001,0.4,0.005,0.019,41,41,32,31,90,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,횡성읍,도시대기,0.003,0.6,0.002,0.016,42,41,25,28,82,보통,좋음,좋음,좋음,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,상리,도시대기,0.003,0.5,0.037,0.015,64,47,33,27,79,보통,좋음,좋음,보통,좋음,보통,보통,보통,보통,,,,,,
2021-11-18 08:00,강원,양양읍,도시대기,,0.6,0.049,0.015,55,45,25,21,66,보통,,좋음,보통,좋음,보통,보통,보통,보통,자료이상,,,,,
