Date,Open,High,Low,Close,Adj Close,Volume,3M,5M
2005-06-15,9930,10000,9890,10000,7613.320801,22460000,7585.40446,7509.779004
2005-06-16,10000,10040,9940,9970,7590.479492,18395000,7587.941569,7566.11709
2005-06-17,9980,9990,9830,9870,7514.345703,23945000,7572.715332,7572.207715
2005-06-20,9870,9880,9790,9810,7468.666016,16605000,7524.49707,7549.367285
2005-06-21,9810,9830,9720,9760,7430.599609,20260000,7471.203776,7523.482324
2005-06-22,9760,9880,9740,9860,7506.732422,19650000,7468.666016,7502.164648
2005-06-23,9860,9980,9840,9960,7582.868164,25990000,7506.733398,7500.642383
2005-06-24,9920,9920,9780,9820,7476.280273,21780000,7521.960286,7493.029297
2005-06-27,9780,9780,9660,9770,7438.211914,28050000,7499.120117,7486.938476
2005-06-28,9770,9810,9710,9790,7453.4375,18530000,7455.976562,7491.506055
2005-06-29,9800,9850,9760,9800,7461.052734,19185000,7450.900716,7482.370117
2005-06-30,9800,9960,9800,9880,7521.961426,19835000,7478.81722,7470.188769
2005-07-01,9880,10020,9860,10020,7628.545898,26555000,7537.186686,7500.641894
2005-07-04,10100,10180,10020,10060,7658.997559,15655000,7603.168294,7544.799023
2005-07-05,10080,10140,10000,10040,7643.775391,9300000,7643.772949,7582.866602
2005-07-06,10060,10140,10060,10080,7674.222168,13455000,7658.998373,7625.500488
2005-07-07,10080,10380,10080,10320,7856.94873,31910000,7724.982096,7692.497949
2005-07-08,10340,10440,10320,10320,7856.94873,19665000,7796.039876,7738.178516
2005-07-11,10500,10700,10500,10660,8115.800293,34585000,7943.232584,7829.539062
2005-07-12,10800,10960,10740,10820,8237.611328,46835000,8070.120117,7948.30625
2005-07-13,10860,10940,10780,10940,8328.972656,25465000,8227.461426,8079.256347
2005-07-14,10980,11020,10940,10940,8328.972656,28885000,8298.51888,8173.661133
2005-07-15,10960,11000,10780,10840,8252.837891,26105000,8303.594401,8252.838965
2005-07-18,10860,11040,10820,10980,8359.426758,21220000,8313.745768,8301.564258
2005-07-19,11000,11240,10980,11220,8542.146484,33785000,8384.803711,8362.471289
2005-07-20,11240,11340,11100,11160,8496.462891,30025000,8466.012044,8395.969336
2005-07-21,11300,11360,11160,11260,8572.599609,26780000,8537.069661,8444.694727
2005-07-22,11180,11200,10920,11040,8405.104492,27575000,8491.388997,8475.148047
2005-07-25,11040,11140,11040,11100,8450.786133,18455000,8476.163411,8493.419922
2005-07-26,11120,11160,10940,11020,8389.87793,20630000,8415.256185,8462.966211
2005-07-27,11040,11180,10960,11020,8389.87793,18430000,8410.180664,8441.649219
2005-07-28,11040,11320,11040,11200,8526.916992,23655000,8435.557617,8432.512695
2005-07-29,11320,11320,11200,11300,8603.049805,17875000,8506.614909,8472.101758
2005-08-01,11320,11380,11220,11380,8663.958984,16470000,8597.97526,8514.736328
2005-08-02,11400,11420,11240,11360,8648.730469,14250000,8638.579753,8566.506836
2005-08-03,11500,11540,11360,11360,8648.730469,23635000,8653.806641,8618.277344
2005-08-04,11360,11380,11200,11320,8618.280273,18370000,8638.580404,8636.55
2005-08-05,11220,11220,10960,11060,8420.332031,30100000,8562.447591,8600.006445
2005-08-08,11040,11040,10860,11020,8389.87793,18285000,8476.163411,8545.190234
2005-08-09,11020,11060,10900,11000,8374.651367,20325000,8394.953776,8490.374414
2005-08-10,11100,11240,11060,11100,8450.786133,16480000,8405.105143,8450.785547
2005-08-11,11100,11400,11100,11340,8633.503906,19885000,8486.313802,8453.830273
2005-08-12,11380,11580,11380,11560,8800.999023,24480000,8628.429687,8529.963672
2005-08-15,11560,11560,11560,11560,8800.999023,0,8745.167317,8612.18789
2005-08-16,11560,11640,11380,11440,8709.638672,26040000,8770.545573,8679.185351
2005-08-17,11320,11440,11200,11440,8709.638672,20420000,8740.092122,8730.955859
2005-08-18,11440,11460,11060,11100,8450.786133,33515000,8623.354492,8694.412305
2005-08-19,11100,11120,10980,11060,8420.332031,20935000,8526.918945,8618.278906
2005-08-22,11060,11400,11060,11260,8572.599609,19550000,8481.239258,8572.599023
2005-08-23,11280,11380,11200,11240,8557.371094,18770000,8516.767578,8542.145508
2005-08-24,11240,11260,10980,11120,8466.009766,23985000,8531.99349,8493.419727
2005-08-25,11060,11100,10880,11040,8405.104492,24360000,8476.161784,8484.283398
2005-08-26,11040,11120,10980,10980,8359.426758,18915000,8410.180339,8472.102344
2005-08-29,10840,10840,10720,10800,8222.385742,18275000,8328.972331,8402.05957
2005-08-30,10880,10960,10660,10820,8237.611328,14915000,8273.141276,8338.107617
2005-08-31,10680,10920,10680,10880,8283.291016,12205000,8247.762695,8301.563867
2005-09-01,10980,11040,10940,10980,8359.426758,11970000,8293.443034,8292.42832
2005-09-02,10980,11140,10960,11080,8435.55957,12190000,8359.425781,8307.654883
2005-09-05,11160,11260,11100,11220,8542.146484,10920000,8445.710937,8371.607031
2005-09-06,11260,11520,11260,11380,8663.958984,19050000,8547.221679,8456.876562
2005-09-07,11520,11640,11520,11580,8816.222656,17565000,8674.109375,8563.46289
2005-09-08,11700,11860,11600,11740,8938.038086,34625000,8806.073242,8679.185156
2005-09-09,11700,11820,11660,11780,8968.490234,13105000,8907.583659,8785.771289
2005-09-12,11880,12000,11780,11780,8968.490234,20070000,8958.339518,8871.040039
2005-09-13,11800,12200,11780,12120,9227.342773,34885000,9054.774414,8983.716797
2005-09-14,12100,12300,12040,12260,9333.931641,25585000,9176.588216,9087.258594
2005-09-15,12100,12380,12080,12140,9242.567383,29035000,9267.947266,9148.164453
2005-09-16,12080,12120,11760,11860,9029.396484,30625000,9201.965169,9160.345703
2005-09-19,11860,11860,11860,11860,9029.396484,0,9100.45345,9172.526953
2005-09-20,12000,12060,11840,11860,9029.396484,28045000,9029.396484,9132.937695
2005-09-21,11920,12120,11900,12020,9151.209961,19085000,9070.000976,9096.393359
2005-09-22,11860,12000,11840,12000,9135.983398,16000000,9105.529948,9075.076562
2005-09-23,11840,11980,11660,11700,8907.585938,18675000,9064.926432,9050.714453
2005-09-26,11720,12000,11720,11940,9090.302734,21895000,9044.624023,9062.895703
2005-09-27,11960,11980,11800,11860,9029.396484,15910000,9009.095052,9062.895703
2005-09-28,11800,12000,11740,11960,9105.530273,13505000,9075.076497,9053.759765
2005-09-29,11880,11980,11800,11860,9029.396484,18509700,9054.774414,9032.442383
2005-09-30,11880,12000,11760,11760,8953.262695,21192950,9029.396484,9041.577734
2005-10-03,11760,11760,11760,11760,8953.262695,0,8978.640625,9014.169726
2005-10-04,11800,12140,11800,12060,9181.665039,26986050,9029.39681,9044.623437
2005-10-05,12080,12280,11960,12020,9151.209961,21874300,9095.379232,9053.759375
2005-10-06,11900,11900,11700,11740,8938.038086,20716650,9090.304362,9035.487695
2005-10-07,11560,11760,11520,11660,8877.130859,25602800,8988.792969,9020.261328
2005-10-10,11680,11940,11660,11860,9029.396484,15080150,8948.188476,9035.488086
2005-10-11,11760,11980,11740,11960,9105.530273,10695550,9004.019205,9020.261133
2005-10-12,11860,11880,11540,11560,8800.999023,26597200,8978.641927,8950.218945
2005-10-13,11420,11480,11160,11300,8603.049805,36035800,8836.526367,8883.221289
2005-10-14,11300,11440,11200,11300,8603.049805,31305500,8669.032878,8828.405078
2005-10-17,11200,11380,11200,11260,8572.599609,17525000,8592.89974,8737.045703
2005-10-18,11280,11380,11260,11320,8618.280273,17588650,8597.976562,8639.595703
2005-10-19,11200,11220,11000,11040,8405.104492,18547750,8531.994791,8560.416797
2005-10-20,11200,11220,11040,11120,8466.009766,17849800,8496.464844,8533.008789
2005-10-21,11000,11320,10980,11280,8587.823242,20033250,8486.3125,8529.963476
2005-10-24,11320,11420,11220,11320,8618.280273,16487150,8557.371094,8539.099609
2005-10-25,11440,11560,11280,11300,8603.049805,18269150,8603.051107,8536.053516
2005-10-26,11240,11320,11180,11260,8572.599609,15002350,8597.976562,8569.552539
2005-10-27,11260,11360,11120,11160,8496.462891,19331000,8557.370768,8575.643164
2005-10-28,10980,11020,10900,10920,8313.745117,21614800,8460.935872,8520.827539
2005-10-31,10980,11100,10960,11060,8420.332031,19203500,8410.180013,8481.237891
2005-11-01,11200,11360,11180,11300,8603.049805,29155950,8445.708984,8481.237891
2005-11-02,11280,11600,11280,11500,8755.319336,15716000,8592.900391,8517.781836
2005-11-03,11760,11840,11700,11740,8938.038086,22394000,8765.469076,8606.096875
2005-11-04,11940,12000,11860,11980,9120.753906,24807150,8938.037109,8767.498633
2005-11-07,12040,12060,11820,11960,9105.530273,12834600,9054.774088,8904.538281
2005-11-08,12000,12060,11940,12040,9166.436523,12065550,9130.906901,9017.215625
2005-11-09,12020,12140,11920,12000,9135.983398,14940450,9135.983398,9093.348437
2005-11-10,12020,12140,11980,12100,9212.120117,17080450,9171.513346,9148.164843
2005-11-11,12340,12480,12280,12360,9410.064453,29524650,9252.722656,9206.026953
2005-11-14,12420,12580,12320,12520,9531.87793,20931600,9384.6875,9291.296484
2005-11-15,12520,12580,12220,12400,9440.515625,14063750,9460.819336,9346.112305
2005-11-16,12320,12600,12320,12600,9592.783203,14038850,9521.725586,9437.472266
2005-11-17,12540,12560,12380,12480,9501.421875,12542600,9511.573568,9495.332617
2005-11-18,12500,12600,12380,12520,9531.87793,14163300,9542.027669,9519.695313
2005-11-21,12640,12640,12240,12360,9410.064453,24063600,9481.121419,9495.332617
2005-11-22,12220,12240,11740,11840,9014.173828,45564250,9318.705404,9410.064258
2005-11-23,12000,12260,11980,12140,9242.567383,42389900,9222.268555,9340.021094
2005-11-24,12360,12360,12100,12160,9257.795898,15155400,9171.51237,9291.295898
2005-11-25,12160,12220,11920,12000,9135.983398,15658550,9212.11556,9212.116992
2005-11-28,12000,12060,11920,12020,9151.209961,9434350,9181.663086,9160.346094
2005-11-29,11960,12040,11760,11880,9044.62207,17159050,9110.605143,9166.435742
2005-11-30,11860,12080,11860,12000,9135.983398,17308450,9110.605143,9145.118945
2005-12-01,11920,12160,11900,12100,9212.120117,19357700,9130.908528,9135.983789
2005-12-02,12400,12460,12280,12340,9394.838867,19342900,9247.647461,9187.754883
2005-12-05,12440,12500,12360,12460,9486.194336,12418300,9364.38444,9254.751758
2005-12-06,12380,12620,12340,12600,9592.783203,21114200,9491.272135,9364.383984
2005-12-07,12600,12900,12480,12780,9729.825195,26531300,9602.934245,9483.152344
2005-12-08,12700,12800,12520,12640,9623.234375,26904650,9648.614258,9565.375195
2005-12-09,12560,12620,12260,12420,9455.744141,23027250,9602.93457,9577.55625
2005-12-12,12440,12560,12340,12360,9410.064453,18588950,9496.347656,9562.330273
2005-12-13,12420,12460,12260,12400,9440.515625,16596150,9435.441406,9531.876758
2005-12-14,12440,12540,12160,12220,9303.479492,26300350,9384.686523,9446.607617
2005-12-15,12180,12320,12020,12180,9273.020508,18607050,9339.005208,9376.564844
2005-12-16,12120,12120,11860,12000,9135.983398,29408600,9237.494466,9312.612695
2005-12-19,12140,12280,12040,12180,9273.020508,17987750,9227.341471,9285.203906
2005-12-20,12060,12280,12040,12240,9318.703125,17198500,9242.56901,9260.841406
2005-12-21,12280,12700,12280,12560,9562.329102,25337350,9384.684245,9312.611328
2005-12-22,12700,12940,12620,12680,9653.689453,28095000,9511.573893,9388.745117
2005-12-23,12840,13040,12720,12900,9821.183594,28658350,9679.067383,9525.785156
2005-12-26,13000,13260,12980,13080,9958.222656,17830000,9811.031901,9662.825586
2005-12-27,13180,13280,12960,13220,10064.81055,18003350,9948.072266,9812.04707
2005-12-28,13160,13260,13100,13220,10064.81055,21403250,10029.28125,9912.543359
2005-12-29,13200,13400,13140,13160,10019.12695,20916500,10049.58268,9985.630859
2006-01-02,13280,13360,13120,13200,10049.58496,16985900,10044.50749,10031.31113
2006-01-03,13200,13320,13120,13280,10110.49121,17385550,10059.73438,10061.76484
2006-01-04,13500,14000,13460,13940,10612.96973,38604500,10257.68197,10171.39668
2006-01-05,13900,13900,13420,13580,10338.88867,25783750,10354.11654,10226.2123
2006-01-06,13700,13760,13580,13680,10415.02051,17394550,10455.6263,10305.39102
2006-01-09,13900,13940,13660,13740,10460.70215,14995150,10404.87044,10387.61445
2006-01-10,13900,14020,13760,14020,10673.87402,23642650,10516.53223,10500.29102
2006-01-11,13860,13960,13580,13680,10415.02051,17463600,10516.53223,10460.70117
2006-01-12,13680,13840,13620,13720,10445.47754,20117150,10511.45736,10482.01895
2006-01-13,13540,13880,13360,13840,10536.83203,23698600,10465.77669,10506.38125
2006-01-16,14000,14140,13920,14120,10750.00879,19141550,10577.43945,10564.24258
2006-01-17,14140,14420,13940,13940,10612.96973,21328900,10633.27018,10552.06172
2006-01-18,13700,13780,13460,13600,10354.11523,30346800,10572.36458,10539.88066
2006-01-19,13640,13900,13600,13800,10506.37988,19527000,10491.15495,10552.06113
2006-01-20,14040,14160,13700,13740,10460.70215,23040500,10440.39909,10536.83516
2006-01-23,13540,13900,13420,13700,10430.24707,26815250,10465.77637,10472.88281
2006-01-24,13660,14000,13600,13940,10612.96973,29027200,10501.30632,10472.88281
2006-01-25,14180,14400,14100,14220,10826.1416,29240350,10623.11947,10567.28809
2006-01-26,14280,14360,14100,14340,10917.50195,18556250,10785.53776,10649.5125
2006-01-27,14400,14480,14260,14400,10963.17969,15678300,10902.27441,10750.00801
2006-01-31,14460,14820,14380,14800,11267.71582,22323350,11049.46582,10917.50176
2006-02-01,14700,14860,14460,14580,11100.21973,22008350,11110.37175,11014.95176
2006-02-02,14760,14780,14400,14500,11039.3125,19091550,11135.74935,11057.58594
2006-02-03,14360,14360,14040,14080,10719.55469,22207700,10953.02897,11017.99648
2006-02-06,14000,14120,13860,14120,10750.00879,21292250,10836.29199,10975.3623
2006-02-07,14180,14600,14120,14120,10750.00879,16585550,10739.85742,10871.8209
2006-02-08,14000,14180,13700,13820,10521.6084,19114600,10673.87533,10756.09863
2006-02-09,13920,13940,13740,13860,10552.06152,18383250,10607.8929,10658.64844
2006-02-10,13840,13920,13580,13740,10460.70215,21849750,10511.45736,10606.87793
2006-02-13,13720,13740,13360,13500,10277.98242,24189900,10430.2487,10512.47266
2006-02-14,13400,13540,13260,13460,10247.53125,25982850,10328.73861,10411.97715
2006-02-15,13560,13560,13080,13080,9958.222656,33419850,10161.24544,10299.3
2006-02-16,13020,13140,12920,13140,10003.9043,24749200,10069.88607,10189.66855
2006-02-17,13220,13480,13200,13460,10247.53125,21790650,10069.88607,10147.03437
2006-02-20,13360,13680,13340,13660,10399.79492,16332050,10217.07682,10171.39688
2006-02-21,13640,13660,13400,13460,10247.53125,17356300,10298.28581,10171.39688
2006-02-22,13380,13580,13260,13400,10201.84668,24953700,10283.05762,10220.12168
2006-02-23,13420,13680,13420,13620,10369.34473,16389950,10272.90755,10293.20977
2006-02-24,13560,13640,13500,13540,10308.43359,14116450,10293.20833,10305.39023
2006-02-27,13560,13820,13540,13820,10521.6084,11793500,10399.79557,10329.75293
2006-02-28,13880,13960,13660,13740,10460.70215,12647050,10430.24805,10372.38711
2006-03-02,13920,14000,13680,13860,10552.06152,15105700,10511.45736,10442.43008
2006-03-03,13640,13680,13000,13080,9958.222656,37932400,10323.66211,10360.20566
2006-03-06,13120,13160,12980,13160,10019.12695,22717900,10176.47038,10302.34434
2006-03-07,13000,13040,12540,12600,9592.783203,39482000,9856.710937,10116.5793
2006-03-08,12300,12520,12160,12460,9486.194336,49381050,9699.368164,9921.677734
2006-03-09,12320,12580,12220,12360,9410.064453,38599000,9496.347331,9693.27832
2006-03-10,12280,12640,12280,12440,9470.96875,28422100,9455.742513,9595.827539
2006-03-13,12580,12640,12480,12640,9623.234375,19012200,9501.422526,9516.649023
2006-03-14,12560,12640,12380,12480,9501.421875,17767050,9531.875,9498.376758
2006-03-15,12580,12740,12560,12600,9592.783203,19438500,9572.479818,9519.694531
2006-03-16,12740,12820,12620,12640,9623.234375,14018000,9572.479818,9562.328516
2006-03-17,12580,12800,12440,12740,9699.37207,13567500,9638.463216,9608.00918
2006-03-20,12780,12800,12560,12780,9729.825195,9950600,9684.14388,9629.327344
2006-03-21,12760,12800,12600,12680,9653.689453,11453100,9694.295573,9659.780859
2006-03-22,12500,12540,12180,12280,9349.160156,30051700,9577.558268,9611.05625
2006-03-23,12280,12380,12080,12160,9257.795898,25534150,9420.215169,9537.968554
2006-03-24,12160,12240,12100,12180,9273.020508,17171750,9293.325521,9452.698242
2006-03-27,12100,12580,12100,12500,9516.646484,19508950,9349.154297,9410.0625
2006-03-28,12320,12600,12320,12560,9562.329102,15167900,9450.665365,9391.79043
2006-03-29,12420,12520,12300,12520,9531.87793,15189400,9536.951172,9428.333984
2006-03-30,12640,12680,12360,12460,9486.194336,14663350,9526.800456,9474.013672
2006-03-31,12400,12600,12360,12600,9592.783203,20635450,9536.951823,9537.966211
2006-04-03,12720,12960,12640,12880,9805.958008,20549650,9628.311849,9595.828516
2006-04-04,12920,13120,12860,13060,9942.995117,19369350,9780.578776,9671.961719
2006-04-05,13100,13220,12900,12980,9882.086914,12634700,9877.013346,9742.003516
2006-04-06,13180,13320,13060,13160,10019.12695,22420200,9948.069661,9848.590039
2006-04-07,13160,13200,12960,13080,9958.222656,17596300,9953.145508,9921.67793
2006-04-10,12900,12980,12740,12840,9775.5,20369150,9917.616536,9915.586328
2006-04-11,12740,12800,12520,12700,9668.915039,15767900,9800.879232,9860.770312
2006-04-12,12640,12660,12520,12600,9592.783203,12271800,9679.066081,9802.90957
2006-04-13,12520,12760,12500,12740,9699.37207,21813050,9653.690104,9738.958594
2006-04-14,12760,13280,12700,13120,9988.673828,32653200,9760.276367,9745.048828
2006-04-17,13200,13220,12900,12980,9882.086914,13798350,9856.710937,9766.366211
2006-04-18,12960,13200,12880,13160,10019.12695,20338250,9963.295898,9836.408594
2006-04-19,13460,13500,13260,13300,10125.71484,21183350,10008.97624,9942.994922
2006-04-20,13300,13440,13220,13260,10095.26367,17605300,10080.03516,10022.17324
2006-04-21,13400,13940,13340,13800,10506.37988,40474150,10242.4528,10125.71445
2006-04-24,13800,13800,13400,13460,10247.53125,31490750,10283.05827,10198.80332
2006-04-25,13160,13440,13060,13200,10049.58496,28671400,10267.83203,10204.89492
2006-04-26,13200,13360,13080,13360,10171.39258,22000500,10156.1696,10214.03047
2006-04-27,13360,13400,13160,13280,10110.49121,19383250,10110.48958,10217.07598
2006-04-28,13240,13240,12860,12880,9805.958008,27901900,10029.2806,10076.9916
2006-05-02,12880,13020,12640,12980,9882.086914,27714750,9932.845378,10003.90273
2006-05-03,12980,13120,12780,12780,9729.825195,21147150,9805.956706,9939.950781
2006-05-04,12780,12940,12700,12920,9836.410156,17803750,9816.107422,9872.954297
2006-05-08,13100,13240,13020,13100,9973.448242,17595050,9846.561198,9845.545703
2006-05-09,13160,13360,13140,13220,10064.81055,18637850,9958.222982,9897.316211
2006-05-10,13220,13300,13040,13100,9973.448242,17858600,10003.90234,9915.588476
2006-05-11,13140,13260,13060,13260,10095.26367,18471150,10044.50749,9988.676172
2006-05-12,13200,13200,12820,13080,9958.222656,24975900,10008.97819,10013.03867
2006-05-15,12920,13000,12780,13000,9897.316406,28216750,9983.600911,9997.812305
2006-05-16,12960,13000,12740,12820,9760.276367,22209700,9871.938476,9936.905469
2006-05-17,12840,13200,12840,13100,9973.448242,22440100,9877.013672,9936.905469
2006-05-18,12760,12880,12660,12820,9760.276367,22060000,9831.333659,9869.908008
2006-05-19,12840,12880,12620,12760,9714.595703,20910000,9816.106771,9821.182617
2006-05-22,12840,12880,12620,12760,9714.595703,22223550,9729.822591,9784.638476
2006-05-23,12300,12660,12220,12600,9592.783203,29837200,9673.991536,9751.139844
2006-05-24,12600,12680,12300,12600,9592.783203,27036100,9633.38737,9675.006836
2006-05-25,12580,12620,12300,12300,9364.382813,24470000,9516.64974,9595.828125
2006-05-26,12520,12640,12340,12420,9455.744141,23180950,9470.970052,9544.057813
2006-05-29,12440,12540,12400,12440,9470.96875,14920000,9430.365235,9495.332422
2006-05-30,12440,12480,12240,12260,9333.931641,20915300,9420.214844,9443.56211
2006-05-31,12440,12540,12400,12440,9470.96875,15162550,9425.289714,9419.199219
2006-06-01,12140,12320,12020,12120,9227.342773,29650600,9344.081055,9391.791211
2006-06-02,12220,12360,12120,12280,9349.160156,19403200,9349.157226,9370.474414
2006-06-05,12360,12380,12200,12260,9333.931641,15993450,9303.47819,9343.066992
2006-06-07,11920,12100,11920,12000,9135.983398,30545950,9273.025065,9303.477344
2006-06-08,11980,11980,11500,11540,8785.771484,41207100,9085.228841,9166.43789
2006-06-09,11560,11660,11460,11500,8755.319336,30558000,8892.358073,9072.033203
2006-06-12,11520,11520,11260,11480,8740.091797,21498400,8760.394206,8950.219531
2006-06-13,11200,11220,10960,10980,8359.426758,41305250,8618.279297,8755.318555
2006-06-14,10880,11220,10820,11060,8420.332031,32644700,8506.616862,8612.188281
2006-06-15,11280,11280,11060,11100,8450.786133,18344000,8410.181641,8545.191211
2006-06-16,11520,11540,11300,11420,8694.410156,28129000,8521.842773,8533.009375
2006-06-19,11420,11520,11220,11300,8603.049805,20069800,8582.748698,8505.600977
2006-06-20,11260,11320,11040,11120,8466.009766,19583950,8587.823242,8526.917578
2006-06-21,11120,11280,11100,11140,8481.237305,13499300,8516.765625,8539.098633
2006-06-22,11300,11440,11200,11320,8618.280273,22982200,8521.842448,8572.597461
2006-06-23,11300,11420,11220,11360,8648.730469,14896500,8582.749349,8563.461524
2006-06-26,11400,11700,11400,11640,8861.900391,22351250,8709.637044,8615.231641
2006-06-27,11700,11800,11660,11660,8877.130859,15767750,8795.920573,8697.455859
2006-06-28,11500,11600,11420,11600,8831.448242,18377100,8856.826497,8767.498047
2006-06-29,11700,11840,11680,11800,8991.46875,15998850,8900.01595,8842.135742
2006-06-30,12140,12180,12040,12060,9189.583008,29176450,9004.166667,8950.30625
2006-07-03,12140,12220,12080,12100,9220.066406,12593400,9133.706055,9021.939453
2006-07-04,12220,12240,12020,12020,9159.104492,9270000,9189.584635,9078.33418
2006-07-05,11700,12100,11700,12060,9189.583008,13375000,9189.584635,9149.961133
2006-07-06,11860,12000,11800,11960,9113.384766,17500000,9154.024089,9174.344336
2006-07-07,12020,12120,12000,12020,9159.104492,14365000,9154.024089,9168.248633
2006-07-10,11880,12140,11780,12120,9235.305664,17315000,9169.264974,9171.296484
2006-07-11,11880,12240,11880,12160,9265.78418,16385000,9220.064779,9192.632422
2006-07-12,12120,12240,11980,12160,9265.78418,23300000,9255.624675,9207.872656
2006-07-13,12000,12180,11900,12000,9143.865234,22835000,9225.144531,9213.96875
2006-07-14,11740,11820,11640,11680,8900.033203,24250000,9103.227539,9162.154492
2006-07-18,11520,11680,11520,11640,8869.548828,14245000,8971.149088,9089.003125
2006-07-19,11600,11760,11600,11600,8839.066406,11125000,8869.549479,9003.65957
2006-07-20,11880,11960,11800,11960,9113.384766,21960000,8940.666667,8973.179687
2006-07-21,11820,11940,11800,11880,9052.427734,8896300,9001.626302,8954.892187
2006-07-24,11740,11880,11660,11800,8991.46875,14934950,9052.427083,8973.179297
2006-07-25,11920,12040,11880,11960,9113.384766,15877650,9052.427083,9021.946484
2006-07-26,11960,12080,11920,11980,9128.625,7650000,9077.826172,9079.858203
2006-07-27,11980,12100,11880,12080,9204.824219,14995000,9148.944662,9098.146094
2006-07-28,12000,12080,11940,12020,9159.104492,9564450,9164.18457,9119.481445
2006-07-31,12200,12280,12160,12160,9265.78418,23415250,9209.904297,9174.344531
2006-08-01,12180,12300,12100,12100,9220.066406,13372450,9214.985026,9195.680859
2006-08-02,12060,12280,12040,12160,9265.78418,10944800,9250.544922,9223.112695
2006-08-03,12360,12380,12200,12200,9296.263672,12565450,9260.704753,9241.400586
2006-08-04,12240,12340,12240,12300,9372.461914,8121450,9311.503255,9284.07207
2006-08-07,12380,12380,12080,12120,9235.305664,15051350,9301.34375,9277.976367
2006-08-08,12100,12340,12100,12300,9372.461914,13598300,9326.743164,9308.455469
2006-08-09,12300,12460,12180,12320,9387.703125,15112800,9331.823568,9332.839258
2006-08-10,12320,12400,12180,12240,9326.744141,15694950,9362.30306,9338.935352
2006-08-11,12340,12440,12140,12140,9250.542969,16574950,9321.663412,9314.551563
2006-08-14,12200,12220,12000,12100,9220.066406,17105950,9265.784505,9311.503711
2006-08-16,12360,12440,12280,12360,9418.182617,19587150,9296.263997,9320.647852
2006-08-17,12600,12940,12580,12880,9814.416992,38826150,9484.222005,9405.990625
2006-08-18,13000,13300,12940,13120,9997.293945,37509050,9743.297851,9540.100586
2006-08-21,13200,13360,13100,13140,10012.53125,17145000,9941.414062,9692.498242
2006-08-22,12960,13160,12960,13160,10027.77051,19445000,10012.5319,9854.039062
2006-08-23,13080,13160,12880,12920,9844.897461,14711500,9961.733073,9939.382031
2006-08-24,12780,12820,12620,12720,9692.494141,17782500,9855.054037,9914.997461
2006-08-25,12840,13020,12780,12920,9844.897461,15981600,9794.096354,9884.518164
2006-08-28,13000,13040,12860,12860,9799.177734,10722200,9778.856445,9841.847461
2006-08-29,13040,13220,13000,13180,10043.01074,15312250,9895.695312,9844.895508
2006-08-30,13200,13220,12980,13100,9982.053711,13979500,9941.414062,9872.326758
2006-08-31,13080,13240,13000,13000,9905.853516,20178950,9976.972656,9914.998633
2006-09-01,13040,13140,12980,13060,9951.574219,8951400,9946.493815,9936.333984
2006-09-04,13240,13240,13100,13160,10027.77051,8986350,9961.732748,9982.052539
2006-09-05,13120,13200,13040,13160,10027.77051,7216450,10002.37174,9979.004492
2006-09-06,13160,13160,13020,13080,9966.814453,7866200,10007.45182,9975.956641
2006-09-07,12920,13020,12860,12980,9890.617188,10126650,9961.73405,9972.909375
2006-09-08,12880,13000,12880,12940,9860.135742,7533050,9905.855794,9954.62168
2006-09-11,12940,12980,12660,12720,9692.494141,18312850,9814.41569,9887.566406
2006-09-12,12760,12840,12580,12640,9631.538086,17687250,9728.05599,9808.319922
2006-09-13,12800,12900,12740,12840,9783.936523,24360250,9702.65625,9771.744336
2006-09-14,12840,13100,12820,13100,9982.053711,31021950,9799.176107,9790.031641
2006-09-15,13060,13160,13020,13120,9997.293945,11988600,9921.094726,9817.463281
2006-09-18,13140,13580,13140,13460,10256.37305,26352850,10078.57357,9930.239062
2006-09-19,13460,13560,13420,13440,10241.12988,12795650,10164.93229,10052.15742
2006-09-20,13260,13380,13180,13340,10164.93164,14816350,10220.81152,10128.35645
2006-09-21,13480,13540,13280,13300,10134.45215,13060450,10180.17122,10158.83613
2006-09-22,13160,13220,13040,13080,9966.814453,11768200,10088.73275,10152.74023
2006-09-25,13000,13160,12960,13060,9951.574219,12493150,10017.61361,10091.78047
2006-09-26,13080,13160,12920,13020,9921.095703,12855500,9946.494792,10027.77363
2006-09-27,13100,13260,13100,13260,10103.97266,15073400,9992.214193,10015.58184
2006-09-28,13240,13440,13200,13360,10180.16992,17199900,10068.41276,10024.72539
2006-09-29,13380,13440,13220,13280,10119.21289,10884050,10134.45182,10055.20508
2006-10-02,13180,13380,13180,13300,10134.45215,13336800,10144.61165,10091.78066
2006-10-04,13180,13200,12940,12960,9875.374023,19646300,10043.01302,10082.63633
2006-10-09,13040,13140,12500,12700,9677.259766,28756900,9895.695312,9997.29375
2006-10-10,12840,13000,12800,12840,9783.936523,9863750,9778.856771,9918.04707
2006-10-11,12700,12880,12660,12820,9768.697266,10532750,9743.297852,9847.943945
2006-10-12,12720,12900,12680,12780,9738.219727,17850550,9763.617839,9768.697461
2006-10-13,12900,12960,12840,12880,9814.416992,13492650,9773.777995,9756.506055
2006-10-16,13040,13160,12920,13000,9905.853516,16781050,9819.496745,9802.224805
2006-10-17,13000,13020,12840,12940,9860.135742,9174650,9860.135417,9817.464649
2006-10-18,12820,12880,12720,12840,9783.936523,16155300,9849.97526,9820.5125
2006-10-19,12900,12960,12640,12720,9692.494141,16716600,9778.855469,9811.367383
