title,author,pub,date,price
Python Scripting for ArcGIS,Esri Pr,"Zandbergen,  Paul A.",2013년 01월,"103,250"
"Python for Beginners: Coding, Programming, and Web-Programming Made Simple and Fast. Become a Python Programmer (2022 Guide)",Vere Hunt,"Hunt,  Vere",2022년 05월,"49,030"
Python Data Science Handbook: Essential Tools for Working with Data,O'Reilly Media,"Vanderplas,  Jake",2023년 01월,"90,380"
Head First Python: A Brain-Friendly Guide,O'Reilly Media,"Barry,  Paul",2023년 08월,"77,470"
Beginning Game Programming with Pygame Zero: Coding Interactive Games on Raspberry Pi Using Python,Apress,"Watkiss,  Stewart",2020년 03월,"56,680"
Basic Python in Finance: How to Implement Financial Trading Strategies and Analysis using Python,Bob Mather,"Mather,  Bob",2019년 10월,"28,330"
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit(R) code,Packt Publishing,"Sharkey,  Keeper L.  /  Chance,  Alain",2022년 05월,"68,020"
Conceptual Programming with Python,Lulu.com,"Altenkirch,  Thorsten  /  Triguero,  Isaac",2020년 01월,"27,640"
Python基礎&實踐プログラミング,インプレス,M.L.ヘトランド 저 /  武舍 廣幸 등역,2020년 02월,"46,790"
Python in a Nutshell: A Desktop Quick Reference,O'Reilly Media,"Martelli,  Alex  /  Ravenscroft,  Anna  /  Holden,  Steve",2023년 01월,"103,300"
Mastering Financial Pattern Recognition: Finding & Back-Testing Candlestick Patterns with Python,O'Reilly Media,"Kaabar,  Sofien",2023년 01월,"90,380"
"Data Visualization with Python and JavaScript: Scrape, Clean, Explore, and Transform Your Data",O'Reilly Media,"Dale,  Kyran",2023년 01월,"77,470"
Advanced Deep Learning with Python,Packt Publishing,Ivan Vasilev,2019년 12월,"49,000"
Die Umarmung der Python,Eve Langlais,"Langlais,  Eve  /  Translations,  Daniela Mansfield  /  Niederberger,  Noelle-Sophie",2022년 08월,"14,180"
Elementary Mechanics Using Python,Springer Verlag,"Malthe-sorenssen,  Anders",2015년 06월,"85,030"
Thoughtful Machine Learning with Python: A Test-Driven Approach,O'Reilly Media,"Kirk,  Matthew",2017년 02월,"55,510"
Introduction to Radar with Python and MATLAB,출판사 없음,작가 없음,2019년 10월,"225,100"
"Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",Cyberpunk Architects,"Inc,  C. P. a.",2020년 01월,"29,740"
SQL AND PYthon Programming: 2 Books IN 1!,Tyler MacDonald,"Johnson,  Bryan",2019년 12월,"39,600"
Python Programming: A Pragmatic Approach To Programming Python for Total Beginners,Tyler MacDonald,"Johnson,  Bryan",2019년 12월,"28,260"
"Mastering Python Networking, 3/E",Packt Publishing,Eric Chou /  Michael Kennedy (FRW) /  Mandy Whaley (FRW),2020년 01월,"58,000"
Hands-On Genetic Algorithms with Python,Packt Publishing,"Wirsansky,  Eyal",2020년 01월,"35,000"
Never Keep a Python As a Pet,Gardners Books,Anderson S,1990년 05월,"16,220"
Machine Learning on Geographical Data Using Python,APress,"Korstanje,  Joos",2022년 08월,"53,300"
Advanced Data Analytics Using Python,APress,"Mukhopadhyay,  Sayan",2022년 09월,"53,300"
"Let Us Python: Python Is Future, Embrace It Fast (Second Edition) (English Edition)",Bpb Publications,"Kanetkar,  Aditya  /  Kanetkar,  Yashavant",2019년 12월,"38,670"
Python Machine Learning: The Ultimate Advanced Guide to Master Python Machine Learning,Independently Published,"Turner,  Ryan",2020년 01월,"25,810"
"Python Programming: This Book Includes: Python for Beginners and for Data Analysis. The Ultimate Crash Course with Hands-on Exercises, Ste",Independently Published,"Park,  Andrew",2020년 01월,"28,270"
Mastering Python - Second Edition: Write powerful and efficient code using the full range of Python's capabilities,Packt Publishing,"Hattem,  Rick Van",2022년 05월,"63,760"
Human-Computer Interaction in Game Development with Python: Design and Develop a Game Interface Using Hci Technologies and Techniques,Apress,"George,  Joseph Thachil  /  George,  Meghna Joseph",2022년 05월,"49,590"
"Coding with Python: The Ultimate Guide For Data Science, a Smart Way to Program With Python, Understand Data Analytics and Deep Learning F",Independently Published,"Wired,  Tim",2019년 12월,"17,400"
Python Cookbook: Recipes for Mastering Python 3,Oreilly & Associates Inc,"Beazley,  David /  Jones,  Brian K.",2013년 05월,"83,920"
Kernel Methods for Machine Learning with Math and Python: 100 Exercises for Building Logic,Springer,"Suzuki,  Joe",2022년 05월,"77,940"
基本情報技術者の午後對策 Python編,インプレス,瀨戶 美月 저,2020년 02월,"29,890"
Python Data Science Essentials,Packt Publishing,"Boschetti,  Alberto /  Massaron,  Luca",2015년 04월,"56,680"
