광역시도,시군구,1,2,3,4,5,6,7,8,9,10,11,12
전라남도,영암군,,,,,,,,,,,70.0,
전라남도,영암군,,,,,,,,,,,,55.0
경상북도,포항시,42.0,,,,,,,,,,,
경상북도,포항시,,40.8,,,,,,,,,,
경상북도,포항시,,,52.6,,,,,,,,,
경상북도,포항시,,,,43.8,,,,,,,,
경상북도,포항시,,,,,50.8,,,,,,,
경상북도,포항시,,,,,,40.0,,,,,,
경상북도,포항시,,,,,,,29.4,,,,,
경상북도,포항시,,,,,,,,31.6,,,,
경상북도,포항시,,,,,,,,,29.2,,,
경상북도,포항시,,,,,,,,,,31.0,,
경상북도,포항시,,,,,,,,,,,50.8,
경상북도,포항시,,,,,,,,,,,,60.8
경상북도,구미시,44.333333333333336,,,,,,,,,,,
경상북도,구미시,,40.666666666666664,,,,,,,,,,
경상북도,구미시,,,56.666666666666664,,,,,,,,,
경상북도,구미시,,,,42.333333333333336,,,,,,,,
경상북도,구미시,,,,,54.0,,,,,,,
경상북도,구미시,,,,,,39.0,,,,,,
경상북도,구미시,,,,,,,20.333333333333332,,,,,
경상북도,구미시,,,,,,,,26.0,,,,
경상북도,구미시,,,,,,,,,23.666666666666668,,,
경상북도,구미시,,,,,,,,,,33.666666666666664,,
경상북도,구미시,,,,,,,,,,,58.666666666666664,
경상북도,구미시,,,,,,,,,,,,53.0
경상북도,김천시,51.0,,,,,,,,,,,
경상북도,김천시,,43.0,,,,,,,,,,
경상북도,김천시,,,61.0,,,,,,,,,
경상북도,김천시,,,,43.0,,,,,,,,
경상북도,김천시,,,,,52.0,,,,,,,
경상북도,김천시,,,,,,46.0,,,,,,
경상북도,김천시,,,,,,,34.0,,,,,
경상북도,김천시,,,,,,,,36.0,,,,
경상북도,김천시,,,,,,,,,33.0,,,
경상북도,김천시,,,,,,,,,,43.0,,
경상북도,김천시,,,,,,,,,,,74.0,
경상북도,김천시,,,,,,,,,,,,71.0
경상북도,경주시,45.0,,,,,,,,,,,
경상북도,경주시,,43.0,,,,,,,,,,
경상북도,경주시,,,58.0,,,,,,,,,
경상북도,경주시,,,,45.0,,,,,,,,
경상북도,경주시,,,,,50.0,,,,,,,
경상북도,경주시,,,,,,51.0,,,,,,
경상북도,경주시,,,,,,,45.0,,,,,
경상북도,경주시,,,,,,,,45.0,,,,
경상북도,경주시,,,,,,,,,35.0,,,
경상북도,경주시,,,,,,,,,,37.0,,
경상북도,경주시,,,,,,,,,,,64.0,
경상북도,경주시,,,,,,,,,,,,52.0
경상북도,안동시,54.0,,,,,,,,,,,
경상북도,안동시,,47.0,,,,,,,,,,
경상북도,안동시,,,59.0,,,,,,,,,
경상북도,안동시,,,,38.0,,,,,,,,
경상북도,안동시,,,,,41.0,,,,,,,
경상북도,안동시,,,,,,29.0,,,,,,
경상북도,안동시,,,,,,,18.0,,,,,
경상북도,안동시,,,,,,,,19.0,,,,
경상북도,안동시,,,,,,,,,28.0,,,
경상북도,안동시,,,,,,,,,,35.0,,
경상북도,안동시,,,,,,,,,,,70.0,
경상북도,안동시,,,,,,,,,,,,66.0
경상북도,영주시,60.0,,,,,,,,,,,
경상북도,영주시,,56.0,,,,,,,,,,
경상북도,영주시,,,67.0,,,,,,,,,
경상북도,영주시,,,,50.0,,,,,,,,
경상북도,영주시,,,,,50.0,,,,,,,
경상북도,영주시,,,,,,36.0,,,,,,
경상북도,영주시,,,,,,,28.0,,,,,
경상북도,영주시,,,,,,,,28.0,,,,
경상북도,영주시,,,,,,,,,23.0,,,
경상북도,영주시,,,,,,,,,,39.0,,
경상북도,영주시,,,,,,,,,,,69.0,
경상북도,영주시,,,,,,,,,,,,64.0
경상남도,창원시,43.4,,,,,,,,,,,
경상남도,창원시,,39.6,,,,,,,,,,
경상남도,창원시,,,62.0,,,,,,,,,
경상남도,창원시,,,,45.8,,,,,,,,
경상남도,창원시,,,,,54.0,,,,,,,
경상남도,창원시,,,,,,44.2,,,,,,
경상남도,창원시,,,,,,,34.6,,,,,
경상남도,창원시,,,,,,,,33.2,,,,
경상남도,창원시,,,,,,,,,18.0,,,
경상남도,창원시,,,,,,,,,,40.8,,
경상남도,창원시,,,,,,,,,,,63.4,
경상남도,창원시,,,,,,,,,,,,61.0
경상남도,마산시,47.5,,,,,,,,,,,
경상남도,마산시,,45.5,,,,,,,,,,
경상남도,마산시,,,61.0,,,,,,,,,
경상남도,마산시,,,,47.0,,,,,,,,
경상남도,마산시,,,,,56.0,,,,,,,
경상남도,마산시,,,,,,45.0,,,,,,
경상남도,마산시,,,,,,,42.0,,,,,
경상남도,마산시,,,,,,,,42.0,,,,
경상남도,마산시,,,,,,,,,21.0,,,
경상남도,마산시,,,,,,,,,,46.0,,
경상남도,마산시,,,,,,,,,,,57.5,
경상남도,마산시,,,,,,,,,,,,56.5
경상남도,진주시,49.666666666666664,,,,,,,,,,,
경상남도,진주시,,43.333333333333336,,,,,,,,,,
경상남도,진주시,,,62.666666666666664,,,,,,,,,
경상남도,진주시,,,,47.666666666666664,,,,,,,,
경상남도,진주시,,,,,52.0,,,,,,,
경상남도,진주시,,,,,,38.0,,,,,,
경상남도,진주시,,,,,,,34.666666666666664,,,,,
경상남도,진주시,,,,,,,,39.666666666666664,,,,
경상남도,진주시,,,,,,,,,18.0,,,
경상남도,진주시,,,,,,,,,,38.333333333333336,,
경상남도,진주시,,,,,,,,,,,59.666666666666664,
경상남도,진주시,,,,,,,,,,,,58.333333333333336
경상남도,진해,46.0,,,,,,,,,,,
경상남도,진해,,44.0,,,,,,,,,,
경상남도,진해,,,66.0,,,,,,,,,
경상남도,진해,,,,49.0,,,,,,,,
경상남도,진해,,,,,58.0,,,,,,,
경상남도,진해,,,,,,53.0,,,,,,
경상남도,진해,,,,,,,47.0,,,,,
경상남도,진해,,,,,,,,49.0,,,,
경상남도,진해,,,,,,,,,36.0,,,
경상남도,진해,,,,,,,,,,35.0,,
경상남도,진해,,,,,,,,,,,69.0,
경상남도,진해,,,,,,,,,,,,62.0
경상남도,하동군,51.0,,,,,,,,,,,
경상남도,하동군,,47.0,,,,,,,,,,
경상남도,하동군,,,70.0,,,,,,,,,
경상남도,하동군,,,,58.0,,,,,,,,
경상남도,하동군,,,,,68.0,,,,,,,
경상남도,하동군,,,,,,57.0,,,,,,
경상남도,하동군,,,,,,,43.0,,,,,
경상남도,하동군,,,,,,,,42.0,,,,
경상남도,하동군,,,,,,,,,31.0,,,
경상남도,하동군,,,,,,,,,,38.0,,
경상남도,하동군,,,,,,,,,,,53.0,
경상남도,하동군,,,,,,,,,,,,51.0
경상남도,김해시,44.0,,,,,,,,,,,
경상남도,김해시,,45.0,,,,,,,,,,
경상남도,김해시,,,54.5,,,,,,,,,
경상남도,김해시,,,,37.5,,,,,,,,
경상남도,김해시,,,,,42.0,,,,,,,
경상남도,김해시,,,,,,39.5,,,,,,
경상남도,김해시,,,,,,,33.5,,,,,
경상남도,김해시,,,,,,,,33.5,,,,
경상남도,김해시,,,,,,,,,32.0,,,
경상남도,김해시,,,,,,,,,,36.0,,
경상남도,김해시,,,,,,,,,,,54.0,
경상남도,김해시,,,,,,,,,,,,52.0
경상남도,양산시,35.5,,,,,,,,,,,
경상남도,양산시,,33.5,,,,,,,,,,
경상남도,양산시,,,53.0,,,,,,,,,
경상남도,양산시,,,,36.0,,,,,,,,
경상남도,양산시,,,,,43.0,,,,,,,
경상남도,양산시,,,,,,34.5,,,,,,
경상남도,양산시,,,,,,,26.5,,,,,
경상남도,양산시,,,,,,,,27.5,,,,
경상남도,양산시,,,,,,,,,13.0,,,
경상남도,양산시,,,,,,,,,,35.0,,
경상남도,양산시,,,,,,,,,,,53.0,
경상남도,양산시,,,,,,,,,,,,50.5
제주특별자치도,제주시,53.0,,,,,,,,,,,
제주특별자치도,제주시,,43.0,,,,,,,,,,
제주특별자치도,제주시,,,71.0,,,,,,,,,
제주특별자치도,제주시,,,,49.5,,,,,,,,
제주특별자치도,제주시,,,,,60.5,,,,,,,
제주특별자치도,제주시,,,,,,39.0,,,,,,
제주특별자치도,제주시,,,,,,,31.0,,,,,
제주특별자치도,제주시,,,,,,,,29.0,,,,
제주특별자치도,제주시,,,,,,,,,29.0,,,
제주특별자치도,제주시,,,,,,,,,,48.0,,
제주특별자치도,제주시,,,,,,,,,,,91.5,
제주특별자치도,제주시,,,,,,,,,,,,51.5
제주특별자치도,서귀포시,56.0,,,,,,,,,,,
제주특별자치도,서귀포시,,38.0,,,,,,,,,,
제주특별자치도,서귀포시,,,70.0,,,,,,,,,
제주특별자치도,서귀포시,,,,43.0,,,,,,,,
제주특별자치도,서귀포시,,,,,52.0,,,,,,,
제주특별자치도,서귀포시,,,,,,34.0,,,,,,
제주특별자치도,서귀포시,,,,,,,30.0,,,,,
제주특별자치도,서귀포시,,,,,,,,27.0,,,,
제주특별자치도,서귀포시,,,,,,,,,28.0,,,
제주특별자치도,서귀포시,,,,,,,,,,38.0,,
제주특별자치도,서귀포시,,,,,,,,,,,77.0,
제주특별자치도,서귀포시,,,,,,,,,,,,55.0
