"구분(1)",구분(2),구분(3),구분(4),2020.09,2020.10,2020.11,2020.12,2021.01,2021.02
"도시대기",전북,익산,용동면,0.3,0.3,0.3,0.4,0.6,0.4
"도시대기",전북,남원,죽항동,0.3,0.4,0.4,0.5,0.5,0.5
"도시대기",전북,정읍,연지동,0.4,0.4,0.5,0.5,0.5,0.5
"도시대기",전북,정읍,신태인,0.3,0.4,0.4,0.4,0.5,0.4
"도시대기",전북,고창,고창읍,0.2*,0.3,0.3,0.3,0.3,0.3
"도시대기",전북,고창,심원면,0.2,0.3,0.3,0.3,0.3,0.4
"도시대기",전북,부안,부안읍,0.4,0.4,0.5,0.4,0.5,0.4
"도시대기",전북,부안,계화면,-,-,-,-,0.4,0.5
"도시대기",전북,김제,요촌동,0.5,0.4,0.4,0.5,0.5,0.5
"도시대기",전북,완주,고산면,0.4,0.4,0.4,0.4,0.5,0.4
"도시대기",전북,완주,봉동읍,0.3,0.3,0.3,0.4,0.4,0.4
"도시대기",전북,완주,구이면,-,-,-,-,0.4*,0.3
"도시대기",전북,진안,진안읍,0.2,0.3,0.4,0.4,0.4,0.4
"도시대기",전북,무주,무주읍,0.3,0.3,0.4,0.4,0.4,0.4
"도시대기",전북,순창,순창읍,0.3,0.3,0.4,0.4,0.4,0.4
"도시대기",전북,장수,장수읍,0.3,0.3,0.3,0.4,0.4,0.4
"도시대기",전남,화순,화순읍,0.5,0.3,0.4,0.5*,0.5,0.5
"도시대기",전남,여수,서강동,0.4,0.5,0.5*,0.6,0.7,0.6
"도시대기",전남,여수,월내동,0.5,0.6,0.6,0.6,0.6,0.6
"도시대기",전남,여수,문수동,0.5,0.6,0.6,0.7,0.7,0.6
"도시대기",전남,여수,여천동,0.6,0.7,0.5,0.6,0.8,0.7
"도시대기",전남,여수,덕충동,0.5,0.5,0.6,0.6,0.6,0.6
"도시대기",전남,여수,화양면,0.5,0.5,0.4,0.5,0.5,0.5
"도시대기",전남,여수,율촌면,0.5,0.5,0.5,0.5,0.6,0.6
"도시대기",전남,여수,삼일동,0.5,0.5,0.5,0.6,0.6,0.5
"도시대기",전남,광양,중동,0.4,0.4,0.4,0.5,0.5,0.5
"도시대기",전남,광양,태인동,0.4,0.4,0.4,0.5,0.4,0.5
"도시대기",전남,광양,진상면,0.3,0.3,0.3,0.3,0.5,0.4
"도시대기",전남,광양,광양읍,0.4,0.4,0.4,0.4,0.5,0.5
"도시대기",전남,순천,장천동,0.3,0.3,0.4,0.4,0.4,0.4
"도시대기",전남,순천,연향동,0.4,0.4,0.5,0.5,0.5,0.4
"도시대기",전남,순천,순천만,0.5**,0.0,0.0,0.7,1.0*,0.6
"도시대기",전남,순천,호두리,0.5,0.6**,0.0,0.4,0.5,0.5
"도시대기",전남,순천,신대,0.4,0.4,0.4,0.4,0.4,0.4
"도시대기",전남,목포,용당동,0.4,0.2,0.3,0.4,0.5,0.5
"도시대기",전남,목포,부흥동,0.4,0.3,0.4,0.5,0.5,0.4
"도시대기",전남,영암,나불리,0.3,0.3,0.3,0.4,-,-
"도시대기",전남,영암,영암읍,0.4,0.3,0.3,0.3,0.4,0.5
"도시대기",전남,영암,대불,-,-,-,-,0.4,0.4
"도시대기",전남,나주,빛가람동,0.4,0.4,0.4,0.4,0.4,0.4
"도시대기",전남,담양,담양읍,0.3,0.2,0.3,0.3,0.3,0.3
"도시대기",전남,장성,장성읍,0.3,0.3,0.3,0.3,0.3,0.3
"도시대기",전남,해남,해남읍,0.4,0.3,0.3,0.3,0.3,0.4
"도시대기",전남,영광,영광읍,0.4,0.4,0.4,0.4,0.4,0.4
"도시대기",전남,장흥,장흥읍,0.4,0.4,0.4,0.4**,0.0,0.5**
"도시대기",전남,진도,진도읍,0.3,0.4,0.4,0.4,0.4,0.5
"도시대기",전남,완도,신지면,0.5,0.5,0.4,0.3,0.3,0.5
"도시대기",전남,함평,함평읍,0.7,0.5,0.6,0.7,0.0,0.6
"도시대기",전남,고흥,고흥읍,0.6,0.6,0.3,0.4,0.5,0.4
"도시대기",전남,신안,신안군,0.3,0.3,0.2,0.2,0.3,0.4
"도시대기",전남,무안,무안읍,0.4,0.4,0.4,0.4,0.4,0.4
"도시대기",전남,강진,강진읍,0.3,0.3,0.3*,0.4,0.4,0.4
"도시대기",전남,곡성,곡성읍,0.5*,0.5,0.3,0.7,0.6,0.5
"도시대기",전남,구례,구례읍,0.4,0.4,0.5,0.4,0.4,0.5
"도시대기",전남,보성,벌교읍,0.6,0.5*,0.6,0.6,0.5,0.5
"도시대기",경북,영덕,영덕읍,0.3,0.3,0.3,0.3,0.4,0.4
"도시대기",경북,영덕,영해면,-,-,-,0.3**,0.3,0.3
"도시대기",경북,영천,영천시,0.4,0.5,0.5,0.5,0.5,0.5
"도시대기",경북,의성,의성읍,0.4,0.4,0.6,0.7,0.6,0.5
"도시대기",경북,포항,장흥동,0.9,0.4**,0.4,0.6,0.8,0.8
"도시대기",경북,포항,장량동,0.3,0.4,0.4,0.4,0.3,0.4
"도시대기",경북,포항,대도동,0.2,0.5,0.6,0.6,0.7,0.4
"도시대기",경북,포항,대송면,0.6,0.5,0.7,0.8,0.5,0.4
"도시대기",경북,포항,3공단,0.6,0.4,0.3,0.4,0.4,0.4
"도시대기",경북,포항,송도동,0.2,0.4,0.5,0.7,0.7,0.5
"도시대기",경북,포항,오천읍,0.3,0.4,0.5,0.5,0.6,0.4
"도시대기",경북,포항,청림동,0.4,0.6,0.8,0.8,0.8,0.8
"도시대기",경북,구미,공단동,0.3,0.4,0.4,0.4,0.5,0.6
"도시대기",경북,구미,원평동,0.3,0.4,0.5,0.5,0.5,0.7
"도시대기",경북,구미,형곡동,0.2,0.2*,0.0,0.5**,0.5,0.5
"도시대기",경북,구미,4공단,0.3,0.3,0.4,0.5,0.5,0.6
"도시대기",경북,김천,문당동,0.5,0.4,0.5,0.8,0.7*,-
"도시대기",경북,김천,대광동,0.2,0.3,0.5,0.4,0.6,0.6
"도시대기",경북,김천,율곡동,0.4,0.2,0.4,0.6,0.6,0.4
"도시대기",경북,김천,평화남산동,-,-,0.5,0.8,0.7*,0.3
"도시대기",경북,경주,성건동,0.4,0.3,0.4,0.4,0.4,0.4
"도시대기",경북,경주,보덕동,0.3,0.3,0.3,0.3,0.3,0.3
"도시대기",경북,경주,안강읍,0.3,0.4,0.4,0.4,0.4,0.4
"도시대기",경북,경주,외동읍,0.3,0.4,0.4,0.4,0.4,0.4
"도시대기",경북,안동,명륜동,0.3,0.4,0.6,0.6,0.7,0.7
"도시대기",경북,영주,가흥동,0.4,0.4,0.5,0.7,0.7,0.6
"도시대기",경북,경산,중방동,0.4,0.4,0.5,0.5,0.6,0.5
"도시대기",경북,상주,상주시,0.3,0.4,0.4,0.5,0.5,0.4
"도시대기",경북,칠곡,칠곡군,0.3,0.3,0.4,0.4,0.4,0.4
"도시대기",경북,울진,울진군,0.4,0.4,0.4,0.4,0.4,0.4
"도시대기",경북,봉화,석포면,0.3,0.4,0.4,0.6,0.5,0.5
"도시대기",경북,울릉도,울릉읍,0.2,0.2,0.2,0.4,0.4,0.4
"도시대기",경북,고령,대가야읍,0.3,0.3,0.4,0.5,0.5,0.6
"도시대기",경북,군위,군위군,0.4,0.4,0.4,0.5,0.5,0.5
"도시대기",경북,성주,성주군,0.4,0.3,0.6,0.6,0.7,0.6
"도시대기",경북,예천,예천군,0.3,0.3,0.3,0.3,0.3,0.3
"도시대기",경북,청도,화양읍,0.3,0.4,0.4,0.5,0.4,0.5
"도시대기",경북,청송,청송군,0.3,0.4,0.4,0.3,0.3,0.4
"도시대기",경북,영양,영양군,0.2,0.3,0.3,0.5,0.4,0.3
"도시대기",경북,문경,문경시,0.3,0.3,0.3,0.4,0.4,0.4
"도시대기",경남,창원,명서동,0.4,0.4,0.5,0.5,0.6,0.5
"도시대기",경남,창원,웅남동,0.4,0.4,0.5,0.5,0.6,0.3
"도시대기",경남,창원,성주동,0.4,0.4,0.4,0.5,0.5,0.5
"도시대기",경남,창원,용지동,0.5,0.4,0.5,0.5,0.5,0.6
"도시대기",경남,창원,사파동,0.4*,0.0,0.5**,0.5,0.4,0.5
"도시대기",경남,창원,경화동,0.4,0.4,0.4,0.5,0.5,0.4
"도시대기",경남,창원,회원동,0.4,0.4,0.4,0.5,0.7,0.4
"도시대기",경남,창원,봉암동,0.3,0.3,0.3,0.4,0.5,0.4
"도시대기",경남,창원,월영동,0.4,0.4,0.4,0.5,0.4,0.4
"도시대기",경남,창원,내서읍,-,-,-,0.5**,0.4,0.4
"도시대기",경남,진주,상봉동,0.4,0.5,0.5,0.5,0.5,0.6
"도시대기",경남,진주,대안동,0.4*,0.0,0.4**,0.5,0.5,0.5
"도시대기",경남,진주,상대동,0.4,0.4,0.5,0.5,0.5,0.6
"도시대기",경남,진주,정촌면,-,-,-,0.6**,0.5,0.5
"도시대기",경남,하동,하동읍,0.3,0.4,0.4,0.5,0.5,0.4
"도시대기",경남,김해,동상동,0.4**,0.0,0.4*,0.5,0.5,0.4
"도시대기",경남,김해,삼방동,0.3,0.3,0.3,0.4,0.4,0.3
"도시대기",경남,김해,장유동,0.4*,0.4,0.4,0.4,0.5,0.5
"도시대기",경남,김해,진영읍,0.4,0.4,0.5,0.5,0.5,0.5
"도시대기",경남,양산,북부동,0.4,0.5,0.5,0.5,0.7,0.8
"도시대기",경남,양산,삼호동,0.4,0.5,0.5,0.5,0.5,0.5
"도시대기",경남,양산,물금읍,-,-,-,0.4**,0.4,0.4
"도시대기",경남,거제,아주동,0.4,0.4,0.4,0.4**,0.5**,0.6
"도시대기",경남,거제,고현동,-,-,-,0.5**,0.4,0.4
"도시대기",경남,사천,사천읍,0.3,0.4,0.4,0.5,0.4,0.4
"도시대기",경남,사천,향촌동,-,-,-,0.5**,0.4,0.4
"도시대기",경남,밀양,내일동,0.3,0.4,0.3,0.3,0.3,0.2
"도시대기",경남,통영,무전동,0.2,0.3,0.3,0.4,0.4,0.4
"도시대기",경남,고성,고성읍,0.4,0.4,0.4,0.5,0.5,0.5
"도시대기",경남,거창,거창읍,0.3,0.4,0.5,0.5,0.4,0.4
"도시대기",경남,함안,가야읍,0.3,0.4,0.4,0.5,0.5,0.5
"도시대기",경남,함양,함양읍,0.4,0.3,0.4,0.4,0.5,0.4
"도시대기",경남,남해,남해읍,0.4,0.4,0.4,0.5,0.5,0.5
"도시대기",경남,산청,산청읍,0.3,0.3,0.4,0.4,0.4,0.3
"도시대기",경남,의령,의령읍,0.3,0.3,0.4,0.4,0.4,0.4
"도시대기",경남,창녕,창녕읍,0.3,0.4,0.4,0.4,0.4,0.4
"도시대기",경남,합천,합천읍,0.3,0.3,0.3,0.4,0.4,0.4
"도시대기",제주,제주,이도동,0.3,0.3,0.3,0.4,0.4,0.4
"도시대기",제주,제주,연동,0.4,0.3,0.3,0.3,0.4,0.3
"도시대기",제주,제주,조천읍,-,-,-,-,0.2,0.3
"도시대기",제주,제주,한림읍,-,-,-,-,0.3,0.3
"도시대기",제주,서귀포,동홍동,0.2,0.2,0.3,0.3,0.3,0.2
"도시대기",제주,서귀포,성산읍,0.1,0.2,0.2,0.3,0.3,0.3
"도시대기",제주,서귀포,대정읍,0.3,0.3,0.3,0.4,0.4,0.3
"도시대기",제주,서귀포,남원읍,0.3,0.3,0.3,0.3,0.3,0.4
"국가배경농도",인천,옹진군,백령도,0.4,0.4,0.4,0.5,0.6,0.6*
"국가배경농도",인천,옹진군,연평도,-,0.3,0.3,0.4,0.3,0.4
"국가배경농도",인천,옹진,울도,0.3,0.3,0.3,0.4,0.4,0.6
"국가배경농도",충남,보령,외연도,0.2,0.2,0.2,0.2,0.3,0.3
"국가배경농도",전남,영광,안마도,0.5,0.5,0.5,0.6,0.5,0.4
"국가배경농도",전남,신안,홍도,-,-,-,0.3*,0.3,0.3
"국가배경농도",전남,신안,가거도,-,-,-,0.2,0.2,0.3
"국가배경농도",경북,울릉도,태하리,0.2,0.2,0.2,0.2,0.2**,0.3
"국가배경농도",제주,제주,고산리,0.2**,0.2**,0.2,0.2,0.2,0.2
"교외대기",인천,강화군,석모리,0.6,0.6,0.5,0.6,0.6,0.5
"교외대기",인천,옹진군,덕적도,0.3,0.2,0.3,0.4,0.3,0.4
"교외대기",인천,서구,경인항,0.4,0.4,0.5,0.5,-,-
"교외대기",인천,중구,인천항,-,0.3,0.4,0.5,-,-
"교외대기",울산,남구,울산항,0.4,0.3,0.3,0.3,-,-
"교외대기",경기,이천,설성면,0.3,0.3,0.3,0.4,0.3,0.3
"교외대기",경기,파주,파주,0.2,0.3,0.3,0.4,0.4,0.4
"교외대기",경기,포천,관인면,0.3,0.3,0.4,0.4,0.4,0.4
"교외대기",경기,연천,연천(DMZ),-,-,-,0.4,0.3,0.3
"교외대기",강원,양구,방산면,0.4,0.4,0.4,0.5,0.3,0.4
"교외대기",강원,고성,간성읍,0.3,0.5,0.4,0.5,0.4,0.3
"교외대기",강원,고성,인제(DMZ),-,0.2,0.2,0.2,0.2,0.2
"교외대기",강원,고성,고성(DMZ),-,0.2,0.2,0.3,0.3,0.3
"교외대기",강원,정선,북평면,0.3,0.4,0.6,0.5,0.5,0.4
"교외대기",강원,횡성,치악산,0.2,0.3,0.4,0.6,0.4,0.5
"교외대기",강원,동해,묵호항,0.3,0.4,0.5,0.4,-,-
"교외대기",강원,동해,동해항,0.4,0.4,0.5,0.4,-,-
"교외대기",강원,철원,철원(DMZ),-,0.5,0.4,0.4,0.3,0.4
"교외대기",강원,화천,화천(DMZ),-,0.3,0.3,0.3,0.3,0.4
"교외대기",충북,괴산,청천면,0.2,0.3,0.3,0.3,0.4,0.3
"교외대기",충북,음성,금왕,0.4,0.5,0.5,0.6,0.7,0.6
"교외대기",충남,태안,파도리,0.0,0.0,0.3*,0.4,0.4**,0.4
"교외대기",충남,서산,대산항,0.3,0.3,0.2*,0.3,-,-
"교외대기",충남,당진,평택당진항,-,0.5*,0.7**,0.5,-,-
"교외대기",충남,공주,사곡면,0.3,0.4,0.4*,0.4,0.4,0.3
"교외대기",충남,서천,장항항,0.2,0.2,0.3,0.3,-,-
"교외대기",전북,임실,운암면,0.2*,0.2,0.3,0.4,0.3,0.3
"교외대기",전북,군산,군산항,0.2*,0.2,0.2,0.2,-,-
"교외대기",전북,부안,새만금,0.5,0.6,0.4,0.4,0.4,0.4
"교외대기",전남,화순,송단리,0.2*,0.2,0.2,0.3,0.3,0.3
"교외대기",전남,여수,여수항,0.3*,0.3,0.4,0.5,-,-
"교외대기",전남,광양,광양항,0.3*,0.3,0.4,0.3,-,-
"교외대기",전남,영암,목포항,0.2*,0.2,0.3,0.3,-,-
"교외대기",경북,영덕,강구면,-,0.2*,0.3,0.4,0.2*,0.2
"교외대기",경북,영천,화북면,0.2,0.2,0.4,0.5,0.5,0.4
"교외대기",경북,의성,안계,0.3,0.2,0.3,0.3,0.3,0.4
"교외대기",경북,포항,포항항,0.7,0.9,1.2,1.1,-,-
"교외대기",경남,창원,대산면,0.4,0.4,0.4,0.5,0.3,0.5
"교외대기",경남,창원,부산항,0.3,0.3,0.3,0.4,-,-
"교외대기",경남,창원,마산항,0.2,0.2,0.2,0.3,-,-
"교외대기",경남,거제,저구리,0.0,0.1,0.2,0.2,0.2,0.3
"교외대기",경남,거창,남상면,0.3,0.3,0.3,0.4,0.3,0.3
"도로변대기",서울,서울,한강대로,0.5,0.6,0.7,0.7,0.6,0.6
"도로변대기",서울,서울,청계천로,0.5,0.7,0.7,0.7,0.7,0.7
"도로변대기",서울,서울,종로,0.4,0.5,0.5,0.6,0.6,0.6
"도로변대기",서울,서울,홍릉로,0.4,0.5,0.6,0.7,0.7,0.7
"도로변대기",서울,서울,신촌로,0.5,0.6,0.7,0.8,0.7,0.7
"도로변대기",서울,서울,영등포로,0.5,0.6,0.7,0.7,0.7,0.7
"도로변대기",서울,서울,도산대로,0.6,0.9,0.9,0.9,0.8,0.7
"도로변대기",서울,서울,천호대로,0.5,0.6,0.7,0.7,0.7,0.7
"도로변대기",서울,서울,강남대로,0.6,0.8,0.9,0.9,0.9,0.8
"도로변대기",서울,서울,강변북로,0.5,0.6,0.6,0.7,0.7,0.6
"도로변대기",서울,서울,화랑로,0.0,0.7*,0.7,0.6,0.5,0.5
"도로변대기",서울,서울,공항대로,0.4**,0.6*,0.6,0.7,0.6,0.6
"도로변대기",서울,서울,동작대로,0.3**,0.7*,0.6,0.6,0.6,0.5
"도로변대기",서울,서울,정릉로,0.0,0.6*,0.6,0.7,0.6,0.6
"도로변대기",서울,서울,시흥대로,0.6,0.7,0.6,0.7,0.7,0.6
"도로변대기",서울,서울,시도평균,0.5*,0.6,0.7,0.7,0.7,0.7
"도로변대기",부산,부산,온천동,0.4,0.4,0.4,0.5,0.4,0.4
"도로변대기",부산,부산,초량동,0.5,0.4,0.4,0.4,0.5,0.5
"도로변대기",부산,부산,부산북항,0.4,0.4,0.4,0.4,0.4,0.5
"도로변대기",부산,부산,부산신항,0.3,0.4,0.4,0.4,0.4,0.4
"도로변대기",부산,부산,시도평균,0.4,0.4,0.4,0.4,0.4,0.4
"도로변대기",대구,대구,평리동,0.0,0.0,0.5,0.5,0.5,0.5
"도로변대기",대구,대구,이곡동,0.5,0.5,0.5,0.6,0.6,0.5
"도로변대기",대구,대구,시도평균,0.5**,0.5**,0.5,0.5,0.6,0.5
"도로변대기",인천,인천,석바위,0.5,0.6,0.7,0.7,0.7,0.7
"도로변대기",인천,인천,부평역,0.5,0.6,0.6,0.6,0.6,0.6
"도로변대기",인천,인천,송현,0.4,0.5,0.5,0.6,0.6,0.6
"도로변대기",인천,인천,서해,0.5,0.7,0.6,0.7,0.6,0.7
"도로변대기",인천,인천,남동,0.5,0.9,0.8,1.0,0.8,0.9
"도로변대기",인천,인천,중봉,0.4**,0.5,0.5,0.6,0.6,0.6
"도로변대기",인천,인천,시도평균,0.5,0.6,0.6,0.7,0.7,0.7
"도로변대기",광주,광주,치평동,0.4,0.4,0.5,0.5,0.6,0.5
"도로변대기",광주,광주,운암동,0.4,0.4,0.6,0.6,0.6,0.6
"도로변대기",광주,광주,시도평균,0.4,0.4,0.5,0.6,0.6,0.5
"도로변대기",대전,대전,대흥동1,0.3*,0.4,0.5,0.5,0.5,0.4
"도로변대기",대전,대전,월평동,0.4,0.5,0.4,0.3,0.5,0.6
"도로변대기",대전,대전,시도평균,0.4,0.4,0.4,0.4,0.5,0.5
"도로변대기",울산,울산,신정로,0.7,0.7,0.7,0.6,0.5,0.5
"도로변대기",울산,울산,북부순환도로,-,-,-,0.3**,0.4,0.4
"도로변대기",울산,울산,시도평균,-,-,-,0.6*,0.5,0.5
"도로변대기",경기,수원,경수대로(동수원),0.5,0.6,0.6,0.5,0.5,0.6
"도로변대기",경기,성남,성남대로(모란역),0.6,0.7,0.7,0.8,0.8,0.8
"도로변대기",경기,성남,대왕판교로(백현동),0.6,0.7,0.7,0.8,0.8,0.8
"도로변대기",경기,안산,중앙대로(고잔동),0.4,0.6,0.6,0.6,0.6,0.6
"도로변대기",경기,고양,백마로(마두역),0.5,0.5,0.6,0.7,0.6,0.6
"도로변대기",경기,부천,송내대로(중동),0.4,0.5,0.6,0.6,0.6,0.6
"도로변대기",경기,남양주,경춘로,0.5,0.6,0.7,0.7,0.8,0.9
"도로변대기",경기,용인,중부대로(구갈동),0.5,0.6,0.7,0.6,0.5,0.5
"도로변대기",경기,김포,한강로,0.4,0.5,0.6,0.6,0.6,0.6
"도로변대기",경기,오산,금암로(신장동),0.3,0.4,0.5,0.5,0.5,0.5
"도로변대기",경기,시도평균,소계,0.5,0.6,0.6,0.6,0.6,0.6
"도로변대기",강원,춘천,온의동,0.5,0.5,0.6,0.7,0.7,0.7
"도로변대기",충북,청주,복대동,0.3,0.5,0.6,0.7,0.7,0.6
"도로변대기",충남,천안,성성동,0.4,0.5,0.5,0.5,0.5,0.5
"도로변대기",전북,전주,서신동,0.4,0.4,0.5,0.4,0.5,0.5
"도로변대기",경남,창원,반송로,0.4,0.4,0.5,0.5,0.5,0.4
"도로변대기",제주,제주,노형로,0.3,0.3,0.3,0.3,0.4,0.5
