address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
강원도 화천군,32.0,34.0,35.0,36.0,24.0,29.0,15.0,16.0,14.0,25.0,24.0,33.0,26.0
강원도 횡성군,42.0,43.0,42.0,45.0,29.0,35.0,15.0,18.0,14.0,30.0,38.0,41.0,32.0
경기도 가평군,18.0,18.0,19.0,20.0,14.0,34.0,18.0,19.0,15.0,30.0,38.0,42.0,22.0
경기도 고양시,46.0,42.0,49.0,49.0,43.0,45.0,29.0,26.0,22.0,38.0,45.0,44.0,39.0
경기도 과천시,46.0,43.0,48.0,50.0,40.0,44.0,26.0,28.0,23.0,38.0,44.0,46.0,39.0
경기도 광명시,50.0,47.0,52.0,50.0,40.0,44.0,11.0,22.0,24.0,44.0,52.0,50.0,40.0
경기도 광주시,18.0,19.0,34.0,33.0,23.0,27.0,14.0,15.0,13.0,25.0,33.0,51.0,23.0
경기도 구리시,46.0,44.0,49.0,50.0,36.0,38.0,20.0,22.0,20.0,34.0,43.0,44.0,37.0
경기도 군포시,44.0,42.0,48.0,46.0,38.0,42.0,24.0,22.0,20.0,36.0,43.0,42.0,37.0
경기도 김포시,28.0,17.0,41.0,40.0,32.0,31.0,20.0,20.0,22.0,33.0,40.0,40.0,29.0
경기도 남양주시,40.0,42.0,46.0,48.0,37.0,40.0,20.0,23.0,19.0,33.0,41.0,43.0,35.0
경기도 동두천시,45.0,41.0,49.0,50.0,34.0,36.0,18.0,18.0,16.0,26.0,36.0,42.0,34.0
경기도 부천시,53.0,45.0,55.0,57.0,48.0,53.0,31.0,25.0,26.0,48.0,52.0,49.0,45.0
경기도 성남시,44.0,43.0,47.0,46.0,36.0,42.0,22.0,24.0,21.0,35.0,42.0,41.0,37.0
경기도 수원시,44.0,42.0,47.0,43.0,37.0,42.0,25.0,27.0,23.0,38.0,45.0,44.0,38.0
경기도 시흥시,32.0,28.0,41.0,38.0,33.0,42.0,26.0,25.0,25.0,41.0,50.0,36.0,35.0
경기도 안산시,47.0,44.0,46.0,43.0,30.0,31.0,19.0,18.0,15.0,32.0,37.0,38.0,33.0
경기도 안성시,16.0,15.0,35.0,32.0,24.0,37.0,20.0,22.0,23.0,45.0,50.0,51.0,29.0
경기도 안양시,49.0,46.0,52.0,54.0,42.0,46.0,26.0,24.0,23.0,38.0,44.0,45.0,40.0
경기도 양주시,41.0,37.0,44.0,46.0,34.0,36.0,19.0,17.0,19.0,36.0,47.0,46.0,34.0
경기도 양평군,20.0,20.0,22.0,22.0,17.0,20.0,20.0,22.0,20.0,36.0,46.0,50.0,24.0
경기도 여주시,16.0,15.0,32.0,31.0,25.0,28.0,13.0,14.0,15.0,26.0,31.0,53.0,22.0
경기도 연천군,36.0,30.0,40.0,43.0,29.0,31.0,17.0,20.0,17.0,27.0,35.0,36.0,30.0
경기도 오산시,43.0,40.0,45.0,41.0,33.0,38.0,19.0,21.0,21.0,37.0,41.0,39.0,34.0
경기도 용인시,48.0,47.0,52.0,48.0,35.0,38.0,20.0,22.0,20.0,38.0,46.0,49.0,38.0
경기도 의왕시,47.0,43.0,48.0,42.0,36.0,40.0,22.0,24.0,20.0,34.0,42.0,42.0,36.0
경기도 의정부시,31.0,28.0,29.0,30.0,23.0,25.0,15.0,16.0,15.0,24.0,41.0,41.0,25.0
경기도 이천시,29.0,29.0,49.0,46.0,37.0,42.0,21.0,23.0,23.0,39.0,46.0,48.0,35.0
경기도 파주시,34.0,30.0,51.0,49.0,37.0,37.0,23.0,23.0,22.0,40.0,47.0,48.0,36.0
경기도 평택시,39.0,36.0,53.0,48.0,43.0,43.0,27.0,27.0,28.0,45.0,48.0,45.0,40.0
경기도 포천시,56.0,51.0,50.0,48.0,35.0,38.0,21.0,24.0,20.0,37.0,48.0,56.0,39.0
경기도 하남시,23.0,22.0,22.0,20.0,15.0,16.0,8.0,10.0,8.0,34.0,38.0,46.0,20.0
경기도 화성시,30.0,29.0,25.0,28.0,25.0,31.0,25.0,25.0,25.0,40.0,45.0,44.0,30.0
경상남도 거제시,14.0,16.0,16.0,18.0,17.0,16.0,11.0,14.0,14.0,16.0,16.0,27.0,15.0
경상남도 거창군,33.0,32.0,33.0,34.0,33.0,32.0,16.0,21.0,21.0,32.0,39.0,33.0,30.0
경상남도 고성군,28.0,29.0,27.0,31.0,30.0,24.0,17.0,26.0,19.0,29.0,28.0,25.0,26.0
경상남도 김해시,33.0,36.0,33.0,34.0,30.0,28.0,20.0,30.0,24.0,22.0,31.0,35.0,29.0
경상남도 남해군,26.0,33.0,33.0,37.0,0.0,0.0,17.0,30.0,22.0,23.0,26.0,25.0,22.0
경상남도 밀양시,28.0,37.0,39.0,39.0,42.0,37.0,24.0,30.0,24.0,33.0,36.0,33.0,34.0
경상남도 사천시,16.0,18.0,16.0,16.0,14.0,14.0,8.0,14.0,11.0,14.0,15.0,30.0,14.0
경상남도 산청군,25.0,27.0,27.0,29.0,27.0,27.0,15.0,26.0,17.0,21.0,23.0,23.0,24.0
경상남도 양산시,9.0,11.0,25.0,24.0,25.0,22.0,16.0,23.0,17.0,23.0,24.0,32.0,20.0
경상남도 의령군,26.0,26.0,26.0,26.0,25.0,25.0,16.0,26.0,21.0,24.0,26.0,25.0,24.0
경상남도 진주시,21.0,24.0,24.0,25.0,26.0,24.0,16.0,24.0,22.0,16.0,22.0,32.0,22.0
경상남도 창녕군,31.0,33.0,30.0,32.0,31.0,30.0,19.0,28.0,23.0,30.0,32.0,31.0,29.0
경상남도 창원시,26.0,28.0,27.0,30.0,28.0,24.0,18.0,26.0,22.0,23.0,26.0,28.0,25.0
경상남도 통영시,28.0,31.0,28.0,34.0,31.0,26.0,18.0,28.0,22.0,28.0,28.0,27.0,27.0
경상남도 하동군,26.0,31.0,30.0,32.0,31.0,30.0,20.0,33.0,19.0,26.0,28.0,29.0,28.0
경상남도 함안군,30.0,33.0,32.0,32.0,31.0,27.0,18.0,25.0,24.0,28.0,32.0,34.0,28.0
경상남도 함양군,28.0,29.0,32.0,35.0,31.0,32.0,15.0,19.0,26.0,32.0,27.0,27.0,28.0
경상남도 합천군,25.0,26.0,27.0,29.0,29.0,29.0,17.0,27.0,20.0,22.0,25.0,24.0,25.0
경상북도 경산시,37.0,39.0,37.0,41.0,39.0,35.0,21.0,27.0,24.0,35.0,43.0,43.0,34.0
경상북도 경주시,30.0,31.0,32.0,33.0,32.0,29.0,17.0,23.0,20.0,30.0,32.0,32.0,28.0
경상북도 고령군,29.0,30.0,30.0,33.0,32.0,31.0,18.0,26.0,26.0,31.0,35.0,35.0,29.0
경상북도 구미시,44.0,43.0,41.0,44.0,37.0,32.0,18.0,22.0,25.0,34.0,33.0,34.0,34.0
경상북도 군위군,0.0,0.0,34.0,35.0,30.0,28.0,13.0,18.0,15.0,24.0,30.0,31.0,21.0
경상북도 김천시,18.0,18.0,29.0,30.0,27.0,26.0,14.0,17.0,16.0,24.0,40.0,38.0,24.0
경상북도 문경시,0.0,0.0,36.0,37.0,28.0,30.0,13.0,18.0,17.0,28.0,38.0,36.0,22.0
경상북도 봉화군,19.0,25.0,25.0,27.0,20.0,25.0,11.0,18.0,13.0,21.0,25.0,28.0,21.0
경상북도 상주시,37.0,37.0,41.0,42.0,34.0,35.0,17.0,22.0,21.0,33.0,42.0,43.0,33.0
경상북도 성주군,0.0,0.0,32.0,33.0,31.0,29.0,18.0,21.0,21.0,28.0,33.0,33.0,22.0
경상북도 안동시,36.0,35.0,35.0,38.0,33.0,34.0,15.0,22.0,18.0,28.0,37.0,38.0,30.0
경상북도 영덕군,0.0,0.0,14.0,14.0,12.0,12.0,6.0,12.0,8.0,10.0,12.0,24.0,9.0
경상북도 영양군,0.0,0.0,29.0,30.0,22.0,24.0,10.0,16.0,13.0,23.0,30.0,34.0,18.0
경상북도 영주시,0.0,0.0,37.0,46.0,35.0,36.0,16.0,21.0,23.0,36.0,46.0,50.0,27.0
경상북도 영천시,39.0,38.0,38.0,40.0,38.0,34.0,20.0,25.0,23.0,32.0,40.0,36.0,33.0
경상북도 예천군,0.0,0.0,35.0,39.0,32.0,32.0,15.0,21.0,19.0,30.0,35.0,34.0,23.0
경상북도 울릉군,21.0,24.0,31.0,34.0,30.0,24.0,18.0,25.0,23.0,26.0,26.0,23.0,26.0
경상북도 울진군,23.0,29.0,32.0,32.0,28.0,27.0,14.0,22.0,18.0,22.0,26.0,26.0,25.0
경상북도 의성군,0.0,0.0,31.0,32.0,28.0,27.0,11.0,18.0,15.0,24.0,32.0,35.0,20.0
경상북도 청도군,0.0,0.0,33.0,34.0,33.0,28.0,14.0,20.0,17.0,31.0,35.0,36.0,22.0
경상북도 청송군,0.0,0.0,32.0,32.0,27.0,30.0,15.0,20.0,16.0,23.0,29.0,33.0,20.0
경상북도 칠곡군,36.0,36.0,37.0,39.0,37.0,34.0,21.0,26.0,23.0,32.0,41.0,40.0,33.0
경상북도 포항시,37.0,38.0,41.0,42.0,38.0,35.0,23.0,28.0,30.0,36.0,34.0,34.0,35.0
광주광역시 광산구,18.0,16.0,27.0,29.0,24.0,26.0,12.0,18.0,18.0,26.0,36.0,27.0,23.0
광주광역시 남구,21.0,18.0,35.0,38.0,31.0,30.0,16.0,23.0,22.0,31.0,32.0,33.0,27.0
광주광역시 동구,34.0,30.0,33.0,36.0,29.0,28.0,13.0,20.0,19.0,26.0,28.0,29.0,27.0
광주광역시 북구,24.0,21.0,23.0,25.0,21.0,21.0,10.0,14.0,13.0,20.0,19.0,29.0,19.0
광주광역시 서구,18.0,16.0,17.0,18.0,14.0,14.0,8.0,10.0,9.0,14.0,16.0,36.0,14.0
대구광역시 남구,39.0,39.0,39.0,39.0,39.0,34.0,20.0,23.0,24.0,34.0,42.0,41.0,34.0
대구광역시 달서구,24.0,26.0,38.0,40.0,38.0,36.0,22.0,26.0,17.0,23.0,40.0,39.0,30.0
대구광역시 달성군,18.0,20.0,40.0,40.0,40.0,38.0,22.0,24.0,11.0,32.0,37.0,38.0,29.0
대구광역시 동구,38.0,37.0,37.0,37.0,33.0,36.0,24.0,26.0,14.0,17.0,40.0,42.0,31.0
대구광역시 북구,38.0,38.0,38.0,40.0,39.0,38.0,25.0,30.0,27.0,33.0,40.0,36.0,35.0
대구광역시 서구,39.0,42.0,45.0,42.0,41.0,34.0,23.0,27.0,27.0,36.0,42.0,36.0,36.0
대구광역시 수성구,37.0,37.0,36.0,37.0,35.0,31.0,20.0,23.0,22.0,32.0,39.0,37.0,32.0
대구광역시 중구,35.0,37.0,39.0,38.0,40.0,36.0,22.0,24.0,24.0,32.0,40.0,38.0,33.0
대전광역시 대덕구,44.0,40.0,44.0,44.0,34.0,39.0,19.0,24.0,25.0,38.0,43.0,46.0,36.0
대전광역시 동구,38.0,36.0,38.0,38.0,32.0,34.0,15.0,19.0,20.0,33.0,40.0,33.0,31.0
대전광역시 서구,38.0,37.0,37.0,38.0,31.0,34.0,16.0,20.0,20.0,29.0,33.0,33.0,30.0
대전광역시 유성구,32.0,30.0,31.0,32.0,24.0,25.0,10.0,12.0,14.0,25.0,28.0,39.0,24.0
대전광역시 중구,39.0,37.0,37.0,39.0,31.0,34.0,16.0,21.0,21.0,29.0,33.0,35.0,31.0
부산광역시 강서구,24.0,26.0,24.0,25.0,21.0,18.0,13.0,21.0,25.0,35.0,36.0,39.0,24.0
부산광역시 금정구,28.0,31.0,32.0,36.0,34.0,28.0,18.0,33.0,20.0,26.0,26.0,28.0,28.0
부산광역시 기장군,28.0,30.0,31.0,35.0,30.0,26.0,16.0,28.0,22.0,26.0,26.0,27.0,27.0
부산광역시 남구,30.0,31.0,32.0,38.0,31.0,26.0,21.0,35.0,26.0,31.0,33.0,33.0,30.0
부산광역시 동구,26.0,29.0,34.0,39.0,36.0,33.0,24.0,39.0,27.0,31.0,31.0,33.0,32.0
부산광역시 동래구,32.0,36.0,36.0,40.0,36.0,29.0,19.0,30.0,24.0,30.0,32.0,34.0,31.0
부산광역시 부산진구,36.0,38.0,34.0,37.0,32.0,26.0,18.0,30.0,22.0,32.0,34.0,38.0,31.0
부산광역시 북구,18.0,19.0,32.0,36.0,32.0,27.0,18.0,28.0,22.0,29.0,31.0,34.0,27.0
부산광역시 사상구,40.0,40.0,38.0,40.0,35.0,30.0,20.0,32.0,26.0,35.0,38.0,43.0,34.0
부산광역시 사하구,34.0,35.0,32.0,36.0,31.0,28.0,18.0,30.0,24.0,31.0,34.0,38.0,30.0
부산광역시 서구,36.0,37.0,35.0,40.0,37.0,30.0,22.0,31.0,27.0,32.0,33.0,35.0,33.0
부산광역시 수영구,28.0,31.0,33.0,36.0,34.0,28.0,20.0,35.0,24.0,30.0,32.0,33.0,30.0
부산광역시 연제구,32.0,37.0,37.0,38.0,33.0,27.0,19.0,31.0,23.0,30.0,32.0,33.0,31.0
부산광역시 영도구,13.0,14.0,26.0,32.0,26.0,22.0,14.0,26.0,20.0,26.0,26.0,26.0,22.0
부산광역시 중구,29.0,31.0,30.0,35.0,30.0,23.0,16.0,39.0,28.0,35.0,34.0,34.0,30.0
부산광역시 해운대구,13.0,14.0,30.0,34.0,30.0,24.0,16.0,28.0,22.0,27.0,27.0,26.0,24.0
서울특별시 강남구,39.0,38.0,41.0,38.0,31.0,34.0,20.0,23.0,18.0,29.0,36.0,37.0,32.0
서울특별시 강동구,47.0,46.0,45.0,44.0,33.0,36.0,20.0,24.0,20.0,36.0,45.0,47.0,36.0
서울특별시 강북구,44.0,46.0,46.0,48.0,36.0,39.0,24.0,28.0,22.0,35.0,45.0,46.0,38.0
서울특별시 강서구,53.0,46.0,49.0,45.0,36.0,36.0,21.0,23.0,19.0,36.0,47.0,45.0,37.0
서울특별시 관악구,43.0,41.0,45.0,43.0,35.0,37.0,23.0,24.0,21.0,33.0,38.0,36.0,35.0
서울특별시 광진구,40.0,41.0,46.0,45.0,36.0,35.0,19.0,23.0,18.0,30.0,38.0,38.0,34.0
서울특별시 구로구,41.0,40.0,53.0,51.0,43.0,35.0,17.0,18.0,19.0,36.0,45.0,44.0,36.0
서울특별시 금천구,42.0,41.0,43.0,39.0,31.0,33.0,22.0,25.0,21.0,34.0,43.0,44.0,34.0
서울특별시 노원구,38.0,36.0,43.0,46.0,33.0,35.0,20.0,21.0,19.0,33.0,41.0,45.0,33.0
서울특별시 도봉구,38.0,38.0,41.0,42.0,34.0,37.0,23.0,19.0,13.0,27.0,36.0,38.0,32.0
서울특별시 동대문구,39.0,39.0,40.0,39.0,31.0,34.0,20.0,23.0,19.0,30.0,38.0,38.0,32.0
서울특별시 동작구,50.0,48.0,51.0,49.0,39.0,39.0,25.0,27.0,24.0,38.0,44.0,44.0,39.0
서울특별시 마포구,41.0,37.0,42.0,41.0,32.0,34.0,20.0,22.0,19.0,31.0,38.0,36.0,32.0
서울특별시 서대문구,41.0,40.0,50.0,50.0,40.0,34.0,15.0,14.0,14.0,30.0,37.0,35.0,33.0
서울특별시 서초구,47.0,48.0,51.0,48.0,42.0,42.0,22.0,21.0,20.0,36.0,45.0,43.0,38.0
서울특별시 성동구,40.0,40.0,42.0,40.0,33.0,36.0,20.0,23.0,19.0,31.0,38.0,38.0,33.0
서울특별시 성북구,41.0,40.0,45.0,46.0,36.0,38.0,22.0,22.0,19.0,36.0,45.0,44.0,35.0
서울특별시 송파구,41.0,40.0,43.0,43.0,33.0,38.0,21.0,24.0,20.0,33.0,39.0,38.0,34.0
서울특별시 양천구,50.0,46.0,49.0,45.0,36.0,38.0,22.0,25.0,22.0,35.0,48.0,47.0,38.0
서울특별시 영등포구,41.0,39.0,42.0,40.0,32.0,36.0,22.0,24.0,20.0,33.0,41.0,39.0,34.0
서울특별시 용산구,42.0,39.0,46.0,45.0,35.0,37.0,21.0,24.0,20.0,34.0,45.0,48.0,35.0
서울특별시 은평구,39.0,38.0,46.0,47.0,37.0,37.0,19.0,21.0,18.0,32.0,38.0,39.0,34.0
서울특별시 종로구,43.0,42.0,43.0,42.0,34.0,36.0,22.0,23.0,21.0,36.0,44.0,44.0,35.0
서울특별시 중구,41.0,40.0,41.0,39.0,32.0,33.0,20.0,23.0,21.0,40.0,50.0,49.0,35.0
서울특별시 중랑구,42.0,41.0,45.0,43.0,34.0,38.0,22.0,25.0,19.0,32.0,40.0,42.0,35.0
세종특별자치시 세종특별자치시,47.0,44.0,48.0,44.0,34.0,36.0,17.0,21.0,20.0,35.0,40.0,44.0,35.0
울산광역시 남구,28.0,32.0,34.0,37.0,36.0,33.0,21.0,28.0,26.0,31.0,33.0,30.0,31.0
울산광역시 동구,26.0,28.0,31.0,34.0,18.0,27.0,16.0,26.0,24.0,28.0,28.0,28.0,26.0
울산광역시 북구,35.0,36.0,37.0,38.0,34.0,32.0,18.0,27.0,24.0,30.0,34.0,34.0,31.0
울산광역시 울주군,21.0,21.0,29.0,30.0,30.0,27.0,18.0,24.0,25.0,29.0,30.0,30.0,26.0
울산광역시 중구,28.0,30.0,34.0,36.0,35.0,32.0,20.0,27.0,24.0,30.0,32.0,30.0,30.0
인천광역시 강화군,44.0,37.0,42.0,37.0,28.0,29.0,10.0,11.0,9.0,35.0,37.0,38.0,29.0
인천광역시 계양구,39.0,36.0,42.0,45.0,36.0,33.0,18.0,18.0,18.0,31.0,40.0,39.0,32.0
인천광역시 남동구,32.0,28.0,32.0,29.0,25.0,26.0,18.0,12.0,14.0,38.0,39.0,39.0,27.0
인천광역시 동구,50.0,43.0,46.0,42.0,34.0,35.0,26.0,29.0,22.0,36.0,43.0,46.0,37.0
인천광역시 미추홀구,24.0,20.0,22.0,20.0,16.0,16.0,10.0,12.0,11.0,18.0,22.0,40.0,17.0
인천광역시 부평구,22.0,18.0,38.0,36.0,30.0,32.0,22.0,24.0,12.0,38.0,38.0,38.0,28.0
인천광역시 서구,44.0,38.0,42.0,40.0,31.0,34.0,23.0,26.0,20.0,32.0,40.0,40.0,34.0
인천광역시 연수구,41.0,36.0,40.0,35.0,30.0,31.0,21.0,24.0,20.0,32.0,36.0,38.0,31.0
인천광역시 옹진군,0.0,0.0,40.0,41.0,31.0,30.0,19.0,21.0,21.0,31.0,38.0,34.0,25.0
인천광역시 중구,28.0,25.0,20.0,18.0,15.0,14.0,9.0,10.0,10.0,23.0,28.0,29.0,18.0
전라남도 강진군,31.0,29.0,27.0,29.0,24.0,24.0,15.0,32.0,22.0,25.0,24.0,28.0,26.0
전라남도 고흥군,29.0,33.0,28.0,31.0,25.0,20.0,13.0,25.0,20.0,24.0,25.0,26.0,25.0
전라남도 곡성군,39.0,34.0,33.0,38.0,30.0,29.0,15.0,23.0,20.0,30.0,33.0,35.0,29.0
전라남도 광양시,25.0,28.0,29.0,32.0,28.0,26.0,17.0,29.0,20.0,25.0,28.0,30.0,26.0
전라남도 구례군,34.0,31.0,33.0,36.0,34.0,31.0,20.0,27.0,24.0,28.0,33.0,31.0,30.0
전라남도 나주시,30.0,25.0,28.0,30.0,25.0,24.0,13.0,19.0,20.0,32.0,30.0,28.0,25.0
전라남도 담양군,29.0,36.0,42.0,46.0,43.0,42.0,26.0,32.0,26.0,39.0,39.0,36.0,36.0
전라남도 목포시,38.0,36.0,36.0,38.0,28.0,26.0,18.0,32.0,28.0,32.0,32.0,32.0,31.0
전라남도 무안군,43.0,39.0,42.0,43.0,38.0,36.0,21.0,30.0,29.0,41.0,38.0,33.0,36.0
전라남도 보성군,37.0,38.0,35.0,36.0,28.0,26.0,16.0,26.0,21.0,29.0,29.0,34.0,29.0
전라남도 순천시,27.0,28.0,28.0,31.0,28.0,25.0,17.0,26.0,22.0,19.0,16.0,26.0,24.0
전라남도 신안군,30.0,25.0,27.0,30.0,23.0,20.0,12.0,21.0,18.0,24.0,23.0,24.0,23.0
전라남도 여수시,26.0,28.0,28.0,32.0,27.0,24.0,17.0,30.0,22.0,26.0,26.0,24.0,26.0
전라남도 영광군,43.0,34.0,38.0,38.0,32.0,32.0,18.0,23.0,23.0,36.0,35.0,31.0,32.0
전라남도 영암군,21.0,20.0,20.0,20.0,16.0,16.0,20.0,36.0,26.0,30.0,30.0,32.0,23.0
전라남도 완도군,27.0,28.0,28.0,32.0,24.0,19.0,13.0,26.0,20.0,25.0,24.0,21.0,24.0
전라남도 장성군,37.0,31.0,35.0,36.0,32.0,32.0,18.0,23.0,23.0,34.0,33.0,32.0,30.0
전라남도 장흥군,30.0,29.0,30.0,35.0,30.0,28.0,17.0,25.0,24.0,28.0,26.0,29.0,27.0
전라남도 진도군,37.0,35.0,34.0,34.0,24.0,21.0,15.0,26.0,23.0,27.0,26.0,25.0,27.0
전라남도 함평군,43.0,39.0,38.0,38.0,27.0,24.0,13.0,22.0,22.0,33.0,33.0,35.0,30.0
전라남도 해남군,33.0,33.0,33.0,36.0,32.0,27.0,15.0,26.0,19.0,34.0,28.0,28.0,29.0
전라남도 화순군,34.0,37.0,35.0,38.0,27.0,25.0,15.0,22.0,20.0,26.0,26.0,26.0,28.0
전라북도 고창군,36.0,32.0,34.0,33.0,28.0,26.0,18.0,24.0,24.0,13.0,14.0,24.0,26.0
전라북도 군산시,28.0,17.0,35.0,43.0,34.0,31.0,19.0,22.0,26.0,40.0,40.0,37.0,30.0
전라북도 김제시,44.0,38.0,42.0,40.0,33.0,41.0,22.0,26.0,28.0,41.0,41.0,38.0,36.0
전라북도 남원시,30.0,28.0,31.0,32.0,31.0,30.0,17.0,22.0,20.0,27.0,28.0,30.0,27.0
전라북도 무주군,27.0,26.0,33.0,35.0,30.0,33.0,16.0,18.0,15.0,22.0,25.0,31.0,25.0
전라북도 부안군,36.0,33.0,39.0,40.0,33.0,34.0,19.0,23.0,27.0,42.0,41.0,35.0,33.0
전라북도 순창군,36.0,34.0,37.0,40.0,34.0,33.0,14.0,17.0,20.0,31.0,35.0,37.0,30.0
전라북도 완주군,20.0,20.0,46.0,45.0,38.0,44.0,18.0,22.0,23.0,34.0,34.0,38.0,31.0
전라북도 익산시,18.0,17.0,46.0,44.0,36.0,36.0,18.0,20.0,23.0,34.0,33.0,33.0,30.0
전라북도 임실군,34.0,32.0,36.0,41.0,35.0,37.0,17.0,22.0,20.0,0.0,0.0,34.0,25.0
전라북도 장수군,53.0,0.0,39.0,39.0,31.0,34.0,14.0,19.0,19.0,24.0,30.0,29.0,27.0
전라북도 전주시,26.0,21.0,35.0,43.0,36.0,40.0,18.0,20.0,20.0,31.0,35.0,38.0,30.0
전라북도 정읍시,36.0,30.0,36.0,34.0,32.0,38.0,20.0,28.0,26.0,36.0,36.0,32.0,32.0
전라북도 진안군,34.0,34.0,39.0,42.0,38.0,43.0,19.0,22.0,21.0,28.0,30.0,31.0,32.0
제주특별자치도 서귀포시,28.0,32.0,33.0,40.0,35.0,27.0,19.0,32.0,25.0,29.0,27.0,22.0,30.0
제주특별자치도 제주시,35.0,38.0,39.0,44.0,38.0,28.0,20.0,24.0,28.0,34.0,32.0,28.0,33.0
충청남도 계룡시,42.0,41.0,44.0,41.0,30.0,33.0,18.0,22.0,21.0,29.0,31.0,33.0,32.0
충청남도 공주시,20.0,18.0,20.0,20.0,16.0,34.0,18.0,21.0,21.0,35.0,36.0,40.0,24.0
충청남도 금산군,50.0,47.0,48.0,48.0,39.0,43.0,23.0,21.0,19.0,31.0,38.0,44.0,37.0
충청남도 논산시,22.0,24.0,27.0,24.0,19.0,22.0,12.0,23.0,22.0,37.0,39.0,44.0,25.0
충청남도 당진시,54.0,52.0,59.0,54.0,44.0,42.0,28.0,26.0,29.0,47.0,50.0,50.0,44.0
충청남도 보령시,44.0,44.0,46.0,40.0,32.0,32.0,20.0,24.0,24.0,40.0,42.0,42.0,35.0
충청남도 부여군,43.0,45.0,47.0,43.0,35.0,37.0,22.0,28.0,25.0,37.0,39.0,41.0,36.0
충청남도 서산시,32.0,30.0,45.0,44.0,31.0,30.0,22.0,25.0,24.0,26.0,37.0,37.0,31.0
충청남도 서천시,41.0,46.0,48.0,46.0,32.0,32.0,19.0,25.0,24.0,38.0,40.0,40.0,36.0
충청남도 아산시,52.0,49.0,54.0,48.0,42.0,39.0,24.0,25.0,27.0,47.0,50.0,48.0,42.0
충청남도 예산군,46.0,43.0,43.0,42.0,35.0,34.0,22.0,24.0,23.0,37.0,42.0,42.0,36.0
충청남도 천안시,38.0,35.0,36.0,33.0,26.0,36.0,22.0,24.0,25.0,42.0,48.0,48.0,33.0
충청남도 청양군,20.0,20.0,23.0,21.0,17.0,17.0,10.0,11.0,19.0,34.0,36.0,38.0,21.0
충청남도 태안군,42.0,39.0,44.0,42.0,32.0,30.0,22.0,26.0,24.0,33.0,37.0,37.0,34.0
충청남도 홍성군,42.0,38.0,43.0,40.0,34.0,32.0,22.0,23.0,23.0,40.0,44.0,40.0,35.0
충청북도 괴산군,19.0,18.0,20.0,21.0,14.0,32.0,17.0,19.0,20.0,32.0,39.0,43.0,23.0
충청북도 단양군,15.0,14.0,39.0,33.0,24.0,30.0,14.0,20.0,18.0,28.0,32.0,38.0,24.0
충청북도 보은시,42.0,41.0,45.0,44.0,29.0,31.0,13.0,17.0,18.0,32.0,38.0,41.0,32.0
충청북도 영동군,41.0,40.0,42.0,43.0,33.0,36.0,16.0,20.0,20.0,31.0,33.0,39.0,32.0
충청북도 옥천군,44.0,40.0,41.0,42.0,31.0,36.0,15.0,17.0,24.0,34.0,39.0,40.0,33.0
충청북도 음성군,22.0,20.0,22.0,22.0,15.0,34.0,19.0,22.0,22.0,37.0,44.0,46.0,25.0
충청북도 제천시,14.0,13.0,13.0,11.0,9.0,0.0,17.0,19.0,20.0,37.0,39.0,43.0,17.0
충청북도 증평군,50.0,42.0,38.0,40.0,42.0,45.0,22.0,30.0,32.0,43.0,46.0,48.0,39.0
