일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-09 00:00:00,15,23,20,19,20,10,15,16,11,12,19,15,17,11,24,26,16,18,20,14,21,18,17,15,13,18,17,17,27,13,18,19,19,31
2022-06-09 01:00:00,17,22,24,24,20,15,17,24,23,11,16,18,26,7,40,24,21,27,23,17,18,21,21,15,10,15,17,19,24,26,21,27,20,42
2022-06-09 02:00:00,23,23,21,21,18,16,13,22,24,16,25,20,21,22,25,23,25,28,27,20,24,24,22,19,10,22,19,19,27,24,38,20,22,38
2022-06-09 03:00:00,30,16,27,20,15,18,14,16,22,24,29,19,21,7,24,15,22,24,25,21,22,20,23,23,18,23,16,20,32,22,19,15,20,42
2022-06-09 04:00:00,25,19,20,15,11,11,20,18,18,19,25,17,25,12,21,20,20,27,23,27,27,21,21,21,12,19,17,17,33,20,23,17,18,40
2022-06-09 05:00:00,20,18,24,16,14,10,23,18,21,15,24,16,19,6,26,12,20,32,23,26,21,20,18,19,18,15,20,19,29,19,19,19,18,45
2022-06-09 06:00:00,18,22,26,21,18,13,17,20,23,19,18,15,26,12,24,13,22,20,23,27,22,14,15,19,17,22,15,19,34,20,25,21,22,44
2022-06-09 07:00:00,35,19,26,20,18,14,28,16,21,21,22,18,21,21,28,17,23,25,27,27,27,19,22,21,13,21,19,20,28,25,23,26,24,45
2022-06-09 08:00:00,19,23,25,19,19,18,22,16,19,13,28,21,26,20,24,21,22,29,33,32,22,22,22,18,15,20,22,18,21,25,24,25,24,41
2022-06-09 09:00:00,25,23,28,20,10,17,14,19,10,10,22,21,22,20,26,21,27,30,33,26,27,18,22,14,4,18,22,19,25,23,17,30,20,51
2022-06-09 10:00:00,22,22,30,28,16,23,11,25,13,8,27,22,25,29,27,21,27,28,23,33,24,21,28,17,13,18,22,17,26,25,25,-,23,-
2022-06-09 11:00:00,20,16,28,15,13,16,18,22,17,13,28,18,24,14,25,19,32,26,18,35,20,28,20,17,17,17,17,26,22,18,30,-,27,-
2022-06-09 12:00:00,25,24,28,25,17,16,17,13,16,15,29,21,21,18,27,19,26,22,22,31,23,25,16,14,15,13,20,22,17,20,23,22,29,42
2022-06-09 13:00:00,17,22,25,21,13,15,11,19,10,10,17,21,12,9,21,12,27,20,18,22,20,24,24,11,10,11,15,12,19,15,18,22,25,35
2022-06-09 14:00:00,16,17,18,13,12,11,16,20,9,6,20,20,15,14,20,13,20,22,16,33,19,18,16,11,10,10,13,14,14,16,16,17,21,30
2022-06-09 15:00:00,12,13,20,20,10,18,21,14,14,8,26,11,10,10,18,12,20,24,19,30,13,13,15,8,8,14,15,19,12,19,22,24,17,23
2022-06-09 16:00:00,12,20,16,11,6,12,15,18,10,9,25,17,11,12,19,11,21,16,15,24,15,22,18,11,8,14,14,19,10,10,16,18,23,26
2022-06-09 17:00:00,12,14,16,12,6,23,12,15,12,9,24,15,15,2,17,15,18,22,16,25,15,13,13,9,8,10,12,17,9,22,24,19,17,19
2022-06-09 18:00:00,11,14,15,14,10,19,7,14,10,8,13,13,17,12,25,10,13,19,18,15,13,12,15,7,12,6,11,17,7,15,17,20,16,21
2022-06-09 19:00:00,10,19,15,13,8,17,6,12,13,7,12,15,18,9,23,16,12,15,13,11,22,14,15,9,5,17,11,10,9,10,19,13,16,21
2022-06-09 20:00:00,9,14,16,20,12,12,6,10,10,6,19,10,12,9,14,15,16,15,14,26,10,12,12,11,7,11,11,14,12,12,14,16,17,23
2022-06-09 21:00:00,11,14,14,14,10,10,9,13,9,6,11,9,11,7,22,16,17,15,12,12,14,13,13,11,5,12,13,16,10,16,19,13,17,23
2022-06-09 22:00:00,14,14,14,11,10,12,9,13,13,8,11,10,13,4,18,11,13,11,11,11,14,9,11,7,2,11,12,17,11,13,10,12,23,26
2022-06-09 23:00:00,14,12,13,7,12,8,8,17,8,11,10,10,12,7,17,9,18,11,11,8,13,10,14,12,2,8,9,16,13,9,12,13,14,31
