address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경기도 성남시,56.0,86.0,76.0,50.0,50.0,41.0,38.0,40.0,27.0,46.0,38.0,51.0,50.0
경기도 수원시,45.0,67.0,60.0,39.0,40.0,32.0,28.0,32.0,18.0,46.0,35.0,46.0,40.0
경기도 시흥시,65.0,93.0,80.0,55.0,52.0,42.0,22.0,26.0,37.0,56.0,42.0,59.0,52.0
경기도 안산시,60.0,87.0,76.0,51.0,49.0,40.0,35.0,40.0,25.0,54.0,43.0,61.0,51.0
경기도 안성시,56.0,79.0,84.0,49.0,59.0,41.0,32.0,39.0,30.0,0.0,31.0,51.0,45.0
경기도 안양시,51.0,78.0,67.0,48.0,47.0,40.0,14.0,27.0,22.0,39.0,40.0,60.0,43.0
경기도 양주시,32.0,44.0,41.0,25.0,23.0,19.0,16.0,18.0,16.0,0.0,20.0,44.0,23.0
경기도 양평군,27.0,44.0,36.0,22.0,24.0,16.0,12.0,0.0,13.0,22.0,17.0,25.0,21.0
경기도 여주시,70.0,89.0,78.0,46.0,64.0,45.0,32.0,33.0,0.0,72.0,42.0,60.0,52.0
경기도 연천군,51.0,87.0,91.0,58.0,52.0,33.0,25.0,31.0,20.0,0.0,33.0,56.0,44.0
경기도 오산시,57.0,81.0,77.0,49.0,52.0,41.0,33.0,46.0,38.0,61.0,44.0,57.0,53.0
경기도 용인시,62.0,94.0,83.0,51.0,54.0,44.0,34.0,46.0,25.0,45.0,37.0,55.0,52.0
경기도 의왕시,61.0,88.0,76.0,48.0,49.0,40.0,32.0,38.0,34.0,53.0,18.0,57.0,49.0
경기도 의정부시,65.0,100.0,85.0,56.0,55.0,40.0,34.0,22.0,38.0,40.0,40.0,60.0,52.0
경기도 이천시,49.0,97.0,89.0,57.0,69.0,53.0,47.0,52.0,41.0,0.0,28.0,54.0,53.0
경기도 파주시,30.0,54.0,46.0,54.0,52.0,42.0,50.0,38.0,40.0,60.0,44.0,67.0,46.0
경기도 평택시,67.0,82.0,94.0,60.0,67.0,53.0,41.0,45.0,26.0,53.0,50.0,67.0,58.0
경기도 포천시,76.0,97.0,89.0,58.0,57.0,44.0,43.0,47.0,39.0,0.0,47.0,95.0,54.0
경기도 하남시,53.0,78.0,64.0,39.0,40.0,31.0,61.0,39.0,28.0,49.0,38.0,65.0,47.0
경기도 화성시,60.0,82.0,75.0,51.0,55.0,45.0,41.0,41.0,27.0,22.0,28.0,43.0,48.0
경상남도 거제시,39.0,56.0,53.0,44.0,46.0,48.0,35.0,44.0,35.0,43.0,35.0,40.0,43.0
경상남도 김해시,44.0,58.0,52.0,40.0,47.0,44.0,41.0,36.0,30.0,39.0,34.0,42.0,42.0
경상남도 사천시,43.0,60.0,50.0,33.0,40.0,39.0,32.0,32.0,24.0,32.0,30.0,43.0,38.0
경상남도 양산시,52.0,70.0,62.0,56.0,61.0,54.0,46.0,38.0,15.0,40.0,28.0,44.0,47.0
경상남도 진주시,54.0,70.0,64.0,52.0,56.0,53.0,42.0,39.0,36.0,58.0,38.0,43.0,51.0
경상남도 창원시,42.0,63.0,56.0,47.0,51.0,50.0,41.0,42.0,26.0,47.0,36.0,44.0,46.0
경상남도 하동군,50.0,69.0,67.0,49.0,55.0,55.0,46.0,45.0,25.0,48.0,29.0,39.0,49.0
경상북도 경산시,53.0,71.0,68.0,46.0,47.0,44.0,35.0,31.0,0.0,55.0,37.0,56.0,44.0
경상북도 경주시,54.0,61.0,54.0,48.0,51.0,54.0,43.0,0.0,17.0,24.0,18.0,25.0,39.0
경상북도 구미시,55.0,70.0,65.0,42.0,52.0,47.0,33.0,28.0,32.0,43.0,34.0,49.0,46.0
경상북도 김천시,50.0,76.0,77.0,47.0,50.0,46.0,31.0,0.0,26.0,48.0,39.0,51.0,45.0
경상북도 안동시,48.0,74.0,59.0,38.0,46.0,33.0,23.0,30.0,23.0,35.0,30.0,47.0,40.0
경상북도 영주시,59.0,82.0,79.0,42.0,44.0,32.0,24.0,26.0,0.0,49.0,39.0,61.0,43.0
경상북도 포항시,42.0,62.0,59.0,46.0,49.0,44.0,34.0,29.0,21.0,39.0,31.0,20.0,41.0
광주광역시 광산구,32.0,43.0,47.0,29.0,28.0,27.0,21.0,23.0,19.0,35.0,28.0,32.0,30.0
광주광역시 남구,41.0,57.0,61.0,39.0,40.0,38.0,30.0,28.0,24.0,63.0,33.0,44.0,41.0
광주광역시 동구,38.0,56.0,56.0,37.0,38.0,38.0,27.0,18.0,19.0,42.0,28.0,35.0,36.0
광주광역시 북구,42.0,58.0,64.0,39.0,40.0,46.0,39.0,28.0,25.0,48.0,32.0,37.0,42.0
광주광역시 서구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
대구광역시 남구,49.0,59.0,53.0,39.0,45.0,41.0,32.0,31.0,23.0,35.0,29.0,41.0,40.0
대구광역시 달서구,24.0,31.0,27.0,20.0,22.0,22.0,15.0,17.0,14.0,22.0,15.0,22.0,21.0
대구광역시 달성군,45.0,61.0,54.0,38.0,44.0,45.0,31.0,31.0,25.0,41.0,27.0,39.0,40.0
대구광역시 동구,54.0,67.0,64.0,42.0,47.0,53.0,50.0,34.0,29.0,46.0,45.0,56.0,48.0
대구광역시 북구,58.0,72.0,70.0,48.0,56.0,52.0,42.0,40.0,36.0,50.0,40.0,60.0,51.0
대구광역시 서구,60.0,66.0,56.0,43.0,53.0,52.0,40.0,43.0,33.0,48.0,39.0,54.0,48.0
대구광역시 수성구,51.0,62.0,56.0,40.0,43.0,40.0,30.0,36.0,32.0,37.0,34.0,49.0,42.0
대구광역시 중구,65.0,78.0,71.0,46.0,50.0,44.0,31.0,33.0,28.0,45.0,34.0,52.0,48.0
대전광역시 대덕구,59.0,73.0,75.0,46.0,56.0,46.0,34.0,34.0,31.0,56.0,44.0,58.0,50.0
대전광역시 동구,53.0,69.0,70.0,39.0,52.0,46.0,36.0,37.0,21.0,40.0,31.0,42.0,45.0
대전광역시 서구,44.0,60.0,60.0,37.0,44.0,36.0,22.0,35.0,27.0,47.0,30.0,44.0,40.0
대전광역시 유성구,51.0,66.0,68.0,40.0,46.0,38.0,26.0,28.0,26.0,50.0,40.0,50.0,44.0
대전광역시 중구,54.0,72.0,70.0,38.0,45.0,37.0,22.0,32.0,26.0,53.0,36.0,50.0,44.0
부산광역시 강서구,56.0,72.0,66.0,59.0,66.0,66.0,24.0,40.0,36.0,50.0,38.0,46.0,52.0
부산광역시 금정구,46.0,60.0,56.0,46.0,58.0,48.0,36.0,40.0,13.0,32.0,30.0,42.0,42.0
부산광역시 기장군,34.0,53.0,48.0,39.0,44.0,40.0,30.0,42.0,33.0,36.0,24.0,32.0,38.0
부산광역시 남구,40.0,58.0,48.0,40.0,50.0,46.0,33.0,38.0,24.0,42.0,35.0,36.0,41.0
부산광역시 동구,38.0,57.0,53.0,47.0,58.0,53.0,0.0,44.0,29.0,40.0,27.0,33.0,41.0
부산광역시 동래구,48.0,66.0,59.0,49.0,57.0,46.0,34.0,30.0,29.0,44.0,36.0,46.0,45.0
부산광역시 부산진구,71.0,58.0,53.0,46.0,59.0,51.0,41.0,44.0,30.0,45.0,40.0,46.0,49.0
부산광역시 북구,51.0,69.0,59.0,53.0,59.0,46.0,42.0,38.0,25.0,30.0,21.0,36.0,45.0
부산광역시 사상구,55.0,67.0,60.0,59.0,65.0,54.0,40.0,61.0,32.0,51.0,42.0,55.0,53.0
부산광역시 사하구,63.0,73.0,62.0,47.0,63.0,63.0,39.0,43.0,30.0,53.0,40.0,60.0,52.0
부산광역시 서구,36.0,55.0,47.0,41.0,46.0,41.0,29.0,30.0,22.0,35.0,27.0,35.0,37.0
부산광역시 수영구,31.0,48.0,44.0,38.0,42.0,35.0,26.0,37.0,23.0,41.0,31.0,45.0,36.0
부산광역시 연제구,49.0,71.0,64.0,51.0,56.0,48.0,38.0,41.0,34.0,44.0,35.0,44.0,48.0
부산광역시 영도구,46.0,69.0,59.0,58.0,60.0,49.0,43.0,49.0,34.0,40.0,26.0,36.0,48.0
부산광역시 중구,52.0,74.0,63.0,50.0,55.0,47.0,39.0,43.0,26.0,46.0,34.0,42.0,48.0
부산광역시 해운대구,36.0,51.0,54.0,44.0,51.0,52.0,0.0,40.0,25.0,39.0,30.0,31.0,38.0
서울특별시 강남구,49.0,85.0,77.0,47.0,46.0,35.0,30.0,32.0,28.0,44.0,33.0,46.0,46.0
서울특별시 강동구,47.0,81.0,68.0,42.0,42.0,32.0,26.0,31.0,29.0,47.0,35.0,50.0,44.0
서울특별시 강북구,48.0,82.0,67.0,45.0,40.0,29.0,27.0,34.0,37.0,43.0,31.0,48.0,44.0
서울특별시 강서구,50.0,81.0,66.0,45.0,46.0,40.0,32.0,37.0,32.0,52.0,41.0,52.0,47.0
서울특별시 관악구,53.0,86.0,78.0,49.0,50.0,41.0,38.0,41.0,34.0,50.0,40.0,52.0,51.0
서울특별시 광진구,50.0,88.0,72.0,45.0,46.0,34.0,29.0,32.0,25.0,43.0,29.0,50.0,45.0
서울특별시 구로구,50.0,81.0,72.0,48.0,47.0,36.0,30.0,35.0,29.0,48.0,35.0,46.0,46.0
서울특별시 금천구,47.0,78.0,64.0,41.0,45.0,39.0,33.0,39.0,35.0,43.0,32.0,53.0,45.0
서울특별시 노원구,52.0,87.0,70.0,43.0,48.0,36.0,33.0,37.0,27.0,41.0,31.0,46.0,46.0
서울특별시 도봉구,48.0,85.0,70.0,42.0,41.0,30.0,26.0,32.0,25.0,40.0,30.0,45.0,43.0
서울특별시 동대문구,48.0,82.0,70.0,44.0,44.0,32.0,27.0,31.0,27.0,46.0,34.0,49.0,44.0
서울특별시 동작구,48.0,80.0,67.0,37.0,41.0,33.0,26.0,37.0,28.0,46.0,36.0,43.0,44.0
서울특별시 마포구,52.0,88.0,75.0,48.0,45.0,34.0,31.0,35.0,26.0,42.0,33.0,46.0,46.0
서울특별시 서대문구,47.0,86.0,69.0,42.0,42.0,30.0,26.0,30.0,25.0,40.0,29.0,44.0,42.0
서울특별시 서초구,55.0,92.0,77.0,48.0,46.0,35.0,28.0,33.0,29.0,41.0,36.0,50.0,47.0
서울특별시 성동구,48.0,81.0,72.0,45.0,50.0,36.0,27.0,30.0,30.0,47.0,33.0,51.0,45.0
서울특별시 성북구,41.0,71.0,64.0,47.0,45.0,38.0,33.0,31.0,25.0,41.0,30.0,45.0,42.0
서울특별시 송파구,47.0,81.0,71.0,44.0,45.0,34.0,28.0,30.0,27.0,44.0,32.0,45.0,44.0
서울특별시 양천구,50.0,80.0,66.0,43.0,40.0,33.0,29.0,37.0,41.0,48.0,35.0,56.0,46.0
서울특별시 영등포구,49.0,85.0,79.0,51.0,50.0,38.0,31.0,35.0,30.0,35.0,38.0,55.0,47.0
서울특별시 용산구,45.0,79.0,63.0,40.0,42.0,34.0,32.0,36.0,25.0,41.0,30.0,42.0,42.0
서울특별시 은평구,51.0,88.0,70.0,43.0,43.0,32.0,29.0,33.0,28.0,45.0,33.0,46.0,45.0
서울특별시 종로구,54.0,98.0,79.0,49.0,52.0,42.0,35.0,36.0,28.0,44.0,33.0,49.0,50.0
서울특별시 중구,47.0,85.0,72.0,46.0,45.0,34.0,30.0,34.0,26.0,43.0,31.0,45.0,45.0
서울특별시 중랑구,49.0,88.0,73.0,47.0,46.0,33.0,29.0,32.0,26.0,43.0,32.0,47.0,45.0
울산광역시 남구,46.0,65.0,60.0,50.0,58.0,49.0,37.0,33.0,13.0,22.0,24.0,36.0,42.0
울산광역시 동구,42.0,61.0,56.0,47.0,55.0,46.0,64.0,34.0,25.0,38.0,28.0,34.0,45.0
울산광역시 북구,54.0,69.0,62.0,50.0,58.0,50.0,40.0,18.0,18.0,26.0,32.0,44.0,43.0
울산광역시 울주군,42.0,62.0,56.0,48.0,56.0,51.0,38.0,20.0,30.0,34.0,26.0,42.0,42.0
울산광역시 중구,45.0,63.0,59.0,52.0,64.0,57.0,43.0,0.0,28.0,37.0,30.0,40.0,43.0
인천광역시 강화군,63.0,100.0,88.0,60.0,52.0,39.0,28.0,34.0,31.0,42.0,39.0,50.0,52.0
인천광역시 계양구,55.0,84.0,69.0,49.0,52.0,47.0,42.0,42.0,38.0,56.0,47.0,62.0,53.0
인천광역시 남구,70.0,101.0,92.0,69.0,69.0,56.0,47.0,53.0,45.0,63.0,52.0,73.0,65.0
인천광역시 남동구,56.0,86.0,75.0,55.0,51.0,42.0,36.0,29.0,29.0,60.0,43.0,60.0,51.0
인천광역시 동구,53.0,80.0,70.0,50.0,48.0,36.0,27.0,0.0,37.0,48.0,38.0,53.0,44.0
인천광역시 부평구,45.0,72.0,63.0,47.0,44.0,36.0,34.0,37.0,0.0,43.0,29.0,40.0,41.0
인천광역시 서구,47.0,79.0,66.0,50.0,50.0,42.0,35.0,41.0,26.0,36.0,33.0,47.0,46.0
인천광역시 연수구,42.0,63.0,60.0,45.0,42.0,32.0,25.0,0.0,30.0,46.0,35.0,48.0,38.0
인천광역시 중구,55.0,94.0,79.0,60.0,56.0,46.0,23.0,45.0,40.0,55.0,48.0,61.0,55.0
전라남도 광양시,40.0,55.0,52.0,38.0,45.0,45.0,35.0,34.0,26.0,42.0,28.0,36.0,40.0
전라남도 목포시,39.0,46.0,50.0,41.0,36.0,36.0,30.0,31.0,26.0,60.0,36.0,42.0,39.0
전라남도 순천시,33.0,50.0,46.0,35.0,38.0,39.0,32.0,29.0,26.0,39.0,28.0,36.0,36.0
전라남도 여수시,34.0,52.0,45.0,34.0,39.0,36.0,32.0,30.0,23.0,39.0,25.0,33.0,35.0
전라남도 영암군,55.0,68.0,73.0,57.0,53.0,55.0,54.0,45.0,39.0,60.0,44.0,43.0,55.0
전라북도 고창군,26.0,34.0,37.0,22.0,22.0,21.0,16.0,18.0,0.0,29.0,23.0,24.0,23.0
전라북도 군산시,52.0,71.0,73.0,45.0,44.0,40.0,31.0,32.0,27.0,36.0,37.0,49.0,44.0
전라북도 남원시,55.0,75.0,74.0,46.0,51.0,55.0,41.0,34.0,0.0,50.0,33.0,44.0,47.0
전라북도 부안군,0.0,0.0,0.0,0.0,49.0,48.0,36.0,36.0,35.0,59.0,47.0,51.0,28.0
전라북도 익산시,57.0,75.0,86.0,52.0,58.0,54.0,33.0,32.0,18.0,71.0,51.0,59.0,53.0
전라북도 전주시,54.0,73.0,76.0,45.0,49.0,45.0,32.0,31.0,28.0,26.0,43.0,61.0,46.0
전라북도 정읍시,53.0,70.0,74.0,43.0,50.0,49.0,38.0,37.0,0.0,61.0,42.0,55.0,47.0
제주특별자치도 서귀포시,47.0,55.0,53.0,47.0,43.0,40.0,30.0,29.0,34.0,32.0,27.0,37.0,40.0
제주특별자치도 제주시,50.0,64.0,62.0,48.0,42.0,40.0,36.0,39.0,32.0,50.0,40.0,42.0,46.0
충청남도 당진시,39.0,65.0,62.0,44.0,45.0,42.0,43.0,34.0,32.0,44.0,36.0,41.0,44.0
충청남도 서산시,50.0,71.0,68.0,46.0,44.0,38.0,37.0,40.0,38.0,54.0,38.0,40.0,48.0
충청남도 아산시,32.0,46.0,58.0,42.0,49.0,34.0,22.0,32.0,12.0,23.0,44.0,53.0,36.0
충청남도 천안시,56.0,78.0,71.0,41.0,46.0,52.0,35.0,36.0,32.0,56.0,42.0,51.0,50.0
충청북도 단양군,55.0,69.0,60.0,37.0,46.0,35.0,25.0,29.0,0.0,43.0,33.0,45.0,39.0
충청북도 제천시,50.0,85.0,76.0,43.0,51.0,37.0,24.0,30.0,23.0,44.0,33.0,53.0,45.0
충청북도 청주시,66.0,84.0,82.0,46.0,57.0,47.0,39.0,38.0,31.0,57.0,45.0,58.0,54.0
충청북도 충주시,54.0,78.0,70.0,41.0,45.0,34.0,26.0,24.0,0.0,46.0,32.0,50.0,41.0
