address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경기도 성남시,62.0,47.0,57.0,55.0,58.0,45.0,40.0,42.0,35.0,34.0,47.0,57.0,47.0
경기도 수원시,69.0,51.0,63.0,59.0,61.0,39.0,31.0,34.0,33.0,35.0,49.0,59.0,48.0
경기도 시흥시,75.0,55.0,64.0,61.0,63.0,50.0,39.0,42.0,36.0,38.0,54.0,66.0,52.0
경기도 안산시,69.0,53.0,60.0,59.0,61.0,52.0,41.0,43.0,35.0,35.0,35.0,64.0,49.0
경기도 안성시,93.0,67.0,80.0,79.0,77.0,60.0,42.0,42.0,40.0,43.0,56.0,69.0,62.0
경기도 안양시,59.0,48.0,60.0,63.0,64.0,49.0,40.0,44.0,36.0,35.0,47.0,56.0,50.0
경기도 양주시,124.0,76.0,84.0,80.0,82.0,63.0,52.0,57.0,54.0,57.0,60.0,84.0,72.0
경기도 양평군,68.0,46.0,62.0,53.0,59.0,39.0,32.0,36.0,25.0,29.0,45.0,63.0,45.0
경기도 여주시,101.0,75.0,91.0,80.0,81.0,63.0,49.0,48.0,41.0,48.0,65.0,91.0,67.0
경기도 연천군,84.0,58.0,69.0,66.0,66.0,45.0,37.0,35.0,28.0,33.0,52.0,73.0,52.0
경기도 오산시,64.0,47.0,63.0,61.0,66.0,49.0,41.0,45.0,38.0,44.0,56.0,62.0,52.0
경기도 용인시,77.0,54.0,71.0,67.0,66.0,50.0,41.0,43.0,36.0,40.0,54.0,69.0,54.0
경기도 의왕시,66.0,52.0,64.0,62.0,68.0,54.0,46.0,46.0,38.0,39.0,52.0,60.0,53.0
경기도 의정부시,59.0,40.0,60.0,59.0,66.0,45.0,45.0,44.0,37.0,38.0,56.0,64.0,50.0
경기도 이천시,83.0,63.0,82.0,75.0,76.0,67.0,57.0,54.0,42.0,50.0,66.0,85.0,65.0
경기도 파주시,75.0,55.0,69.0,68.0,73.0,53.0,45.0,48.0,40.0,44.0,57.0,69.0,57.0
경기도 평택시,58.0,42.0,53.0,53.0,58.0,53.0,37.0,51.0,43.0,46.0,57.0,66.0,50.0
경기도 포천시,108.0,70.0,77.0,70.0,73.0,55.0,50.0,54.0,50.0,58.0,76.0,105.0,67.0
경기도 하남시,48.0,34.0,44.0,41.0,47.0,40.0,31.0,30.0,23.0,24.0,30.0,69.0,36.0
경기도 화성시,71.0,55.0,70.0,67.0,71.0,61.0,44.0,47.0,44.0,45.0,50.0,59.0,57.0
경상남도 거제시,60.0,50.0,57.0,38.0,48.0,46.0,35.0,42.0,32.0,35.0,38.0,40.0,44.0
경상남도 김해시,57.0,47.0,59.0,43.0,55.0,40.0,35.0,42.0,30.0,35.0,44.0,50.0,44.0
경상남도 사천시,56.0,41.0,56.0,39.0,54.0,33.0,29.0,35.0,27.0,29.0,35.0,46.0,39.0
경상남도 양산시,68.0,54.0,66.0,49.0,62.0,48.0,44.0,51.0,40.0,42.0,52.0,58.0,52.0
경상남도 진주시,63.0,47.0,65.0,49.0,60.0,46.0,36.0,44.0,35.0,37.0,46.0,54.0,48.0
경상남도 창원시,61.0,48.0,63.0,48.0,60.0,45.0,37.0,44.0,35.0,40.0,46.0,49.0,48.0
경상남도 하동군,50.0,43.0,65.0,49.0,58.0,44.0,36.0,43.0,36.0,38.0,40.0,46.0,46.0
경상북도 경산시,58.0,47.0,55.0,38.0,46.0,40.0,27.0,35.0,25.0,29.0,43.0,54.0,40.0
경상북도 경주시,54.0,43.0,57.0,42.0,55.0,54.0,39.0,43.0,32.0,33.0,38.0,44.0,45.0
경상북도 구미시,79.0,60.0,78.0,60.0,71.0,52.0,41.0,44.0,40.0,42.0,54.0,62.0,56.0
경상북도 김천시,67.0,58.0,69.0,56.0,65.0,59.0,50.0,55.0,45.0,42.0,49.0,54.0,56.0
경상북도 안동시,62.0,48.0,62.0,42.0,53.0,34.0,34.0,36.0,30.0,32.0,41.0,60.0,43.0
경상북도 영주시,75.0,54.0,71.0,55.0,60.0,43.0,39.0,30.0,24.0,34.0,56.0,73.0,49.0
경상북도 포항시,58.0,48.0,63.0,50.0,57.0,44.0,40.0,42.0,34.0,38.0,45.0,47.0,47.0
광주광역시 광산구,66.0,50.0,69.0,54.0,64.0,50.0,38.0,34.0,37.0,38.0,46.0,50.0,50.0
광주광역시 남구,51.0,40.0,56.0,43.0,55.0,35.0,27.0,28.0,30.0,31.0,37.0,39.0,39.0
광주광역시 동구,36.0,31.0,48.0,40.0,50.0,33.0,26.0,28.0,28.0,26.0,33.0,38.0,34.0
광주광역시 북구,51.0,38.0,58.0,46.0,57.0,45.0,37.0,34.0,36.0,33.0,38.0,40.0,43.0
광주광역시 서구,44.0,34.0,52.0,41.0,51.0,34.0,26.0,28.0,29.0,28.0,35.0,38.0,37.0
대구광역시 남구,52.0,39.0,49.0,35.0,41.0,41.0,27.0,38.0,27.0,28.0,34.0,37.0,37.0
대구광역시 달서구,66.0,50.0,60.0,45.0,53.0,41.0,30.0,38.0,34.0,35.0,43.0,49.0,45.0
대구광역시 달성군,48.0,37.0,50.0,37.0,49.0,35.0,28.0,33.0,29.0,29.0,34.0,38.0,37.0
대구광역시 동구,66.0,52.0,57.0,44.0,49.0,44.0,32.0,36.0,30.0,36.0,49.0,52.0,45.0
대구광역시 북구,78.0,59.0,74.0,57.0,62.0,54.0,38.0,44.0,35.0,42.0,46.0,51.0,54.0
대구광역시 서구,75.0,58.0,71.0,48.0,58.0,47.0,43.0,51.0,37.0,40.0,47.0,49.0,52.0
대구광역시 수성구,60.0,48.0,56.0,43.0,50.0,43.0,28.0,34.0,29.0,28.0,36.0,47.0,41.0
대구광역시 중구,66.0,47.0,59.0,42.0,50.0,39.0,31.0,38.0,30.0,36.0,44.0,50.0,44.0
대전광역시 대덕구,64.0,52.0,58.0,50.0,56.0,44.0,32.0,33.0,34.0,36.0,46.0,53.0,46.0
대전광역시 동구,65.0,53.0,60.0,51.0,55.0,46.0,25.0,21.0,23.0,29.0,38.0,46.0,42.0
대전광역시 서구,50.0,42.0,52.0,46.0,52.0,37.0,30.0,30.0,28.0,28.0,36.0,40.0,39.0
대전광역시 유성구,62.0,48.0,52.0,47.0,50.0,40.0,24.0,24.0,26.0,26.0,37.0,45.0,40.0
대전광역시 중구,51.0,42.0,50.0,43.0,50.0,36.0,28.0,31.0,28.0,31.0,35.0,42.0,39.0
부산광역시 강서구,68.0,57.0,76.0,58.0,71.0,54.0,50.0,52.0,43.0,47.0,54.0,57.0,57.0
부산광역시 금정구,44.0,37.0,57.0,41.0,58.0,43.0,41.0,48.0,36.0,40.0,38.0,44.0,44.0
부산광역시 기장군,57.0,48.0,70.0,52.0,64.0,54.0,56.0,36.0,22.0,25.0,28.0,30.0,47.0
부산광역시 남구,50.0,39.0,60.0,46.0,59.0,45.0,50.0,51.0,35.0,41.0,43.0,45.0,47.0
부산광역시 동구,45.0,38.0,59.0,43.0,57.0,41.0,49.0,52.0,36.0,40.0,44.0,49.0,46.0
부산광역시 동래구,53.0,44.0,67.0,48.0,63.0,48.0,49.0,52.0,32.0,35.0,42.0,49.0,48.0
부산광역시 부산진구,50.0,42.0,60.0,44.0,55.0,42.0,44.0,47.0,31.0,40.0,43.0,46.0,45.0
부산광역시 북구,55.0,45.0,62.0,49.0,68.0,55.0,56.0,56.0,42.0,42.0,45.0,42.0,52.0
부산광역시 사상구,79.0,65.0,78.0,63.0,76.0,56.0,56.0,55.0,41.0,49.0,59.0,59.0,62.0
부산광역시 사하구,85.0,72.0,80.0,65.0,80.0,61.0,55.0,61.0,49.0,54.0,66.0,73.0,66.0
부산광역시 서구,45.0,38.0,55.0,39.0,49.0,32.0,33.0,33.0,22.0,26.0,33.0,37.0,37.0
부산광역시 수영구,39.0,32.0,49.0,37.0,48.0,33.0,34.0,36.0,25.0,25.0,29.0,33.0,35.0
부산광역시 연제구,62.0,50.0,78.0,54.0,70.0,44.0,41.0,38.0,26.0,38.0,43.0,49.0,49.0
부산광역시 영도구,58.0,51.0,71.0,61.0,64.0,47.0,47.0,52.0,39.0,49.0,52.0,57.0,54.0
부산광역시 중구,59.0,50.0,71.0,52.0,63.0,48.0,45.0,49.0,32.0,39.0,48.0,56.0,51.0
부산광역시 해운대구,43.0,34.0,52.0,37.0,45.0,33.0,37.0,38.0,21.0,24.0,29.0,30.0,36.0
서울특별시 강남구,67.0,47.0,59.0,55.0,57.0,42.0,37.0,37.0,30.0,29.0,44.0,55.0,46.0
서울특별시 강동구,62.0,42.0,54.0,50.0,53.0,38.0,33.0,32.0,26.0,28.0,42.0,55.0,42.0
서울특별시 강북구,64.0,45.0,56.0,52.0,58.0,38.0,35.0,36.0,29.0,30.0,43.0,58.0,44.0
서울특별시 강서구,64.0,46.0,54.0,52.0,56.0,42.0,34.0,34.0,30.0,32.0,45.0,58.0,44.0
서울특별시 관악구,60.0,43.0,54.0,53.0,56.0,42.0,35.0,39.0,31.0,32.0,46.0,58.0,45.0
서울특별시 광진구,65.0,44.0,59.0,54.0,57.0,41.0,35.0,35.0,27.0,30.0,46.0,59.0,45.0
서울특별시 구로구,65.0,48.0,59.0,57.0,58.0,44.0,35.0,36.0,30.0,32.0,45.0,56.0,46.0
서울특별시 금천구,66.0,46.0,55.0,52.0,55.0,43.0,34.0,36.0,29.0,29.0,42.0,51.0,44.0
서울특별시 노원구,73.0,45.0,56.0,50.0,55.0,38.0,35.0,36.0,27.0,28.0,40.0,56.0,44.0
서울특별시 도봉구,61.0,41.0,52.0,49.0,55.0,37.0,33.0,35.0,27.0,27.0,41.0,56.0,42.0
서울특별시 동대문구,66.0,46.0,57.0,54.0,56.0,40.0,35.0,35.0,29.0,30.0,42.0,57.0,45.0
서울특별시 동작구,66.0,43.0,52.0,50.0,52.0,39.0,32.0,32.0,24.0,26.0,36.0,46.0,41.0
서울특별시 마포구,68.0,47.0,58.0,56.0,60.0,42.0,35.0,37.0,30.0,31.0,45.0,59.0,46.0
서울특별시 서대문구,60.0,42.0,52.0,52.0,55.0,39.0,34.0,35.0,27.0,27.0,42.0,52.0,42.0
서울특별시 서초구,65.0,47.0,57.0,53.0,55.0,41.0,33.0,34.0,28.0,29.0,44.0,57.0,44.0
서울특별시 성동구,66.0,46.0,59.0,52.0,53.0,39.0,31.0,32.0,27.0,28.0,42.0,55.0,43.0
서울특별시 성북구,59.0,40.0,50.0,47.0,53.0,37.0,34.0,34.0,27.0,27.0,37.0,51.0,40.0
서울특별시 송파구,58.0,40.0,54.0,50.0,54.0,38.0,33.0,32.0,25.0,29.0,42.0,52.0,41.0
서울특별시 양천구,67.0,50.0,59.0,55.0,56.0,42.0,33.0,33.0,29.0,31.0,46.0,59.0,46.0
서울특별시 영등포구,68.0,49.0,58.0,53.0,56.0,42.0,34.0,36.0,30.0,30.0,44.0,56.0,45.0
서울특별시 용산구,60.0,43.0,51.0,50.0,54.0,40.0,35.0,36.0,28.0,30.0,43.0,55.0,43.0
서울특별시 은평구,59.0,43.0,53.0,52.0,56.0,39.0,34.0,36.0,28.0,27.0,41.0,54.0,43.0
서울특별시 종로구,62.0,44.0,56.0,54.0,58.0,41.0,36.0,36.0,29.0,30.0,42.0,51.0,44.0
서울특별시 중구,56.0,39.0,49.0,51.0,56.0,40.0,35.0,36.0,28.0,30.0,43.0,54.0,42.0
서울특별시 중랑구,70.0,47.0,61.0,53.0,54.0,39.0,34.0,35.0,27.0,27.0,41.0,56.0,44.0
울산광역시 남구,54.0,45.0,64.0,47.0,61.0,54.0,46.0,52.0,34.0,38.0,41.0,45.0,49.0
울산광역시 동구,58.0,48.0,70.0,53.0,63.0,44.0,50.0,51.0,28.0,35.0,41.0,45.0,49.0
울산광역시 북구,59.0,52.0,68.0,48.0,61.0,46.0,50.0,54.0,34.0,40.0,46.0,50.0,51.0
울산광역시 울주군,49.0,42.0,61.0,44.0,54.0,44.0,36.0,40.0,27.0,31.0,36.0,41.0,42.0
울산광역시 중구,60.0,48.0,64.0,46.0,62.0,51.0,47.0,53.0,33.0,38.0,45.0,49.0,50.0
인천광역시 강화군,60.0,48.0,51.0,54.0,52.0,40.0,36.0,37.0,33.0,34.0,41.0,57.0,44.0
인천광역시 계양구,56.0,45.0,60.0,64.0,66.0,51.0,44.0,45.0,37.0,38.0,49.0,55.0,50.0
인천광역시 남구,55.0,46.0,52.0,57.0,56.0,48.0,38.0,39.0,34.0,38.0,47.0,56.0,46.0
인천광역시 남동구,61.0,50.0,60.0,57.0,59.0,46.0,38.0,39.0,34.0,36.0,47.0,54.0,48.0
인천광역시 동구,72.0,55.0,60.0,60.0,62.0,51.0,39.0,39.0,36.0,39.0,49.0,61.0,51.0
인천광역시 부평구,72.0,55.0,64.0,62.0,63.0,49.0,39.0,45.0,35.0,38.0,50.0,66.0,52.0
인천광역시 서구,65.0,52.0,60.0,62.0,64.0,52.0,42.0,43.0,36.0,38.0,47.0,55.0,51.0
인천광역시 연수구,54.0,39.0,48.0,49.0,51.0,41.0,31.0,34.0,32.0,33.0,40.0,45.0,41.0
인천광역시 중구,65.0,52.0,56.0,58.0,60.0,45.0,37.0,38.0,34.0,34.0,45.0,54.0,48.0
전라남도 광양시,49.0,40.0,62.0,45.0,60.0,42.0,42.0,44.0,34.0,32.0,38.0,44.0,44.0
전라남도 목포시,28.0,16.0,23.0,19.0,22.0,18.0,18.0,16.0,27.0,28.0,36.0,38.0,23.0
전라남도 순천시,50.0,38.0,54.0,40.0,53.0,34.0,32.0,32.0,28.0,28.0,31.0,33.0,38.0
전라남도 여수시,43.0,32.0,48.0,36.0,46.0,28.0,27.0,29.0,26.0,28.0,34.0,36.0,34.0
전라남도 영암군,51.0,37.0,51.0,45.0,50.0,36.0,37.0,30.0,28.0,30.0,37.0,41.0,39.0
전라북도 고창군,72.0,56.0,67.0,57.0,64.0,47.0,34.0,34.0,39.0,39.0,45.0,53.0,50.0
전라북도 군산시,61.0,45.0,54.0,52.0,50.0,37.0,30.0,30.0,31.0,32.0,43.0,47.0,42.0
전라북도 남원시,61.0,50.0,65.0,49.0,59.0,46.0,34.0,38.0,35.0,36.0,44.0,52.0,47.0
전라북도 익산시,81.0,62.0,69.0,42.0,67.0,55.0,35.0,30.0,39.0,44.0,52.0,52.0,52.0
전라북도 전주시,78.0,67.0,80.0,69.0,70.0,60.0,36.0,34.0,41.0,42.0,50.0,63.0,57.0
전라북도 정읍시,63.0,50.0,64.0,59.0,64.0,55.0,33.0,35.0,48.0,48.0,50.0,58.0,52.0
제주특별자치도 서귀포시,38.0,28.0,49.0,34.0,45.0,26.0,25.0,34.0,31.0,35.0,49.0,44.0,36.0
제주특별자치도 제주시,44.0,36.0,56.0,46.0,58.0,36.0,30.0,32.0,34.0,39.0,50.0,44.0,42.0
충청남도 당진시,54.0,42.0,46.0,52.0,54.0,39.0,32.0,34.0,32.0,36.0,40.0,46.0,42.0
충청남도 서산시,42.0,36.0,42.0,44.0,47.0,34.0,30.0,32.0,28.0,28.0,34.0,38.0,36.0
충청남도 아산시,50.0,41.0,52.0,49.0,55.0,41.0,32.0,37.0,34.0,39.0,41.0,46.0,43.0
충청남도 천안시,66.0,54.0,62.0,58.0,64.0,44.0,29.0,32.0,32.0,31.0,42.0,50.0,47.0
충청북도 단양군,81.0,61.0,76.0,57.0,65.0,44.0,30.0,35.0,36.0,45.0,52.0,59.0,53.0
충청북도 제천시,81.0,62.0,78.0,58.0,63.0,37.0,26.0,29.0,27.0,0.0,65.0,73.0,48.0
충청북도 청주시,88.0,66.0,78.0,68.0,67.0,49.0,25.0,35.0,35.0,38.0,50.0,62.0,54.0
충청북도 충주시,82.0,60.0,78.0,66.0,68.0,46.0,38.0,42.0,34.0,40.0,56.0,65.0,55.0
