일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-19 00:00:00,10,12,6,13,13,7,15,16,10,6,12,18,6,8,15,5,12,11,9,9,11,8,11,6,7,15,11,15,15,13,14,15,3,11
2022-06-19 01:00:00,8,12,6,13,11,7,14,15,10,5,17,12,13,6,14,5,13,7,12,139,11,13,7,6,9,6,13,18,8,9,13,14,5,12
2022-06-19 02:00:00,27,13,7,11,12,9,14,16,17,11,15,13,9,6,17,5,12,6,13,13,15,9,8,-,10,8,17,13,7,11,10,14,6,15
2022-06-19 03:00:00,6,9,6,11,15,10,11,17,12,15,18,14,8,8,11,4,8,8,9,13,13,11,8,7,144,12,8,17,8,12,15,14,4,19
2022-06-19 04:00:00,4,14,6,14,11,6,13,16,11,9,17,13,8,6,10,6,11,7,14,14,17,11,10,8,12,8,8,16,5,19,10,12,3,15
2022-06-19 05:00:00,6,9,7,12,11,13,16,21,11,9,19,10,11,5,14,10,10,6,11,10,10,14,8,6,9,7,12,19,10,7,14,12,5,12
2022-06-19 06:00:00,8,9,7,18,13,14,15,10,9,9,15,10,9,5,14,13,13,14,9,19,11,15,10,5,5,10,10,13,7,15,10,14,5,24
2022-06-19 07:00:00,13,7,13,21,10,12,16,14,10,9,23,10,18,5,17,7,11,11,8,48,9,13,13,6,4,8,12,14,12,14,9,18,6,19
2022-06-19 08:00:00,12,10,10,22,15,13,20,14,13,9,24,14,15,8,12,3,14,8,13,10,11,13,7,7,5,17,11,13,10,16,12,11,6,17
2022-06-19 09:00:00,10,8,8,13,15,12,16,14,14,12,11,11,28,10,12,8,12,8,11,13,11,18,9,9,5,16,7,17,11,22,11,16,5,15
2022-06-19 10:00:00,6,7,9,16,19,8,13,14,14,11,17,10,8,8,14,9,15,7,10,13,8,32,18,10,4,13,13,15,11,24,22,15,5,18
2022-06-19 11:00:00,12,9,10,15,10,8,13,19,14,7,25,18,8,27,13,9,10,13,9,11,14,16,15,7,7,11,11,14,11,19,15,21,8,17
2022-06-19 12:00:00,13,13,10,24,11,8,15,18,11,6,20,15,6,10,12,9,11,13,11,8,15,18,13,4,4,8,10,14,17,16,9,26,7,14
2022-06-19 13:00:00,9,11,8,14,8,6,8,12,14,4,17,14,4,8,15,7,12,16,9,11,15,12,9,10,8,14,10,21,10,11,8,23,7,11
2022-06-19 14:00:00,6,8,11,23,10,9,6,14,10,2,21,10,6,13,14,7,12,12,12,11,11,13,16,6,9,12,13,15,10,16,11,23,6,18
2022-06-19 15:00:00,6,8,11,15,14,11,10,14,8,4,23,20,7,16,10,15,8,14,10,11,13,13,12,3,9,20,8,13,7,22,9,20,6,20
2022-06-19 16:00:00,11,13,10,23,11,8,12,25,8,4,41,20,7,17,14,10,12,16,13,7,11,12,15,6,10,13,6,11,9,19,15,18,5,15
2022-06-19 17:00:00,7,18,12,20,13,11,14,12,11,6,19,13,10,12,14,16,13,10,13,8,9,8,13,5,8,17,12,14,12,17,11,13,6,17
2022-06-19 18:00:00,9,7,12,13,14,7,8,10,10,6,15,12,13,10,13,8,11,12,10,8,13,10,11,4,5,9,7,16,9,10,13,3,6,21
2022-06-19 19:00:00,11,13,11,9,13,6,9,10,9,8,12,17,11,16,12,12,10,13,8,10,15,9,12,10,5,20,5,13,7,15,11,2,6,20
2022-06-19 20:00:00,13,11,18,9,11,9,10,13,14,6,3,9,11,16,13,14,14,12,13,12,12,10,10,7,9,13,7,12,18,12,13,14,6,16
2022-06-19 21:00:00,8,12,8,13,11,9,11,11,10,7,2,9,13,6,14,12,12,9,13,17,13,9,10,7,7,13,9,17,8,10,10,18,9,13
2022-06-19 22:00:00,10,9,9,11,8,6,11,13,11,10,9,10,11,13,14,8,10,10,13,10,12,15,9,6,7,11,11,19,12,12,12,15,6,14
2022-06-19 23:00:00,8,10,9,9,8,6,11,14,14,8,11,8,11,4,14,6,6,9,13,11,9,7,10,7,7,8,10,15,8,17,13,3,3,11
