일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-27 00:00:00,8,8,6,7,2,3,6,8,11,2,12,2,8,4,12,4,8,34,8,12,4,6,5,2,2,6,-,7,11,13,5,6,6,11
2022-06-27 01:00:00,12,9,8,11,2,2,7,8,8,3,12,4,7,2,7,2,7,8,9,9,4,6,3,2,2,7,-,8,11,9,4,7,11,9
2022-06-27 02:00:00,11,8,6,12,2,2,6,8,7,3,11,3,4,2,9,4,9,7,8,6,3,6,5,-,-,5,-,8,6,9,10,12,7,14
2022-06-27 03:00:00,10,8,3,11,-,2,4,7,4,2,7,5,2,2,7,2,6,7,10,4,6,3,7,-,-,3,-,7,5,7,6,7,3,20
2022-06-27 04:00:00,6,6,2,9,-,2,5,8,6,3,15,5,4,6,7,2,5,6,7,8,5,5,8,3,-,5,-,7,4,8,6,3,2,15
2022-06-27 05:00:00,4,6,2,7,3,2,6,7,7,3,9,3,4,7,10,2,5,6,6,6,2,5,7,2,-,4,-,6,8,5,5,2,5,21
2022-06-27 06:00:00,7,8,2,6,6,-,4,5,5,2,9,2,2,2,8,2,3,7,6,3,2,3,4,2,-,6,-,7,5,6,7,2,6,18
2022-06-27 07:00:00,6,9,2,2,4,-,3,2,5,2,9,6,3,2,8,2,5,9,7,13,2,3,2,2,-,4,-,7,7,6,9,4,6,12
2022-06-27 08:00:00,6,6,4,6,2,6,4,5,5,6,24,5,5,7,9,-,6,8,6,8,2,5,3,2,-,6,-,13,5,8,6,6,6,16
2022-06-27 09:00:00,7,8,6,12,2,5,8,4,11,5,14,5,4,9,10,-,15,12,8,8,11,7,4,6,-,9,-,11,8,11,13,9,8,25
2022-06-27 10:00:00,8,11,5,11,3,7,7,6,9,6,20,6,8,14,12,4,21,15,8,6,7,10,12,3,-,14,-,8,6,16,8,10,5,16
2022-06-27 11:00:00,6,6,5,9,4,7,4,7,10,8,10,6,5,5,11,2,12,18,6,5,2,8,9,6,-,10,-,11,3,11,8,6,7,15
2022-06-27 12:00:00,10,16,16,11,2,6,9,6,20,14,30,7,4,27,12,2,13,18,16,19,24,20,15,10,3,24,13,19,6,24,13,2,13,29
2022-06-27 13:00:00,11,24,12,13,3,11,11,7,21,14,41,11,5,29,9,4,18,18,9,14,15,25,15,7,8,20,13,20,9,26,17,18,20,22
2022-06-27 14:00:00,16,12,14,13,6,7,12,6,44,14,40,9,7,34,8,4,15,19,10,19,21,21,19,11,8,25,18,22,7,31,17,17,10,19
2022-06-27 15:00:00,9,13,9,11,5,6,10,7,21,13,33,6,8,18,11,3,49,11,12,15,9,19,9,6,8,27,12,22,-,33,16,13,11,19
2022-06-27 16:00:00,12,11,9,10,6,6,7,10,17,8,23,6,5,28,12,3,10,17,14,20,11,15,11,4,4,26,9,31,-,30,18,18,8,12
2022-06-27 17:00:00,16,9,7,12,9,10,7,8,25,10,26,7,5,27,13,4,9,21,14,12,7,15,18,3,4,22,11,18,9,20,18,11,7,23
2022-06-27 18:00:00,15,11,8,13,6,10,10,8,17,14,24,12,4,24,11,4,11,13,10,10,5,24,12,5,3,16,21,21,9,27,13,17,16,18
2022-06-27 19:00:00,11,18,15,15,3,10,17,9,14,19,42,17,8,35,16,3,9,18,13,16,19,27,14,10,8,24,21,26,8,31,20,12,20,15
2022-06-27 20:00:00,14,12,11,20,5,13,14,6,19,16,38,18,8,29,13,7,13,12,16,15,25,28,17,13,11,20,20,23,5,34,19,13,10,15
2022-06-27 21:00:00,17,19,15,15,8,11,10,4,18,20,37,11,10,26,12,9,13,15,19,17,25,18,19,13,10,14,15,25,10,34,21,22,19,24
2022-06-27 22:00:00,7,16,21,15,10,9,9,12,18,14,38,12,11,28,16,17,21,14,19,17,28,27,17,10,13,23,17,19,10,25,21,16,14,19
2022-06-27 23:00:00,17,20,16,16,8,11,16,13,11,18,37,13,15,24,18,11,16,19,16,23,27,19,18,12,10,21,14,24,12,34,21,14,14,31
