일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-01 00:00:00,19,24,21,27,20,17,23,21,21,18,14,23,29,2,27,30,22,24,18,22,20,27,25,12,13,18,13,29,32,16,23,32,20,29
2022-06-01 01:00:00,43,19,18,33,22,18,22,21,21,15,14,23,20,12,32,25,18,23,15,22,22,23,20,18,14,19,20,23,26,20,20,32,17,27
2022-06-01 02:00:00,29,15,21,30,17,16,18,18,23,17,16,23,26,17,19,17,22,24,15,20,22,28,18,16,15,19,20,25,31,18,21,25,22,42
2022-06-01 03:00:00,26,22,27,23,16,17,23,20,21,17,12,22,24,17,30,16,28,28,24,23,19,24,19,16,24,22,19,25,34,25,19,18,25,29
2022-06-01 04:00:00,20,21,28,20,15,17,18,18,22,19,28,26,22,19,26,17,30,36,25,24,29,21,24,16,25,19,13,22,29,34,22,25,26,28
2022-06-01 05:00:00,29,19,28,22,17,18,19,16,21,21,22,25,27,18,20,18,23,28,22,27,26,24,24,17,23,22,17,26,25,25,24,26,24,55
2022-06-01 06:00:00,35,26,28,26,16,12,21,21,25,21,23,29,27,28,30,22,45,43,20,27,22,35,22,20,29,28,16,27,23,34,27,21,31,59
2022-06-01 07:00:00,32,27,26,25,22,18,29,27,29,24,26,37,38,16,30,27,30,62,32,46,28,32,17,19,28,29,37,27,27,35,24,28,30,48
2022-06-01 08:00:00,43,32,31,28,31,13,28,27,29,23,28,28,40,44,40,26,34,50,41,66,22,37,29,17,18,34,41,30,35,50,35,34,36,53
2022-06-01 09:00:00,40,35,42,24,26,27,22,26,36,41,50,27,47,48,36,27,36,47,46,51,17,34,27,24,22,48,33,29,47,42,35,30,34,46
2022-06-01 10:00:00,44,24,34,31,21,22,29,17,25,27,68,30,37,56,35,33,35,45,29,40,33,42,26,19,33,58,26,32,46,38,49,42,28,34
2022-06-01 11:00:00,40,24,36,31,20,23,23,23,34,25,50,29,34,27,24,23,23,37,36,46,39,31,27,33,19,36,29,25,45,41,45,35,27,33
2022-06-01 12:00:00,41,25,33,32,25,25,29,23,25,23,45,32,27,7,30,32,32,45,35,30,32,21,23,30,19,28,25,22,35,28,39,43,25,27
2022-06-01 13:00:00,24,18,23,20,34,19,22,21,18,17,36,27,30,47,35,40,21,54,28,29,26,25,26,24,18,26,21,23,16,26,28,36,16,35
2022-06-01 14:00:00,20,19,19,25,29,20,23,25,21,17,28,21,25,23,32,41,27,34,24,29,23,27,20,26,18,23,21,24,18,23,21,30,22,29
2022-06-01 15:00:00,21,24,15,29,24,17,24,11,16,11,28,24,19,13,23,33,22,19,19,23,13,35,22,18,13,24,18,16,14,22,27,30,25,28
2022-06-01 16:00:00,27,20,20,21,22,14,26,12,14,12,26,22,18,2,24,34,21,34,24,20,15,36,16,16,15,21,15,22,14,17,18,27,24,32
2022-06-01 17:00:00,31,15,26,20,24,16,22,16,24,15,43,21,16,19,19,28,26,35,26,22,22,38,17,20,9,23,17,23,17,23,20,22,17,40
2022-06-01 18:00:00,27,22,28,25,17,19,19,17,23,17,28,12,19,22,30,34,26,29,22,28,24,27,22,22,15,25,21,22,23,19,22,28,26,36
2022-06-01 19:00:00,27,22,24,26,23,17,16,18,22,21,24,23,28,32,31,33,24,21,21,22,26,20,23,20,19,28,21,28,28,27,27,36,21,31
2022-06-01 20:00:00,21,20,23,30,22,18,29,20,24,17,2,19,23,29,23,27,23,25,20,23,29,22,22,17,19,32,25,24,31,26,24,27,24,28
2022-06-01 21:00:00,22,19,23,25,21,19,24,23,23,20,19,20,27,21,25,25,24,23,21,22,26,22,17,18,17,18,17,29,23,20,26,27,20,29
2022-06-01 22:00:00,35,19,23,25,18,20,23,20,13,14,22,18,20,18,25,20,21,23,24,22,23,17,23,20,53,15,17,23,27,23,26,27,23,27
2022-06-01 23:00:00,18,14,19,12,17,25,17,25,22,15,18,19,24,25,23,25,24,25,29,17,21,21,24,19,22,23,18,25,23,25,23,25,21,31
