일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-17 00:00:00,47,36,33,36,29,31,26,29,40,34,55,37,33,41,38,32,35,42,37,29,38,36,37,35,28,37,34,35,31,41,36,25,34,47
2022-06-17 01:00:00,40,32,41,40,33,29,33,29,39,31,51,36,36,44,33,24,34,44,30,34,32,32,32,28,28,26,28,40,34,34,43,42,35,48
2022-06-17 02:00:00,41,30,33,29,27,36,26,29,34,31,38,23,33,38,33,31,33,42,33,41,31,33,31,35,29,31,29,35,35,34,25,27,26,50
2022-06-17 03:00:00,30,36,32,25,25,73,27,23,30,29,35,30,34,26,36,28,32,37,30,35,23,28,31,35,33,33,29,41,34,36,35,24,29,47
2022-06-17 04:00:00,36,38,35,29,23,26,25,26,35,29,32,32,35,42,34,29,35,45,38,39,35,29,27,37,33,32,27,30,30,44,37,30,27,61
2022-06-17 05:00:00,46,34,36,27,28,38,33,25,35,32,51,30,45,37,33,28,36,41,35,47,34,39,35,43,34,34,30,35,31,41,38,29,33,49
2022-06-17 06:00:00,48,36,36,31,29,23,26,22,38,34,54,30,40,41,43,28,34,44,34,47,34,32,33,37,30,34,33,33,36,45,51,30,38,49
2022-06-17 07:00:00,35,39,40,30,30,32,31,27,38,37,50,38,34,36,41,24,40,47,37,48,34,39,34,38,33,39,31,39,30,42,45,36,39,46
2022-06-17 08:00:00,32,34,30,37,36,39,34,27,39,35,46,40,32,31,36,32,40,57,32,40,30,40,38,34,29,34,36,36,30,43,35,46,32,42
2022-06-17 09:00:00,38,31,33,36,30,31,33,27,41,35,33,35,38,23,31,36,40,52,35,35,34,36,35,35,35,36,30,40,27,37,36,34,34,36
2022-06-17 10:00:00,27,25,33,33,27,35,33,27,35,30,47,34,33,36,30,29,37,37,39,60,34,41,39,20,25,36,36,30,25,36,32,33,29,34
2022-06-17 11:00:00,28,27,29,32,29,31,33,32,28,21,39,37,29,33,31,33,40,48,35,25,-,37,41,12,18,28,32,29,21,31,32,45,34,30
2022-06-17 12:00:00,29,27,16,37,27,28,33,33,19,18,33,29,28,28,27,25,30,28,21,25,-,35,31,12,19,25,27,24,24,33,31,40,26,34
2022-06-17 13:00:00,27,23,21,28,28,30,21,29,26,13,35,27,27,26,34,22,24,40,27,18,23,37,29,15,12,15,17,21,16,20,24,41,18,33
2022-06-17 14:00:00,29,23,22,27,31,21,20,28,23,16,31,22,27,21,27,25,31,43,22,-,25,27,22,12,17,25,13,25,21,29,24,30,17,28
2022-06-17 15:00:00,25,19,22,30,22,22,18,26,20,15,26,23,23,27,22,22,23,45,21,20,30,27,22,12,8,18,18,21,19,26,19,29,18,33
2022-06-17 16:00:00,19,13,20,25,26,14,23,20,20,10,29,17,14,20,27,22,31,37,17,14,15,19,25,10,17,13,19,18,21,24,26,25,12,25
2022-06-17 17:00:00,20,14,13,16,20,14,11,20,18,10,38,11,16,14,18,12,17,28,22,20,20,18,20,9,10,16,10,20,18,30,22,26,8,27
2022-06-17 18:00:00,25,16,12,22,17,13,9,15,18,10,20,17,13,30,20,11,25,23,21,43,25,15,15,10,12,14,7,15,22,19,30,24,20,21
2022-06-17 19:00:00,19,15,11,21,18,11,15,14,13,6,2,15,18,11,21,15,18,14,17,73,20,19,15,10,16,16,7,17,9,16,12,27,12,21
2022-06-17 20:00:00,23,12,18,22,18,11,12,19,17,8,3,19,13,13,23,14,19,14,17,18,19,15,16,7,11,12,9,15,21,14,10,20,12,19
2022-06-17 21:00:00,21,12,13,15,9,12,16,17,22,16,9,13,21,12,23,12,17,21,16,22,16,14,17,9,10,21,12,22,14,13,9,17,13,20
2022-06-17 22:00:00,17,14,11,10,8,10,7,15,12,7,11,12,16,11,17,14,14,17,16,15,16,9,10,13,8,18,9,22,20,10,6,16,11,11
2022-06-17 23:00:00,15,10,10,9,8,4,10,8,16,8,12,13,10,11,11,8,10,15,13,18,8,10,12,11,7,13,6,11,10,9,9,14,6,22
