일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-11 00:00:00,20,17,19,19,19,18,15,19,26,10,25,20,25,17,24,21,22,23,22,22,17,18,16,17,7,21,10,17,14,20,23,24,18,46
2022-06-11 01:00:00,30,19,35,21,18,11,19,19,22,10,21,19,21,14,22,20,20,18,19,24,17,20,20,14,8,16,17,17,29,28,23,21,23,42
2022-06-11 02:00:00,20,26,23,21,14,13,17,18,22,10,26,20,18,19,23,16,18,24,16,21,13,24,27,13,10,18,20,17,17,16,20,16,23,36
2022-06-11 03:00:00,14,27,25,20,17,16,15,19,16,26,25,16,17,14,26,14,22,21,19,19,22,25,20,20,10,22,23,14,23,22,22,18,23,48
2022-06-11 04:00:00,22,24,22,17,22,11,13,20,16,17,23,18,18,16,21,23,26,19,19,20,15,19,16,14,12,22,20,16,31,19,17,20,24,47
2022-06-11 05:00:00,25,21,27,18,17,14,14,19,18,12,24,20,20,10,21,18,27,35,24,21,16,19,25,21,15,17,19,19,38,16,19,14,20,53
2022-06-11 06:00:00,19,27,30,16,16,14,13,13,23,13,14,24,14,13,26,18,25,32,26,29,22,23,20,19,17,18,22,24,37,24,20,22,27,50
2022-06-11 07:00:00,21,36,27,28,24,17,30,18,25,22,23,20,29,7,31,21,26,24,33,22,21,20,24,22,15,23,24,37,25,29,18,20,30,43
2022-06-11 08:00:00,31,34,35,35,34,33,28,26,34,26,33,30,19,29,33,28,27,31,34,35,30,33,34,27,19,27,32,35,27,28,29,33,30,61
2022-06-11 09:00:00,34,38,45,33,39,25,27,34,35,27,50,34,33,37,38,32,40,34,41,42,34,36,43,35,24,31,33,35,36,45,40,40,38,59
2022-06-11 10:00:00,30,46,46,37,34,44,35,36,41,26,45,27,41,37,41,38,48,41,39,49,40,34,38,38,22,44,32,27,37,45,40,50,41,53
2022-06-11 11:00:00,42,40,54,37,29,35,27,29,26,21,41,30,50,37,39,34,35,45,35,44,37,33,39,24,17,26,33,29,42,33,36,49,36,56
2022-06-11 12:00:00,46,34,45,34,28,31,27,32,27,20,38,33,36,31,40,30,33,43,46,48,32,31,30,21,18,23,26,24,43,27,39,36,35,53
2022-06-11 13:00:00,33,34,31,32,27,18,19,24,23,14,32,16,19,17,25,32,32,30,29,26,25,19,26,21,10,33,21,25,33,28,21,20,30,44
2022-06-11 14:00:00,27,28,25,22,26,21,18,27,16,16,28,16,18,16,27,24,27,20,21,45,20,25,25,17,18,27,23,26,27,22,26,22,25,30
2022-06-11 15:00:00,24,31,24,21,20,29,27,21,21,19,31,23,21,20,30,25,28,27,26,55,26,26,28,18,18,24,22,25,24,26,26,31,25,37
2022-06-11 16:00:00,25,22,23,21,22,15,19,23,27,26,31,24,25,17,24,20,24,24,34,52,22,23,20,22,17,23,24,27,28,26,28,21,23,34
2022-06-11 17:00:00,26,21,27,22,18,16,21,15,27,21,39,27,22,20,23,19,21,21,32,24,26,25,25,24,17,27,16,26,26,29,25,23,18,40
2022-06-11 18:00:00,21,14,24,11,16,14,21,17,21,23,27,17,15,20,20,26,21,21,21,37,17,23,19,23,14,21,19,22,23,21,22,20,17,27
2022-06-11 19:00:00,22,12,24,16,19,20,17,16,19,19,28,18,21,19,20,20,19,21,27,23,23,19,17,16,17,18,18,25,23,19,23,30,16,29
2022-06-11 20:00:00,13,21,13,13,8,12,21,13,19,20,14,17,18,18,16,18,11,21,20,17,20,13,20,19,17,21,19,19,25,16,15,26,7,27
2022-06-11 21:00:00,16,21,21,14,6,10,18,14,16,14,11,14,16,8,14,17,14,13,15,13,9,15,22,16,13,10,14,25,14,13,17,20,19,19
2022-06-11 22:00:00,8,15,17,13,8,11,13,11,12,16,15,11,8,7,13,8,14,12,17,12,13,11,22,10,8,10,12,22,10,12,15,19,13,19
2022-06-11 23:00:00,10,17,16,17,9,9,11,15,11,8,9,11,15,7,15,15,8,11,14,10,13,12,13,11,8,14,10,18,11,10,21,15,10,19
