address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경상북도 영주시,78.0,61.0,62.0,56.0,55.0,33.0,28.0,23.0,25.0,34.0,49.0,47.0,46.0
경상북도 포항시,57.0,49.0,53.0,62.0,69.0,48.0,44.0,33.0,30.0,38.0,42.0,27.0,48.0
광주광역시 광산구,58.0,52.0,54.0,46.0,66.0,44.0,30.0,31.0,36.0,39.0,43.0,46.0,45.0
광주광역시 남구,51.0,46.0,48.0,44.0,63.0,41.0,29.0,25.0,29.0,29.0,36.0,34.0,40.0
광주광역시 동구,47.0,36.0,46.0,40.0,62.0,41.0,29.0,26.0,28.0,26.0,31.0,30.0,37.0
광주광역시 북구,50.0,46.0,48.0,42.0,64.0,40.0,29.0,28.0,31.0,32.0,36.0,34.0,41.0
광주광역시 서구,48.0,43.0,45.0,41.0,61.0,39.0,27.0,24.0,27.0,26.0,31.0,24.0,37.0
대구광역시 남구,46.0,42.0,44.0,42.0,46.0,38.0,36.0,26.0,28.0,26.0,38.0,47.0,37.0
대구광역시 달서구,65.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,34.0,37.0,44.0,38.0,22.0
대구광역시 달성군,49.0,47.0,43.0,44.0,58.0,40.0,32.0,21.0,30.0,32.0,39.0,37.0,40.0
대구광역시 동구,65.0,50.0,50.0,52.0,57.0,37.0,38.0,26.0,32.0,40.0,52.0,46.0,45.0
대구광역시 북구,66.0,52.0,53.0,55.0,64.0,40.0,38.0,26.0,32.0,38.0,52.0,47.0,47.0
대구광역시 서구,58.0,55.0,58.0,65.0,73.0,52.0,50.0,39.0,42.0,36.0,45.0,48.0,52.0
대구광역시 수성구,60.0,50.0,51.0,54.0,59.0,46.0,39.0,30.0,34.0,34.0,52.0,43.0,46.0
대구광역시 중구,64.0,50.0,50.0,53.0,63.0,41.0,37.0,27.0,34.0,39.0,52.0,63.0,46.0
대전광역시 대덕구,63.0,56.0,54.0,50.0,60.0,42.0,34.0,26.0,31.0,34.0,44.0,48.0,45.0
대전광역시 동구,55.0,48.0,51.0,46.0,60.0,46.0,34.0,21.0,28.0,29.0,42.0,43.0,42.0
대전광역시 서구,51.0,49.0,49.0,44.0,62.0,38.0,30.0,22.0,26.0,28.0,34.0,37.0,39.0
대전광역시 유성구,56.0,52.0,48.0,44.0,58.0,38.0,30.0,20.0,24.0,27.0,38.0,46.0,40.0
대전광역시 중구,52.0,47.0,47.0,43.0,57.0,34.0,28.0,23.0,29.0,30.0,41.0,45.0,39.0
부산광역시 강서구,68.0,55.0,60.0,65.0,82.0,63.0,55.0,43.0,46.0,46.0,66.0,52.0,59.0
부산광역시 금정구,53.0,42.0,46.0,48.0,70.0,50.0,48.0,38.0,39.0,38.0,46.0,40.0,47.0
부산광역시 기장군,39.0,31.0,38.0,43.0,58.0,42.0,36.0,24.0,28.0,28.0,34.0,27.0,36.0
부산광역시 남구,51.0,41.0,51.0,52.0,52.0,47.0,44.0,34.0,33.0,34.0,40.0,47.0,44.0
부산광역시 동구,66.0,50.0,55.0,59.0,80.0,53.0,45.0,31.0,32.0,35.0,38.0,33.0,49.0
부산광역시 동래구,60.0,46.0,51.0,53.0,70.0,49.0,41.0,29.0,37.0,40.0,48.0,44.0,48.0
부산광역시 부산진구,55.0,44.0,46.0,52.0,86.0,67.0,64.0,49.0,48.0,46.0,60.0,67.0,56.0
부산광역시 북구,49.0,51.0,55.0,56.0,81.0,74.0,61.0,46.0,47.0,46.0,53.0,47.0,56.0
부산광역시 사상구,70.0,51.0,58.0,57.0,75.0,67.0,52.0,38.0,47.0,43.0,54.0,52.0,56.0
부산광역시 사하구,86.0,59.0,64.0,66.0,78.0,62.0,55.0,41.0,44.0,47.0,64.0,58.0,61.0
부산광역시 서구,48.0,35.0,39.0,40.0,59.0,41.0,35.0,23.0,27.0,29.0,35.0,31.0,37.0
부산광역시 수영구,45.0,36.0,40.0,42.0,59.0,43.0,38.0,26.0,30.0,30.0,33.0,26.0,38.0
부산광역시 연제구,59.0,48.0,51.0,55.0,73.0,48.0,37.0,27.0,33.0,37.0,45.0,48.0,47.0
부산광역시 영도구,66.0,53.0,54.0,54.0,87.0,69.0,67.0,51.0,47.0,45.0,46.0,34.0,58.0
부산광역시 중구,68.0,53.0,58.0,59.0,80.0,58.0,51.0,37.0,38.0,43.0,49.0,46.0,54.0
부산광역시 해운대구,40.0,32.0,35.0,38.0,56.0,36.0,50.0,44.0,42.0,46.0,41.0,33.0,42.0
서울특별시 강남구,58.0,57.0,64.0,60.0,63.0,39.0,38.0,29.0,28.0,33.0,44.0,44.0,47.0
서울특별시 강동구,58.0,56.0,59.0,56.0,59.0,36.0,35.0,27.0,27.0,34.0,45.0,42.0,45.0
서울특별시 강북구,58.0,58.0,61.0,57.0,62.0,38.0,39.0,30.0,29.0,33.0,44.0,43.0,46.0
서울특별시 강서구,59.0,61.0,58.0,58.0,64.0,38.0,37.0,29.0,29.0,32.0,47.0,44.0,47.0
서울특별시 관악구,61.0,61.0,65.0,62.0,68.0,43.0,46.0,36.0,35.0,40.0,47.0,44.0,51.0
서울특별시 광진구,63.0,61.0,66.0,64.0,68.0,41.0,41.0,31.0,30.0,37.0,50.0,43.0,50.0
서울특별시 구로구,57.0,59.0,60.0,60.0,67.0,42.0,41.0,31.0,33.0,35.0,45.0,43.0,48.0
서울특별시 금천구,53.0,54.0,55.0,54.0,59.0,38.0,37.0,29.0,28.0,30.0,42.0,41.0,44.0
서울특별시 노원구,54.0,55.0,59.0,55.0,59.0,36.0,38.0,29.0,27.0,34.0,47.0,75.0,45.0
서울특별시 도봉구,56.0,55.0,59.0,55.0,57.0,34.0,36.0,27.0,27.0,31.0,42.0,43.0,44.0
서울특별시 동대문구,57.0,57.0,64.0,60.0,64.0,38.0,38.0,29.0,28.0,33.0,43.0,42.0,46.0
서울특별시 동작구,49.0,51.0,51.0,51.0,59.0,38.0,35.0,28.0,28.0,33.0,45.0,64.0,43.0
서울특별시 마포구,61.0,60.0,61.0,62.0,68.0,40.0,40.0,30.0,31.0,35.0,46.0,45.0,49.0
서울특별시 서대문구,53.0,54.0,61.0,58.0,65.0,38.0,39.0,29.0,28.0,31.0,42.0,42.0,45.0
서울특별시 서초구,58.0,59.0,60.0,59.0,63.0,39.0,39.0,30.0,30.0,34.0,51.0,48.0,47.0
서울특별시 성동구,57.0,57.0,60.0,61.0,66.0,39.0,39.0,29.0,30.0,33.0,44.0,43.0,47.0
서울특별시 성북구,53.0,54.0,58.0,54.0,59.0,34.0,35.0,28.0,27.0,32.0,41.0,49.0,43.0
서울특별시 송파구,56.0,53.0,56.0,52.0,56.0,35.0,36.0,29.0,26.0,33.0,42.0,41.0,43.0
서울특별시 양천구,59.0,61.0,61.0,59.0,64.0,39.0,39.0,29.0,29.0,34.0,44.0,43.0,47.0
서울특별시 영등포구,59.0,59.0,60.0,58.0,65.0,40.0,40.0,30.0,30.0,32.0,43.0,42.0,47.0
서울특별시 용산구,57.0,56.0,60.0,57.0,61.0,37.0,38.0,29.0,28.0,32.0,44.0,41.0,45.0
서울특별시 은평구,56.0,57.0,60.0,56.0,62.0,37.0,39.0,29.0,29.0,29.0,39.0,53.0,45.0
서울특별시 종로구,52.0,52.0,57.0,54.0,59.0,36.0,36.0,27.0,27.0,37.0,50.0,48.0,44.0
서울특별시 중구,57.0,57.0,61.0,57.0,63.0,38.0,39.0,29.0,29.0,34.0,43.0,43.0,46.0
서울특별시 중랑구,57.0,57.0,65.0,62.0,65.0,39.0,39.0,30.0,28.0,34.0,46.0,44.0,47.0
울산광역시 남구,55.0,46.0,49.0,57.0,69.0,50.0,46.0,32.0,36.0,42.0,48.0,26.0,48.0
울산광역시 동구,56.0,42.0,49.0,55.0,70.0,49.0,50.0,31.0,33.0,38.0,43.0,37.0,47.0
울산광역시 북구,60.0,46.0,50.0,56.0,68.0,48.0,46.0,32.0,34.0,40.0,54.0,46.0,49.0
울산광역시 울주군,51.0,42.0,46.0,53.0,63.0,44.0,38.0,28.0,31.0,33.0,38.0,25.0,42.0
울산광역시 중구,60.0,49.0,51.0,59.0,71.0,51.0,56.0,39.0,39.0,41.0,44.0,36.0,51.0
인천광역시 강화군,56.0,45.0,47.0,43.0,49.0,31.0,30.0,26.0,27.0,34.0,45.0,68.0,39.0
인천광역시 계양구,58.0,58.0,66.0,64.0,82.0,51.0,50.0,42.0,49.0,55.0,60.0,55.0,58.0
인천광역시 남구,57.0,58.0,53.0,63.0,69.0,49.0,47.0,39.0,40.0,45.0,50.0,77.0,52.0
인천광역시 남동구,58.0,59.0,58.0,59.0,66.0,43.0,40.0,36.0,39.0,40.0,48.0,50.0,50.0
인천광역시 동구,64.0,68.0,61.0,63.0,69.0,46.0,42.0,34.0,36.0,39.0,45.0,44.0,52.0
인천광역시 부평구,59.0,65.0,65.0,69.0,0.0,0.0,41.0,37.0,41.0,44.0,43.0,40.0,42.0
인천광역시 서구,58.0,57.0,60.0,59.0,68.0,42.0,42.0,34.0,33.0,37.0,45.0,41.0,49.0
인천광역시 연수구,50.0,51.0,47.0,51.0,59.0,38.0,35.0,28.0,31.0,35.0,39.0,35.0,42.0
인천광역시 중구,57.0,58.0,58.0,58.0,68.0,43.0,42.0,33.0,35.0,40.0,46.0,42.0,49.0
전라남도 광양시,56.0,47.0,48.0,48.0,61.0,46.0,37.0,29.0,32.0,22.0,32.0,30.0,42.0
전라남도 목포시,47.0,47.0,44.0,50.0,73.0,50.0,38.0,26.0,24.0,29.0,32.0,32.0,42.0
전라남도 순천시,47.0,40.0,41.0,36.0,49.0,35.0,28.0,22.0,27.0,27.0,30.0,28.0,35.0
전라남도 여수시,51.0,38.0,42.0,40.0,53.0,37.0,28.0,26.0,28.0,25.0,29.0,31.0,36.0
전라남도 영암군,50.0,43.0,44.0,42.0,55.0,38.0,35.0,28.0,33.0,33.0,36.0,48.0,40.0
전라북도 고창군,62.0,74.0,57.0,56.0,73.0,45.0,30.0,28.0,31.0,31.0,30.0,35.0,47.0
전라북도 군산시,60.0,56.0,50.0,51.0,69.0,40.0,32.0,28.0,32.0,37.0,42.0,48.0,45.0
전라북도 남원시,64.0,58.0,60.0,52.0,64.0,46.0,38.0,30.0,35.0,35.0,46.0,45.0,48.0
전라북도 익산시,61.0,68.0,65.0,65.0,77.0,52.0,40.0,35.0,46.0,51.0,55.0,31.0,56.0
전라북도 전주시,77.0,75.0,66.0,65.0,73.0,52.0,37.0,30.0,36.0,37.0,46.0,47.0,54.0
전라북도 정읍시,71.0,75.0,60.0,59.0,75.0,54.0,36.0,30.0,35.0,37.0,46.0,39.0,53.0
제주특별자치도 서귀포시,56.0,43.0,55.0,46.0,70.0,46.0,31.0,22.0,32.0,38.0,37.0,42.0,43.0
제주특별자치도 제주시,56.0,48.0,58.0,52.0,80.0,54.0,42.0,36.0,34.0,38.0,40.0,50.0,49.0
충청남도 당진시,54.0,59.0,46.0,48.0,61.0,40.0,33.0,26.0,26.0,31.0,30.0,30.0,41.0
충청남도 서산시,42.0,44.0,44.0,46.0,59.0,37.0,32.0,30.0,30.0,32.0,34.0,39.0,39.0
충청남도 아산시,55.0,56.0,54.0,55.0,65.0,40.0,35.0,37.0,40.0,48.0,28.0,25.0,47.0
충청남도 천안시,60.0,63.0,60.0,59.0,64.0,40.0,36.0,25.0,32.0,36.0,44.0,44.0,47.0
충청북도 단양군,65.0,52.0,58.0,55.0,57.0,39.0,35.0,31.0,31.0,32.0,43.0,46.0,45.0
충청북도 제천시,81.0,63.0,74.0,72.0,74.0,51.0,41.0,32.0,36.0,38.0,50.0,37.0,56.0
충청북도 청주시,62.0,68.0,67.0,64.0,71.0,48.0,39.0,27.0,33.0,38.0,55.0,55.0,52.0
충청북도 충주시,74.0,62.0,69.0,66.0,72.0,44.0,32.0,26.0,30.0,33.0,47.0,18.0,50.0
