address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경상남도 김해시,38.0,42.0,34.0,52.0,39.0,38.0,33.0,26.0,27.0,33.0,57.0,48.0,38.0
경상남도 밀양시,43.0,44.0,38.0,56.0,41.0,40.0,31.0,0.0,28.0,32.0,50.0,42.0,37.0
경상남도 사천시,38.0,45.0,38.0,50.0,34.0,33.0,27.0,20.0,22.0,28.0,43.0,36.0,34.0
경상남도 양산시,47.0,56.0,45.0,69.0,48.0,44.0,39.0,30.0,32.0,34.0,52.0,42.0,45.0
경상남도 진주시,42.0,47.0,44.0,58.0,44.0,46.0,38.0,32.0,28.0,30.0,45.0,38.0,41.0
경상남도 창원시,46.0,51.0,44.0,63.0,43.0,42.0,36.0,27.0,28.0,34.0,57.0,47.0,43.0
경상남도 통영시,39.0,48.0,45.0,62.0,43.0,41.0,34.0,0.0,30.0,35.0,49.0,41.0,39.0
경상남도 하동군,45.0,50.0,42.0,61.0,35.0,28.0,18.0,13.0,15.0,27.0,34.0,25.0,33.0
경상북도 경산시,44.0,57.0,52.0,59.0,41.0,36.0,32.0,20.0,24.0,35.0,61.0,50.0,42.0
경상북도 경주시,43.0,44.0,38.0,57.0,47.0,38.0,31.0,21.0,25.0,30.0,51.0,39.0,39.0
경상북도 구미시,52.0,57.0,53.0,69.0,50.0,41.0,32.0,28.0,30.0,42.0,74.0,60.0,48.0
경상북도 김천시,51.0,66.0,64.0,77.0,58.0,47.0,31.0,27.0,33.0,47.0,77.0,59.0,53.0
경상북도 상주시,44.0,40.0,45.0,53.0,40.0,29.0,20.0,17.0,21.0,28.0,49.0,40.0,35.0
경상북도 안동시,48.0,45.0,47.0,54.0,41.0,33.0,26.0,21.0,27.0,32.0,44.0,0.0,38.0
경상북도 영주시,56.0,56.0,47.0,58.0,52.0,40.0,30.0,24.0,32.0,43.0,79.0,71.0,47.0
경상북도 칠곡군,43.0,47.0,38.0,55.0,40.0,35.0,25.0,19.0,21.0,28.0,50.0,43.0,36.0
경상북도 포항시,47.0,49.0,45.0,64.0,50.0,40.0,37.0,24.0,27.0,31.0,48.0,38.0,42.0
광주광역시 광산구,40.0,46.0,47.0,54.0,38.0,38.0,24.0,22.0,23.0,34.0,54.0,40.0,38.0
광주광역시 남구,50.0,55.0,51.0,60.0,43.0,44.0,29.0,27.0,28.0,37.0,63.0,50.0,44.0
광주광역시 동구,51.0,56.0,52.0,59.0,42.0,43.0,26.0,25.0,26.0,35.0,58.0,48.0,43.0
광주광역시 북구,44.0,50.0,46.0,54.0,39.0,42.0,27.0,25.0,26.0,29.0,63.0,40.0,40.0
광주광역시 서구,45.0,50.0,48.0,59.0,43.0,41.0,26.0,24.0,25.0,35.0,60.0,47.0,41.0
대구광역시 남구,53.0,53.0,48.0,60.0,42.0,37.0,26.0,20.0,23.0,33.0,60.0,50.0,41.0
대구광역시 달서구,20.0,22.0,46.0,53.0,38.0,35.0,29.0,22.0,23.0,30.0,44.0,42.0,33.0
대구광역시 달성군,34.0,38.0,30.0,47.0,31.0,30.0,27.0,21.0,23.0,29.0,48.0,40.0,33.0
대구광역시 동구,44.0,46.0,41.0,56.0,40.0,34.0,27.0,22.0,27.0,36.0,58.0,50.0,39.0
대구광역시 북구,52.0,54.0,45.0,58.0,44.0,40.0,28.0,22.0,26.0,17.0,28.0,47.0,38.0
대구광역시 서구,51.0,54.0,50.0,64.0,47.0,44.0,31.0,26.0,31.0,39.0,67.0,53.0,46.0
대구광역시 수성구,30.0,30.0,30.0,53.0,40.0,34.0,25.0,20.0,22.0,30.0,55.0,47.0,34.0
대구광역시 중구,50.0,51.0,47.0,55.0,42.0,39.0,28.0,22.0,22.0,31.0,60.0,50.0,41.0
대전광역시 대덕구,64.0,66.0,58.0,68.0,52.0,42.0,30.0,24.0,24.0,40.0,78.0,62.0,50.0
대전광역시 동구,32.0,31.0,31.0,34.0,30.0,20.0,13.0,12.0,12.0,15.0,28.0,49.0,23.0
대전광역시 서구,54.0,54.0,48.0,56.0,45.0,40.0,30.0,22.0,18.0,26.0,55.0,42.0,41.0
대전광역시 유성구,33.0,33.0,32.0,35.0,27.0,24.0,14.0,13.0,14.0,19.0,40.0,52.0,26.0
대전광역시 중구,52.0,52.0,45.0,54.0,41.0,31.0,22.0,19.0,19.0,27.0,59.0,48.0,38.0
부산광역시 강서구,48.0,54.0,46.0,63.0,44.0,44.0,42.0,32.0,28.0,36.0,56.0,48.0,45.0
부산광역시 금정구,43.0,52.0,44.0,66.0,46.0,44.0,42.0,32.0,30.0,29.0,39.0,34.0,42.0
부산광역시 기장군,34.0,44.0,36.0,58.0,40.0,37.0,34.0,24.0,24.0,27.0,41.0,34.0,36.0
부산광역시 남구,39.0,46.0,36.0,58.0,41.0,38.0,33.0,24.0,24.0,28.0,41.0,35.0,37.0
부산광역시 동구,35.0,41.0,37.0,60.0,48.0,43.0,38.0,29.0,21.0,24.0,37.0,28.0,38.0
부산광역시 동래구,58.0,67.0,55.0,70.0,45.0,42.0,36.0,28.0,28.0,33.0,47.0,40.0,46.0
부산광역시 부산진구,50.0,58.0,53.0,66.0,43.0,37.0,45.0,29.0,21.0,28.0,48.0,42.0,43.0
부산광역시 북구,39.0,44.0,39.0,57.0,39.0,41.0,48.0,34.0,27.0,34.0,53.0,47.0,41.0
부산광역시 사상구,30.0,32.0,25.0,32.0,22.0,20.0,20.0,26.0,27.0,36.0,54.0,50.0,29.0
부산광역시 사하구,61.0,62.0,46.0,66.0,47.0,44.0,38.0,30.0,28.0,41.0,60.0,54.0,48.0
부산광역시 서구,44.0,51.0,40.0,62.0,42.0,40.0,33.0,28.0,23.0,31.0,47.0,41.0,40.0
부산광역시 수영구,52.0,62.0,50.0,72.0,54.0,49.0,36.0,30.0,30.0,35.0,47.0,37.0,47.0
부산광역시 연제구,52.0,0.0,62.0,72.0,43.0,36.0,30.0,23.0,24.0,30.0,45.0,39.0,38.0
부산광역시 영도구,36.0,45.0,38.0,55.0,39.0,40.0,39.0,28.0,27.0,31.0,42.0,34.0,38.0
부산광역시 중구,44.0,50.0,42.0,64.0,47.0,40.0,35.0,28.0,27.0,36.0,52.0,42.0,42.0
부산광역시 해운대구,41.0,51.0,44.0,63.0,45.0,40.0,35.0,23.0,22.0,25.0,39.0,33.0,39.0
서울특별시 강남구,43.0,50.0,47.0,47.0,37.0,32.0,21.0,19.0,16.0,24.0,48.0,40.0,35.0
서울특별시 강동구,56.0,59.0,57.0,65.0,45.0,39.0,30.0,25.0,23.0,33.0,57.0,44.0,44.0
서울특별시 강북구,47.0,50.0,50.0,48.0,37.0,32.0,25.0,21.0,16.0,19.0,39.0,43.0,35.0
서울특별시 강서구,52.0,52.0,52.0,48.0,39.0,34.0,23.0,20.0,18.0,27.0,55.0,48.0,38.0
서울특별시 관악구,47.0,48.0,57.0,57.0,50.0,44.0,26.0,25.0,25.0,35.0,61.0,47.0,43.0
서울특별시 광진구,53.0,53.0,45.0,54.0,44.0,39.0,24.0,23.0,20.0,29.0,52.0,40.0,40.0
서울특별시 구로구,59.0,58.0,61.0,59.0,45.0,40.0,21.0,21.0,22.0,33.0,59.0,43.0,43.0
서울특별시 금천구,50.0,50.0,52.0,48.0,42.0,38.0,27.0,24.0,22.0,27.0,49.0,41.0,39.0
서울특별시 노원구,52.0,54.0,52.0,50.0,39.0,33.0,26.0,23.0,21.0,28.0,49.0,45.0,39.0
서울특별시 도봉구,54.0,58.0,57.0,57.0,40.0,37.0,26.0,24.0,21.0,27.0,53.0,40.0,41.0
서울특별시 동대문구,55.0,50.0,49.0,46.0,37.0,30.0,21.0,17.0,15.0,24.0,48.0,40.0,36.0
서울특별시 동작구,52.0,53.0,50.0,47.0,42.0,37.0,28.0,25.0,21.0,29.0,53.0,44.0,40.0
서울특별시 마포구,52.0,53.0,56.0,57.0,48.0,42.0,21.0,20.0,23.0,35.0,63.0,50.0,43.0
서울특별시 서대문구,64.0,57.0,51.0,54.0,47.0,39.0,22.0,21.0,21.0,27.0,51.0,43.0,41.0
서울특별시 서초구,58.0,54.0,62.0,64.0,43.0,39.0,21.0,21.0,22.0,31.0,56.0,41.0,43.0
서울특별시 성동구,53.0,57.0,56.0,61.0,45.0,41.0,24.0,24.0,21.0,29.0,50.0,45.0,42.0
서울특별시 성북구,50.0,55.0,52.0,57.0,48.0,38.0,27.0,25.0,23.0,28.0,50.0,43.0,41.0
서울특별시 송파구,57.0,58.0,52.0,58.0,44.0,37.0,24.0,22.0,19.0,29.0,65.0,49.0,42.0
서울특별시 양천구,47.0,49.0,49.0,44.0,38.0,34.0,25.0,23.0,19.0,26.0,50.0,45.0,37.0
서울특별시 영등포구,57.0,60.0,59.0,58.0,53.0,48.0,30.0,31.0,31.0,41.0,54.0,47.0,47.0
서울특별시 용산구,48.0,47.0,59.0,48.0,36.0,32.0,23.0,19.0,14.0,21.0,42.0,35.0,35.0
서울특별시 은평구,51.0,55.0,53.0,51.0,47.0,36.0,23.0,24.0,22.0,29.0,54.0,42.0,40.0
서울특별시 종로구,45.0,46.0,46.0,44.0,36.0,31.0,23.0,20.0,18.0,25.0,49.0,41.0,35.0
서울특별시 중구,45.0,45.0,45.0,43.0,38.0,34.0,25.0,23.0,18.0,26.0,49.0,42.0,36.0
서울특별시 중랑구,55.0,49.0,48.0,46.0,35.0,29.0,20.0,18.0,15.0,22.0,45.0,37.0,35.0
세종특별자치시 세종특별자치시,26.0,25.0,23.0,27.0,22.0,27.0,20.0,24.0,23.0,31.0,57.0,54.0,28.0
울산광역시 남구,38.0,45.0,39.0,64.0,45.0,42.0,33.0,25.0,28.0,33.0,48.0,35.0,40.0
울산광역시 동구,22.0,26.0,23.0,32.0,24.0,22.0,34.0,22.0,24.0,27.0,43.0,32.0,27.0
울산광역시 북구,23.0,52.0,43.0,66.0,46.0,43.0,40.0,24.0,23.0,33.0,51.0,38.0,40.0
울산광역시 울주군,32.0,49.0,41.0,64.0,46.0,41.0,41.0,28.0,27.0,30.0,46.0,37.0,40.0
울산광역시 중구,40.0,44.0,38.0,62.0,45.0,46.0,19.0,20.0,22.0,26.0,42.0,32.0,37.0
인천광역시 강화군,51.0,55.0,52.0,48.0,40.0,32.0,20.0,24.0,23.0,29.0,47.0,48.0,38.0
인천광역시 계양구,46.0,48.0,56.0,54.0,49.0,42.0,25.0,24.0,35.0,43.0,57.0,41.0,44.0
인천광역시 남구,45.0,46.0,46.0,42.0,36.0,32.0,25.0,25.0,24.0,32.0,57.0,46.0,37.0
인천광역시 남동구,52.0,53.0,48.0,47.0,42.0,36.0,28.0,28.0,22.0,33.0,58.0,46.0,41.0
인천광역시 동구,50.0,49.0,50.0,45.0,39.0,34.0,30.0,29.0,25.0,37.0,64.0,52.0,41.0
인천광역시 부평구,40.0,40.0,41.0,43.0,35.0,30.0,22.0,22.0,20.0,30.0,54.0,43.0,34.0
인천광역시 서구,37.0,39.0,50.0,45.0,38.0,32.0,25.0,28.0,24.0,31.0,53.0,44.0,37.0
인천광역시 연수구,21.0,22.0,46.0,42.0,36.0,34.0,28.0,26.0,23.0,32.0,57.0,44.0,33.0
인천광역시 중구,53.0,54.0,53.0,54.0,45.0,18.0,27.0,25.0,23.0,32.0,56.0,44.0,40.0
전라남도 광양시,34.0,32.0,28.0,38.0,36.0,37.0,31.0,29.0,26.0,24.0,28.0,24.0,31.0
전라남도 나주시,43.0,45.0,44.0,52.0,35.0,41.0,19.0,20.0,27.0,34.0,52.0,33.0,37.0
전라남도 담양군,41.0,44.0,46.0,53.0,41.0,40.0,22.0,21.0,27.0,30.0,53.0,44.0,38.0
전라남도 목포시,44.0,40.0,39.0,52.0,37.0,38.0,30.0,26.0,25.0,32.0,52.0,46.0,38.0
전라남도 순천시,37.0,43.0,40.0,53.0,36.0,34.0,25.0,24.0,15.0,28.0,44.0,36.0,34.0
전라남도 여수시,19.0,21.0,19.0,27.0,18.0,17.0,14.0,19.0,18.0,24.0,36.0,27.0,21.0
전라남도 영광군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,42.0,5.0
전라남도 영암군,44.0,45.0,41.0,47.0,37.0,36.0,31.0,28.0,24.0,32.0,51.0,42.0,38.0
전라남도 장성군,37.0,44.0,44.0,50.0,35.0,32.0,21.0,17.0,22.0,31.0,51.0,34.0,35.0
전라남도 해남군,0.0,0.0,0.0,0.0,36.0,36.0,23.0,21.0,23.0,32.0,45.0,32.0,20.0
전라북도 고창군,18.0,18.0,17.0,17.0,14.0,13.0,5.0,5.0,7.0,14.0,24.0,29.0,14.0
전라북도 군산시,48.0,51.0,49.0,57.0,45.0,41.0,28.0,28.0,25.0,38.0,58.0,45.0,43.0
전라북도 김제시,63.0,66.0,66.0,73.0,59.0,64.0,40.0,20.0,21.0,29.0,63.0,49.0,51.0
전라북도 남원시,67.0,74.0,65.0,60.0,35.0,36.0,22.0,21.0,22.0,31.0,57.0,49.0,45.0
전라북도 무주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,21.0,44.0,35.0,9.0
전라북도 부안군,71.0,73.0,68.0,58.0,42.0,41.0,23.0,24.0,28.0,42.0,69.0,49.0,49.0
전라북도 순창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,39.0,4.0
전라북도 완주군,0.0,68.0,55.0,56.0,35.0,34.0,18.0,18.0,18.0,27.0,59.0,41.0,35.0
전라북도 익산시,49.0,50.0,52.0,58.0,41.0,46.0,24.0,23.0,26.0,43.0,73.0,53.0,44.0
전라북도 임실군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,30.0,57.0,41.0,12.0
전라북도 장수군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
전라북도 전주시,32.0,35.0,34.0,35.0,32.0,30.0,19.0,21.0,22.0,31.0,58.0,42.0,32.0
전라북도 정읍시,27.0,28.0,27.0,28.0,20.0,20.0,23.0,26.0,26.0,34.0,62.0,47.0,29.0
전라북도 진안군,0.0,58.0,53.0,54.0,30.0,29.0,21.0,19.0,19.0,24.0,52.0,38.0,33.0
제주특별자치도 서귀포시,21.0,28.0,26.0,37.0,24.0,21.0,20.0,17.0,16.0,19.0,24.0,27.0,23.0
제주특별자치도 제주시,36.0,43.0,43.0,56.0,38.0,34.0,25.0,13.0,27.0,30.0,42.0,33.0,35.0
충청남도 계룡시,0.0,0.0,49.0,46.0,32.0,28.0,20.0,24.0,22.0,25.0,47.0,41.0,27.0
충청남도 공주시,47.0,42.0,44.0,47.0,37.0,33.0,25.0,24.0,21.0,27.0,55.0,44.0,37.0
충청남도 금산군,44.0,42.0,40.0,49.0,37.0,33.0,23.0,25.0,23.0,23.0,50.0,41.0,35.0
충청남도 논산시,53.0,53.0,47.0,52.0,40.0,38.0,26.0,22.0,19.0,33.0,55.0,45.0,40.0
충청남도 당진시,39.0,40.0,35.0,38.0,34.0,29.0,25.0,28.0,24.0,26.0,45.0,38.0,33.0
충청남도 보령시,22.0,20.0,23.0,23.0,19.0,32.0,20.0,22.0,20.0,30.0,59.0,42.0,26.0
충청남도 부여군,57.0,54.0,47.0,52.0,42.0,39.0,18.0,20.0,19.0,29.0,51.0,40.0,39.0
충청남도 서산시,31.0,31.0,28.0,30.0,39.0,31.0,22.0,26.0,23.0,29.0,51.0,39.0,31.0
충청남도 서천시,0.0,0.0,46.0,45.0,36.0,32.0,22.0,22.0,22.0,30.0,50.0,38.0,28.0
충청남도 아산시,23.0,21.0,63.0,57.0,50.0,41.0,22.0,25.0,23.0,37.0,72.0,51.0,39.0
충청남도 예산군,52.0,46.0,47.0,49.0,43.0,35.0,20.0,20.0,18.0,31.0,62.0,47.0,38.0
충청남도 천안시,56.0,52.0,53.0,54.0,41.0,35.0,16.0,16.0,14.0,31.0,71.0,52.0,40.0
충청남도 청양군,43.0,42.0,42.0,44.0,33.0,29.0,24.0,23.0,19.0,27.0,53.0,42.0,34.0
충청남도 태안군,48.0,48.0,44.0,48.0,40.0,36.0,24.0,26.0,21.0,26.0,45.0,33.0,37.0
충청남도 홍성군,54.0,44.0,50.0,51.0,42.0,38.0,18.0,21.0,21.0,31.0,60.0,43.0,39.0
충청북도 단양군,52.0,50.0,42.0,46.0,33.0,29.0,28.0,21.0,23.0,34.0,59.0,61.0,38.0
충청북도 영동군,0.0,0.0,0.0,48.0,41.0,35.0,35.0,27.0,28.0,34.0,57.0,47.0,28.0
충청북도 옥천군,46.0,47.0,43.0,50.0,39.0,34.0,27.0,27.0,27.0,32.0,62.0,52.0,39.0
충청북도 제천시,52.0,50.0,49.0,54.0,40.0,34.0,0.0,0.0,0.0,36.0,65.0,56.0,35.0
충청북도 증평군,0.0,0.0,0.0,60.0,49.0,44.0,24.0,23.0,21.0,44.0,59.0,48.0,29.0
충청북도 진천시,53.0,48.0,50.0,55.0,45.0,37.0,27.0,26.0,24.0,37.0,64.0,49.0,42.0
충청북도 청주시,48.0,43.0,43.0,47.0,37.0,34.0,31.0,25.0,26.0,32.0,57.0,43.0,38.0
충청북도 충주시,52.0,57.0,54.0,60.0,49.0,38.0,29.0,24.0,25.0,48.0,70.0,58.0,46.0
