address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경기도 시흥시,62.0,56.0,72.0,64.0,73.0,45.0,38.0,29.0,44.0,39.0,50.0,52.0,52.0
경기도 안산시,60.0,52.0,68.0,60.0,65.0,41.0,38.0,27.0,39.0,34.0,44.0,45.0,48.0
경기도 안성시,66.0,62.0,81.0,68.0,73.0,49.0,37.0,28.0,41.0,42.0,59.0,59.0,55.0
경기도 안양시,61.0,55.0,71.0,63.0,66.0,42.0,32.0,21.0,40.0,35.0,54.0,53.0,49.0
경기도 양주시,63.0,58.0,70.0,65.0,71.0,46.0,33.0,21.0,32.0,42.0,62.0,72.0,51.0
경기도 양평군,61.0,55.0,61.0,54.0,63.0,42.0,36.0,22.0,30.0,28.0,49.0,48.0,46.0
경기도 여주시,73.0,69.0,83.0,73.0,78.0,49.0,36.0,28.0,41.0,38.0,58.0,55.0,57.0
경기도 연천군,66.0,56.0,67.0,61.0,57.0,30.0,25.0,13.0,32.0,31.0,52.0,56.0,45.0
경기도 오산시,57.0,51.0,69.0,60.0,69.0,49.0,47.0,28.0,40.0,34.0,44.0,39.0,50.0
경기도 용인시,61.0,54.0,69.0,62.0,69.0,44.0,36.0,28.0,26.0,34.0,54.0,59.0,49.0
경기도 의왕시,61.0,55.0,66.0,58.0,66.0,44.0,37.0,27.0,40.0,36.0,50.0,52.0,49.0
경기도 의정부시,64.0,58.0,68.0,66.0,64.0,48.0,42.0,35.0,50.0,48.0,54.0,55.0,54.0
경기도 이천시,74.0,64.0,76.0,67.0,72.0,44.0,30.0,23.0,42.0,39.0,60.0,59.0,54.0
경기도 파주시,65.0,55.0,68.0,63.0,74.0,45.0,36.0,27.0,44.0,42.0,52.0,56.0,52.0
경기도 평택시,72.0,61.0,87.0,81.0,86.0,56.0,38.0,30.0,53.0,50.0,69.0,59.0,62.0
경기도 포천시,70.0,57.0,67.0,53.0,56.0,36.0,37.0,21.0,33.0,36.0,51.0,62.0,47.0
경기도 하남시,65.0,58.0,72.0,61.0,63.0,43.0,40.0,26.0,37.0,35.0,52.0,62.0,50.0
경기도 화성시,67.0,61.0,82.0,73.0,79.0,50.0,38.0,28.0,46.0,41.0,56.0,57.0,56.0
경상남도 거제시,39.0,37.0,46.0,52.0,56.0,40.0,37.0,30.0,37.0,33.0,44.0,37.0,41.0
경상남도 김해시,41.0,37.0,45.0,43.0,47.0,36.0,32.0,23.0,29.0,23.0,41.0,38.0,36.0
경상남도 밀양시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.0,5.0
경상남도 사천시,43.0,38.0,43.0,42.0,47.0,33.0,32.0,22.0,27.0,25.0,44.0,40.0,36.0
경상남도 양산시,50.0,45.0,54.0,55.0,58.0,43.0,38.0,30.0,38.0,34.0,52.0,47.0,45.0
경상남도 진주시,50.0,46.0,55.0,57.0,55.0,41.0,40.0,28.0,35.0,29.0,49.0,42.0,44.0
경상남도 창원시,47.0,43.0,51.0,54.0,57.0,46.0,41.0,34.0,34.0,30.0,50.0,46.0,44.0
경상남도 통영시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,4.0
경상남도 하동군,47.0,46.0,56.0,61.0,64.0,50.0,47.0,27.0,33.0,28.0,45.0,40.0,46.0
경상북도 경산시,53.0,44.0,51.0,51.0,55.0,41.0,34.0,23.0,33.0,30.0,55.0,49.0,43.0
경상북도 경주시,35.0,29.0,37.0,37.0,45.0,36.0,31.0,22.0,29.0,31.0,47.0,39.0,34.0
경상북도 구미시,52.0,42.0,48.0,48.0,51.0,36.0,30.0,22.0,34.0,32.0,51.0,50.0,41.0
경상북도 김천시,46.0,41.0,50.0,51.0,50.0,37.0,33.0,24.0,31.0,37.0,46.0,44.0,41.0
경상북도 상주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
경상북도 안동시,49.0,44.0,48.0,46.0,53.0,34.0,27.0,18.0,28.0,27.0,47.0,45.0,38.0
경상북도 영주시,63.0,54.0,53.0,52.0,55.0,34.0,28.0,23.0,31.0,32.0,57.0,52.0,44.0
경상북도 칠곡군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0
경상북도 포항시,41.0,37.0,45.0,42.0,50.0,34.0,29.0,14.0,32.0,32.0,47.0,44.0,37.0
광주광역시 광산구,44.0,38.0,51.0,57.0,62.0,38.0,28.0,26.0,32.0,32.0,46.0,40.0,41.0
광주광역시 남구,43.0,38.0,51.0,55.0,58.0,38.0,28.0,23.0,33.0,33.0,56.0,49.0,41.0
광주광역시 동구,46.0,37.0,49.0,53.0,53.0,32.0,17.0,22.0,34.0,34.0,56.0,49.0,39.0
광주광역시 북구,52.0,31.0,45.0,50.0,53.0,34.0,24.0,26.0,38.0,36.0,50.0,44.0,40.0
광주광역시 서구,45.0,35.0,50.0,51.0,53.0,31.0,19.0,17.0,29.0,28.0,48.0,42.0,37.0
대구광역시 남구,49.0,43.0,51.0,55.0,59.0,41.0,34.0,23.0,35.0,33.0,58.0,53.0,44.0
대구광역시 달서구,42.0,34.0,39.0,44.0,48.0,36.0,32.0,22.0,31.0,28.0,45.0,40.0,36.0
대구광역시 달성군,38.0,33.0,37.0,42.0,43.0,35.0,28.0,20.0,27.0,24.0,38.0,33.0,33.0
대구광역시 동구,51.0,42.0,46.0,47.0,52.0,38.0,36.0,26.0,20.0,20.0,51.0,44.0,39.0
대구광역시 북구,53.0,47.0,55.0,54.0,56.0,40.0,36.0,24.0,36.0,32.0,55.0,50.0,44.0
대구광역시 서구,54.0,48.0,56.0,60.0,61.0,43.0,37.0,28.0,44.0,38.0,60.0,52.0,48.0
대구광역시 수성구,46.0,36.0,43.0,44.0,47.0,36.0,32.0,24.0,0.0,0.0,49.0,44.0,32.0
대구광역시 중구,55.0,45.0,52.0,56.0,59.0,41.0,35.0,25.0,37.0,31.0,58.0,49.0,45.0
대전광역시 대덕구,56.0,50.0,60.0,62.0,64.0,42.0,32.0,25.0,44.0,42.0,60.0,50.0,49.0
대전광역시 동구,48.0,46.0,52.0,53.0,54.0,42.0,35.0,23.0,40.0,39.0,57.0,59.0,44.0
대전광역시 서구,42.0,40.0,49.0,55.0,62.0,40.0,32.0,22.0,31.0,29.0,44.0,48.0,41.0
대전광역시 유성구,53.0,46.0,56.0,62.0,68.0,46.0,32.0,24.0,38.0,35.0,50.0,45.0,46.0
대전광역시 중구,57.0,45.0,47.0,54.0,60.0,40.0,33.0,25.0,33.0,33.0,48.0,46.0,43.0
부산광역시 강서구,50.0,47.0,56.0,56.0,56.0,42.0,34.0,28.0,39.0,32.0,52.0,48.0,45.0
부산광역시 금정구,43.0,40.0,50.0,52.0,56.0,39.0,38.0,30.0,38.0,30.0,46.0,42.0,42.0
부산광역시 기장군,38.0,36.0,47.0,50.0,54.0,40.0,34.0,27.0,35.0,29.0,43.0,36.0,39.0
부산광역시 남구,47.0,42.0,53.0,55.0,62.0,44.0,41.0,33.0,38.0,26.0,43.0,39.0,44.0
부산광역시 동구,41.0,39.0,52.0,58.0,67.0,46.0,34.0,27.0,36.0,27.0,45.0,39.0,43.0
부산광역시 동래구,57.0,53.0,66.0,66.0,70.0,51.0,41.0,32.0,44.0,39.0,62.0,61.0,53.0
부산광역시 부산진구,43.0,41.0,52.0,58.0,58.0,41.0,43.0,27.0,39.0,29.0,48.0,47.0,44.0
부산광역시 북구,36.0,31.0,40.0,42.0,48.0,37.0,41.0,27.0,32.0,25.0,40.0,39.0,36.0
부산광역시 사상구,58.0,55.0,58.0,59.0,66.0,49.0,43.0,29.0,41.0,34.0,61.0,58.0,50.0
부산광역시 사하구,60.0,56.0,57.0,55.0,60.0,40.0,35.0,26.0,42.0,38.0,66.0,63.0,49.0
부산광역시 서구,42.0,38.0,49.0,52.0,57.0,41.0,36.0,27.0,37.0,28.0,47.0,44.0,41.0
부산광역시 수영구,33.0,31.0,43.0,44.0,0.0,50.0,39.0,30.0,40.0,38.0,58.0,53.0,37.0
부산광역시 연제구,51.0,47.0,59.0,55.0,50.0,45.0,42.0,24.0,45.0,38.0,60.0,58.0,47.0
부산광역시 영도구,37.0,35.0,47.0,53.0,55.0,34.0,28.0,29.0,43.0,31.0,49.0,36.0,40.0
부산광역시 중구,46.0,41.0,50.0,54.0,56.0,38.0,30.0,27.0,37.0,31.0,47.0,43.0,42.0
부산광역시 해운대구,41.0,39.0,49.0,56.0,61.0,43.0,37.0,29.0,39.0,32.0,46.0,42.0,43.0
서울특별시 강남구,58.0,51.0,64.0,57.0,62.0,43.0,35.0,22.0,33.0,27.0,41.0,42.0,45.0
서울특별시 강동구,61.0,54.0,67.0,63.0,71.0,44.0,31.0,21.0,35.0,32.0,47.0,55.0,48.0
서울특별시 강북구,45.0,37.0,50.0,45.0,52.0,31.0,30.0,17.0,25.0,22.0,40.0,49.0,36.0
서울특별시 강서구,56.0,49.0,65.0,60.0,71.0,44.0,36.0,25.0,41.0,36.0,40.0,35.0,48.0
서울특별시 관악구,49.0,43.0,55.0,59.0,64.0,48.0,35.0,23.0,32.0,28.0,37.0,45.0,43.0
서울특별시 광진구,53.0,46.0,58.0,52.0,55.0,34.0,33.0,20.0,26.0,25.0,45.0,51.0,41.0
서울특별시 구로구,55.0,47.0,63.0,57.0,66.0,42.0,31.0,22.0,35.0,30.0,40.0,55.0,44.0
서울특별시 금천구,48.0,42.0,56.0,49.0,63.0,42.0,32.0,20.0,28.0,26.0,40.0,47.0,41.0
서울특별시 노원구,51.0,42.0,53.0,50.0,57.0,38.0,35.0,23.0,30.0,33.0,45.0,52.0,42.0
서울특별시 도봉구,55.0,46.0,60.0,56.0,65.0,40.0,30.0,21.0,32.0,28.0,39.0,51.0,43.0
서울특별시 동대문구,58.0,50.0,64.0,51.0,56.0,34.0,28.0,22.0,35.0,31.0,42.0,58.0,43.0
서울특별시 동작구,47.0,41.0,54.0,49.0,52.0,38.0,37.0,24.0,33.0,32.0,45.0,51.0,41.0
서울특별시 마포구,51.0,45.0,62.0,55.0,59.0,37.0,34.0,19.0,29.0,25.0,33.0,45.0,41.0
서울특별시 서대문구,57.0,48.0,65.0,62.0,69.0,47.0,35.0,20.0,32.0,27.0,40.0,48.0,46.0
서울특별시 서초구,56.0,49.0,65.0,64.0,70.0,43.0,30.0,21.0,34.0,29.0,46.0,58.0,46.0
서울특별시 성동구,54.0,47.0,65.0,62.0,74.0,44.0,30.0,22.0,36.0,30.0,43.0,52.0,46.0
서울특별시 성북구,55.0,49.0,60.0,59.0,72.0,44.0,37.0,25.0,39.0,34.0,46.0,52.0,47.0
서울특별시 송파구,54.0,47.0,63.0,62.0,72.0,45.0,28.0,20.0,31.0,27.0,42.0,50.0,45.0
서울특별시 양천구,52.0,44.0,59.0,50.0,53.0,41.0,34.0,21.0,32.0,36.0,51.0,50.0,43.0
서울특별시 영등포구,53.0,49.0,70.0,62.0,71.0,46.0,37.0,26.0,41.0,36.0,48.0,54.0,49.0
서울특별시 용산구,46.0,40.0,52.0,47.0,50.0,43.0,36.0,20.0,28.0,24.0,35.0,48.0,38.0
서울특별시 은평구,53.0,43.0,61.0,60.0,72.0,45.0,33.0,19.0,29.0,25.0,39.0,50.0,44.0
서울특별시 종로구,50.0,42.0,55.0,50.0,55.0,35.0,31.0,20.0,28.0,27.0,41.0,45.0,39.0
서울특별시 중구,51.0,44.0,57.0,51.0,54.0,33.0,31.0,20.0,31.0,28.0,40.0,45.0,40.0
서울특별시 중랑구,57.0,49.0,62.0,59.0,70.0,43.0,36.0,21.0,29.0,26.0,37.0,50.0,44.0
세종특별자치시 세종특별자치시,52.0,47.0,57.0,58.0,64.0,44.0,36.0,28.0,40.0,38.0,50.0,47.0,47.0
울산광역시 남구,40.0,36.0,49.0,52.0,60.0,42.0,37.0,25.0,36.0,28.0,44.0,37.0,41.0
울산광역시 동구,44.0,42.0,57.0,59.0,67.0,44.0,41.0,21.0,32.0,28.0,46.0,40.0,44.0
울산광역시 북구,44.0,40.0,52.0,58.0,70.0,46.0,40.0,28.0,40.0,36.0,59.0,40.0,47.0
울산광역시 울주군,44.0,41.0,53.0,58.0,66.0,46.0,46.0,32.0,38.0,28.0,44.0,38.0,45.0
울산광역시 중구,21.0,19.0,25.0,26.0,30.0,24.0,23.0,14.0,15.0,26.0,42.0,40.0,24.0
인천광역시 강화군,44.0,40.0,55.0,49.0,55.0,35.0,32.0,26.0,42.0,36.0,39.0,50.0,41.0
인천광역시 계양구,56.0,52.0,68.0,66.0,72.0,48.0,41.0,0.0,37.0,34.0,44.0,48.0,47.0
인천광역시 남구,56.0,55.0,71.0,65.0,76.0,49.0,37.0,26.0,33.0,29.0,37.0,42.0,49.0
인천광역시 남동구,49.0,44.0,58.0,53.0,60.0,39.0,32.0,17.0,34.0,33.0,42.0,44.0,42.0
인천광역시 동구,50.0,44.0,58.0,52.0,57.0,34.0,38.0,25.0,36.0,32.0,39.0,44.0,42.0
인천광역시 부평구,45.0,40.0,53.0,50.0,53.0,40.0,40.0,25.0,31.0,26.0,34.0,38.0,40.0
인천광역시 서구,55.0,47.0,62.0,60.0,66.0,44.0,39.0,28.0,38.0,33.0,41.0,46.0,47.0
인천광역시 연수구,48.0,43.0,54.0,55.0,53.0,41.0,35.0,31.0,37.0,31.0,38.0,40.0,42.0
인천광역시 중구,60.0,54.0,72.0,66.0,68.0,44.0,36.0,32.0,46.0,40.0,44.0,49.0,51.0
전라남도 광양시,39.0,37.0,44.0,47.0,51.0,40.0,35.0,26.0,30.0,23.0,37.0,34.0,37.0
전라남도 목포시,41.0,38.0,49.0,50.0,54.0,34.0,32.0,30.0,36.0,34.0,44.0,40.0,40.0
전라남도 순천시,32.0,29.0,37.0,44.0,51.0,32.0,28.0,25.0,28.0,18.0,29.0,24.0,32.0
전라남도 여수시,33.0,30.0,39.0,42.0,50.0,30.0,27.0,23.0,23.0,18.0,30.0,25.0,31.0
전라남도 영암군,41.0,38.0,53.0,50.0,51.0,35.0,37.0,30.0,35.0,31.0,45.0,40.0,41.0
전라북도 고창군,56.0,45.0,58.0,60.0,53.0,32.0,24.0,23.0,36.0,38.0,46.0,44.0,43.0
전라북도 군산시,47.0,42.0,56.0,57.0,65.0,42.0,34.0,30.0,40.0,38.0,48.0,44.0,45.0
전라북도 김제시,49.0,43.0,61.0,58.0,64.0,46.0,29.0,28.0,38.0,41.0,52.0,42.0,46.0
전라북도 남원시,57.0,49.0,63.0,52.0,53.0,38.0,30.0,25.0,31.0,29.0,50.0,47.0,43.0
전라북도 부안군,46.0,40.0,57.0,61.0,68.0,43.0,28.0,26.0,40.0,44.0,56.0,45.0,46.0
전라북도 익산시,68.0,64.0,83.0,79.0,85.0,35.0,30.0,22.0,39.0,43.0,52.0,43.0,55.0
전라북도 전주시,62.0,55.0,71.0,66.0,67.0,49.0,37.0,30.0,40.0,37.0,59.0,48.0,52.0
전라북도 정읍시,50.0,40.0,55.0,58.0,59.0,37.0,23.0,22.0,35.0,36.0,48.0,39.0,42.0
제주특별자치도 서귀포시,16.0,16.0,18.0,22.0,20.0,16.0,12.0,13.0,12.0,24.0,36.0,31.0,19.0
제주특별자치도 제주시,38.0,39.0,47.0,60.0,50.0,40.0,30.0,29.0,38.0,30.0,44.0,37.0,40.0
충청남도 공주시,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,30.0,27.0,44.0,42.0,13.0
충청남도 금산군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
충청남도 논산시,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,37.0,39.0,49.0,48.0,17.0
충청남도 당진시,50.0,44.0,60.0,64.0,70.0,45.0,36.0,38.0,49.0,36.0,20.0,44.0,47.0
충청남도 보령시,0.0,0.0,0.0,0.0,0.0,0.0,33.0,22.0,38.0,35.0,46.0,44.0,16.0
충청남도 부여군,0.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,37.0,38.0,49.0,50.0,17.0
충청남도 서산시,38.0,38.0,54.0,61.0,72.0,46.0,30.0,29.0,42.0,37.0,40.0,36.0,44.0
충청남도 아산시,33.0,30.0,40.0,34.0,32.0,18.0,20.0,16.0,22.0,28.0,28.0,50.0,27.0
충청남도 예산군,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,38.0,40.0,49.0,46.0,16.0
충청남도 천안시,54.0,46.0,60.0,56.0,63.0,43.0,36.0,28.0,38.0,38.0,47.0,46.0,46.0
충청남도 청양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
충청남도 태안군,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,42.0,36.0,42.0,42.0,14.0
충청남도 홍성군,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,45.0,44.0,49.0,45.0,18.0
충청북도 단양군,54.0,48.0,51.0,48.0,52.0,38.0,28.0,19.0,32.0,27.0,47.0,48.0,40.0
충청북도 옥천군,0.0,0.0,0.0,53.0,53.0,35.0,21.0,16.0,28.0,26.0,44.0,42.0,25.0
충청북도 제천시,56.0,52.0,54.0,49.0,52.0,32.0,22.0,15.0,30.0,29.0,51.0,48.0,40.0
충청북도 진천시,54.0,47.0,59.0,56.0,59.0,40.0,30.0,24.0,35.0,32.0,47.0,44.0,44.0
충청북도 청주시,56.0,49.0,60.0,57.0,59.0,44.0,31.0,20.0,37.0,35.0,53.0,49.0,46.0
충청북도 충주시,56.0,55.0,56.0,54.0,58.0,42.0,26.0,11.0,35.0,32.0,52.0,48.0,43.0
