address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
부산광역시 중구,38.0,57.0,57.0,53.0,74.0,49.0,38.0,32.0,29.0,41.0,39.0,38.0,46.0
부산광역시 해운대구,26.0,41.0,42.0,41.0,57.0,31.0,26.0,22.0,21.0,30.0,28.0,28.0,33.0
서울특별시 강남구,48.0,82.0,70.0,60.0,76.0,45.0,29.0,30.0,34.0,47.0,38.0,46.0,51.0
서울특별시 강동구,42.0,70.0,62.0,55.0,72.0,41.0,26.0,25.0,28.0,40.0,36.0,46.0,45.0
서울특별시 강북구,36.0,65.0,57.0,51.0,56.0,35.0,26.0,26.0,25.0,33.0,30.0,32.0,40.0
서울특별시 강서구,48.0,78.0,70.0,57.0,76.0,45.0,28.0,28.0,32.0,47.0,44.0,50.0,50.0
서울특별시 관악구,47.0,82.0,71.0,59.0,74.0,47.0,30.0,30.0,29.0,44.0,39.0,44.0,50.0
서울특별시 광진구,47.0,77.0,64.0,56.0,72.0,44.0,27.0,26.0,29.0,42.0,39.0,52.0,48.0
서울특별시 구로구,44.0,78.0,69.0,57.0,74.0,44.0,28.0,29.0,29.0,49.0,41.0,45.0,49.0
서울특별시 금천구,37.0,65.0,54.0,50.0,68.0,51.0,31.0,30.0,28.0,35.0,27.0,39.0,43.0
서울특별시 노원구,33.0,60.0,52.0,47.0,61.0,39.0,27.0,28.0,29.0,45.0,38.0,50.0,42.0
서울특별시 도봉구,44.0,70.0,64.0,52.0,70.0,39.0,25.0,25.0,28.0,40.0,37.0,45.0,45.0
서울특별시 동대문구,46.0,78.0,70.0,58.0,255.0,42.0,27.0,28.0,31.0,47.0,42.0,50.0,66.0
서울특별시 동작구,43.0,74.0,60.0,56.0,72.0,47.0,31.0,25.0,27.0,39.0,36.0,41.0,46.0
서울특별시 마포구,50.0,83.0,71.0,58.0,79.0,47.0,29.0,27.0,31.0,45.0,41.0,50.0,51.0
서울특별시 서대문구,47.0,83.0,65.0,56.0,72.0,43.0,26.0,25.0,27.0,40.0,35.0,44.0,47.0
서울특별시 서초구,46.0,80.0,71.0,59.0,75.0,46.0,28.0,27.0,31.0,48.0,43.0,50.0,50.0
서울특별시 성동구,47.0,80.0,70.0,61.0,78.0,49.0,29.0,27.0,32.0,46.0,39.0,47.0,51.0
서울특별시 성북구,39.0,63.0,56.0,49.0,67.0,39.0,25.0,24.0,27.0,40.0,36.0,43.0,42.0
서울특별시 송파구,46.0,76.0,64.0,57.0,70.0,43.0,26.0,24.0,29.0,44.0,38.0,48.0,47.0
서울특별시 양천구,41.0,70.0,57.0,52.0,62.0,47.0,22.0,25.0,25.0,36.0,32.0,40.0,43.0
서울특별시 영등포구,47.0,80.0,71.0,59.0,79.0,46.0,29.0,27.0,31.0,46.0,40.0,47.0,50.0
서울특별시 용산구,47.0,78.0,71.0,58.0,76.0,45.0,29.0,28.0,30.0,41.0,38.0,47.0,49.0
서울특별시 은평구,44.0,72.0,68.0,56.0,74.0,45.0,28.0,26.0,28.0,40.0,35.0,46.0,47.0
서울특별시 종로구,42.0,71.0,54.0,58.0,72.0,42.0,27.0,26.0,29.0,43.0,38.0,47.0,46.0
서울특별시 중구,43.0,72.0,65.0,54.0,74.0,44.0,28.0,26.0,30.0,42.0,38.0,46.0,47.0
서울특별시 중랑구,46.0,79.0,72.0,60.0,74.0,43.0,28.0,27.0,30.0,41.0,37.0,48.0,49.0
울산광역시 남구,36.0,57.0,62.0,58.0,76.0,56.0,41.0,33.0,34.0,44.0,44.0,39.0,49.0
울산광역시 동구,46.0,64.0,55.0,49.0,62.0,41.0,35.0,32.0,32.0,45.0,40.0,41.0,46.0
울산광역시 북구,48.0,68.0,76.0,66.0,80.0,62.0,52.0,42.0,40.0,54.0,55.0,50.0,58.0
울산광역시 울주군,36.0,55.0,61.0,58.0,75.0,55.0,41.0,38.0,35.0,44.0,43.0,37.0,49.0
울산광역시 중구,39.0,63.0,62.0,58.0,74.0,56.0,45.0,37.0,39.0,48.0,52.0,47.0,52.0
인천광역시 강화군,42.0,69.0,65.0,56.0,72.0,39.0,27.0,29.0,33.0,47.0,44.0,43.0,48.0
인천광역시 계양구,44.0,68.0,74.0,64.0,87.0,51.0,35.0,37.0,42.0,21.0,18.0,18.0,49.0
인천광역시 남구,42.0,83.0,63.0,60.0,77.0,41.0,31.0,33.0,34.0,48.0,40.0,39.0,50.0
인천광역시 남동구,46.0,80.0,75.0,63.0,83.0,47.0,32.0,34.0,37.0,53.0,47.0,48.0,54.0
인천광역시 동구,52.0,79.0,59.0,50.0,70.0,59.0,47.0,44.0,47.0,62.0,56.0,61.0,57.0
인천광역시 부평구,45.0,84.0,71.0,64.0,87.0,50.0,34.0,34.0,37.0,54.0,48.0,48.0,55.0
인천광역시 서구,38.0,63.0,55.0,50.0,66.0,43.0,32.0,32.0,33.0,46.0,54.0,56.0,47.0
인천광역시 연수구,50.0,81.0,78.0,68.0,97.0,49.0,37.0,38.0,44.0,59.0,50.0,49.0,59.0
인천광역시 중구,46.0,82.0,69.0,63.0,83.0,46.0,34.0,34.0,38.0,54.0,49.0,49.0,54.0
전라남도 광양시,39.0,65.0,52.0,54.0,72.0,55.0,44.0,38.0,32.0,36.0,35.0,34.0,47.0
전라남도 목포시,30.0,50.0,42.0,44.0,58.0,32.0,31.0,21.0,19.0,30.0,38.0,31.0,36.0
전라남도 순천시,25.0,47.0,40.0,40.0,60.0,38.0,28.0,29.0,30.0,38.0,34.0,31.0,37.0
전라남도 여수시,29.0,60.0,36.0,36.0,56.0,30.0,24.0,24.0,23.0,30.0,28.0,28.0,34.0
전라남도 영암군,33.0,64.0,52.0,56.0,70.0,49.0,38.0,36.0,35.0,41.0,41.0,40.0,47.0
전라북도 고창군,31.0,52.0,46.0,43.0,50.0,35.0,18.0,18.0,20.0,39.0,43.0,44.0,36.0
전라북도 군산시,44.0,72.0,68.0,67.0,91.0,51.0,32.0,33.0,36.0,49.0,49.0,48.0,54.0
전라북도 남원시,44.0,75.0,63.0,61.0,79.0,62.0,43.0,39.0,34.0,50.0,47.0,51.0,54.0
전라북도 익산시,27.0,45.0,45.0,44.0,50.0,42.0,23.0,20.0,13.0,58.0,56.0,52.0,38.0
전라북도 전주시,49.0,78.0,59.0,56.0,71.0,55.0,32.0,30.0,32.0,42.0,43.0,46.0,50.0
전라북도 정읍시,38.0,75.0,62.0,60.0,71.0,57.0,34.0,34.0,40.0,57.0,57.0,49.0,53.0
제주특별자치도 서귀포시,38.0,58.0,52.0,53.0,88.0,35.0,28.0,26.0,34.0,44.0,37.0,36.0,45.0
제주특별자치도 제주시,29.0,52.0,48.0,50.0,76.0,43.0,28.0,29.0,26.0,40.0,36.0,36.0,42.0
충청남도 당진시,36.0,64.0,60.0,54.0,76.0,44.0,30.0,32.0,36.0,52.0,42.0,35.0,48.0
충청남도 서산시,30.0,54.0,56.0,51.0,72.0,33.0,24.0,24.0,31.0,39.0,34.0,31.0,41.0
충청남도 아산시,31.0,59.0,66.0,52.0,67.0,42.0,23.0,24.0,29.0,47.0,40.0,44.0,44.0
충청남도 천안시,38.0,64.0,68.0,54.0,70.0,49.0,25.0,24.0,30.0,47.0,46.0,44.0,47.0
충청북도 단양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,43.0,53.0,10.0
충청북도 제천시,64.0,98.0,83.0,69.0,74.0,48.0,24.0,21.0,35.0,53.0,57.0,68.0,57.0
충청북도 청주시,61.0,97.0,83.0,70.0,74.0,54.0,31.0,29.0,36.0,57.0,54.0,59.0,59.0
충청북도 충주시,54.0,81.0,68.0,59.0,65.0,40.0,28.0,27.0,32.0,48.0,50.0,59.0,50.0
