일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-05 00:00:00,7,6,5,7,2,2,14,-,8,14,10,7,5,2,9,5,3,6,6,6,5,5,5,8,14,15,8,17,5,6,7,5,2,18
2022-06-05 01:00:00,6,9,8,8,3,2,20,-,17,14,15,9,11,5,9,6,4,9,6,10,9,14,7,12,13,11,10,18,5,8,12,7,4,13
2022-06-05 02:00:00,4,12,12,15,6,10,18,-,16,14,21,11,14,7,11,6,6,9,10,9,9,19,12,15,12,15,10,18,10,14,10,2,5,12
2022-06-05 03:00:00,9,7,9,10,6,6,14,-,8,18,20,7,7,5,7,4,10,5,8,6,7,9,13,10,8,10,11,17,8,7,8,2,5,12
2022-06-05 04:00:00,5,5,4,7,2,2,7,-,5,2,2,3,3,2,6,2,9,3,4,6,5,5,7,6,8,6,8,11,5,2,5,6,5,9
2022-06-05 05:00:00,2,8,2,3,3,2,4,-,3,3,3,3,6,2,5,2,5,2,4,5,2,3,2,2,4,2,3,11,3,2,5,5,6,13
2022-06-05 06:00:00,10,6,2,3,6,2,7,-,4,5,9,3,7,2,8,2,6,7,3,3,2,2,3,2,2,2,2,11,6,2,6,6,5,9
2022-06-05 07:00:00,9,7,7,8,7,2,9,-,6,5,8,7,6,2,7,6,8,11,6,10,2,6,10,5,8,10,2,12,6,6,6,16,6,8
2022-06-05 08:00:00,10,6,6,21,7,5,16,-,10,10,14,12,8,5,9,8,12,11,9,10,7,11,7,7,10,13,4,18,7,10,25,12,8,11
2022-06-05 09:00:00,8,16,7,19,8,11,8,-,9,8,14,8,8,5,15,11,14,17,9,12,8,7,12,7,10,9,8,17,15,13,12,15,11,17
2022-06-05 10:00:00,15,16,9,20,18,15,7,-,11,9,12,16,12,12,20,15,18,21,13,18,15,12,13,7,8,12,14,12,14,16,17,23,25,25
2022-06-05 11:00:00,12,11,9,24,13,12,14,-,11,15,15,17,16,29,10,10,15,28,16,19,20,19,17,9,10,17,16,22,10,19,18,25,15,19
2022-06-05 12:00:00,15,12,9,16,9,17,17,-,11,13,18,11,10,24,9,14,18,19,17,14,12,21,19,15,15,20,8,18,7,16,17,16,12,11
2022-06-05 13:00:00,11,8,9,11,9,7,16,-,13,11,20,11,13,23,14,11,18,18,15,16,15,15,12,13,14,13,12,19,10,11,11,15,11,17
2022-06-05 14:00:00,16,10,15,16,11,7,13,-,20,16,15,13,8,13,12,-,16,17,24,15,9,17,11,12,10,14,11,18,10,22,15,10,6,22
2022-06-05 15:00:00,15,9,15,16,11,14,11,-,21,18,30,20,15,54,11,-,14,14,13,23,20,27,21,17,14,23,17,23,17,28,26,35,5,38
2022-06-05 16:00:00,18,15,15,8,6,7,8,-,12,6,27,8,10,22,12,-,13,20,15,25,20,8,7,14,22,20,5,13,17,26,19,9,5,37
2022-06-05 17:00:00,13,7,6,4,7,2,9,-,9,7,10,7,8,6,9,-,9,5,8,9,7,4,6,7,4,6,7,11,16,9,8,7,6,11
2022-06-05 18:00:00,12,8,6,3,9,2,10,-,10,5,7,8,6,6,9,-,9,8,10,6,6,17,8,6,4,3,8,15,11,8,11,8,6,12
2022-06-05 19:00:00,8,8,5,5,9,2,9,-,7,8,4,7,14,8,14,-,9,11,6,3,5,5,11,6,7,10,8,14,7,6,9,14,5,9
2022-06-05 20:00:00,12,9,6,15,12,4,14,-,9,15,6,14,10,2,13,15,9,8,5,6,9,6,15,11,5,13,8,18,5,15,16,13,7,18
2022-06-05 21:00:00,8,6,9,14,12,9,7,-,10,9,15,18,15,13,9,10,11,14,11,12,13,13,14,11,7,18,12,14,8,16,20,17,8,25
2022-06-05 22:00:00,12,7,10,12,12,12,9,-,18,8,18,16,14,5,15,8,14,11,10,13,12,16,19,15,9,16,16,15,9,17,19,18,7,23
2022-06-05 23:00:00,11,5,7,11,6,11,11,-,11,10,7,7,9,5,10,3,7,10,15,12,12,16,10,6,10,6,9,15,9,11,8,9,5,24
