일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-16 00:00:00,36,30,31,34,35,28,29,29,37,27,52,28,32,25,40,27,32,35,36,31,33,31,30,21,22,29,28,35,26,32,37,35,27,49
2022-06-16 01:00:00,44,35,39,36,30,28,31,37,34,28,57,35,41,39,37,27,38,41,42,40,44,36,32,26,24,35,28,33,39,40,36,40,29,50
2022-06-16 02:00:00,49,41,33,40,35,34,36,38,38,34,55,37,37,30,42,32,40,39,42,50,50,35,39,30,33,41,34,39,36,32,42,42,29,60
2022-06-16 03:00:00,39,44,38,45,41,39,36,42,37,39,61,34,38,36,40,37,42,39,42,42,43,36,34,31,25,43,37,43,41,41,42,42,32,60
2022-06-16 04:00:00,45,46,39,41,35,36,39,44,38,32,63,39,39,37,43,36,36,46,42,35,47,37,39,36,28,35,36,44,38,40,39,40,36,62
2022-06-16 05:00:00,49,44,44,36,37,39,41,45,41,36,60,40,45,44,50,37,45,60,40,40,55,41,41,37,28,47,34,44,39,46,42,45,48,59
2022-06-16 06:00:00,57,48,45,44,37,40,39,45,41,40,63,39,39,35,57,37,53,58,43,42,56,40,43,41,35,44,33,43,42,44,44,46,52,60
2022-06-16 07:00:00,50,47,45,43,35,41,38,42,46,43,65,44,46,41,46,41,48,65,43,41,52,37,39,37,31,44,40,46,36,46,47,61,41,58
2022-06-16 08:00:00,42,39,44,44,39,45,40,42,50,41,59,37,41,34,45,39,48,56,43,43,48,45,45,42,29,46,41,49,38,50,49,53,42,61
2022-06-16 09:00:00,44,32,44,38,40,38,43,39,48,44,53,37,45,37,41,33,40,70,48,37,49,43,39,42,35,55,41,48,39,48,47,45,41,60
2022-06-16 10:00:00,46,37,47,40,35,33,39,34,48,47,55,40,49,39,47,36,44,78,50,45,52,43,48,40,30,48,41,51,35,52,48,48,41,56
2022-06-16 11:00:00,53,38,42,43,36,43,41,30,51,36,52,44,44,45,49,37,45,72,44,69,48,47,47,41,34,56,43,44,37,56,40,50,41,58
2022-06-16 12:00:00,51,40,53,43,39,31,42,34,46,42,57,44,42,47,48,38,44,52,45,41,46,55,44,44,35,54,37,41,40,56,52,48,42,48
2022-06-16 13:00:00,42,37,95,47,39,42,43,36,41,33,48,44,41,51,43,39,44,62,43,41,43,47,38,40,34,48,43,48,37,49,38,49,37,59
2022-06-16 14:00:00,41,33,42,47,41,42,43,29,51,42,62,40,37,39,48,38,42,56,44,107,43,55,44,43,35,51,45,50,42,48,49,50,42,63
2022-06-16 15:00:00,55,40,39,39,38,34,50,27,42,43,56,41,45,45,47,41,49,51,49,43,59,43,37,38,37,46,47,43,34,101,50,51,38,64
2022-06-16 16:00:00,53,38,40,49,30,38,46,29,45,41,62,41,34,54,42,33,45,61,46,45,53,42,46,43,39,47,41,50,32,111,49,54,45,63
2022-06-16 17:00:00,50,48,45,38,39,39,44,38,47,42,55,44,30,53,37,40,51,56,53,82,62,44,47,45,40,45,38,49,29,48,52,60,49,62
2022-06-16 18:00:00,35,47,40,41,43,39,41,35,42,43,66,39,32,53,38,40,46,44,45,119,45,46,40,42,40,41,36,48,31,51,52,54,49,43
2022-06-16 19:00:00,45,37,38,39,39,35,40,34,46,33,19,39,36,49,43,34,40,39,39,33,50,49,42,38,35,40,37,50,35,37,42,55,40,46
2022-06-16 20:00:00,47,34,37,40,30,34,38,34,39,36,39,38,39,42,36,35,41,35,34,31,44,47,35,28,30,41,43,41,33,39,42,49,43,42
2022-06-16 21:00:00,39,29,36,35,31,27,37,34,42,31,33,31,32,32,34,31,34,43,36,38,35,45,31,29,34,40,41,45,29,38,42,41,32,42
2022-06-16 22:00:00,67,29,34,27,29,35,36,30,35,30,31,29,30,21,30,33,32,36,34,28,31,46,29,28,34,30,38,41,27,32,31,30,29,38
2022-06-16 23:00:00,40,31,32,33,32,27,33,32,35,31,48,32,27,37,35,25,34,28,31,35,37,40,29,26,33,30,32,39,38,39,39,30,32,39
