address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경기도 안양시,57.0,51.0,51.0,54.0,58.0,46.0,36.0,29.0,35.0,40.0,46.0,42.0,46.0
경기도 양주시,130.0,101.0,65.0,78.0,80.0,59.0,43.0,35.0,51.0,65.0,80.0,87.0,72.0
경기도 양평군,71.0,61.0,49.0,53.0,50.0,39.0,29.0,19.0,24.0,35.0,47.0,45.0,43.0
경기도 여주시,84.0,70.0,68.0,72.0,74.0,56.0,41.0,26.0,41.0,57.0,75.0,74.0,60.0
경기도 연천군,73.0,62.0,53.0,55.0,56.0,37.0,26.0,20.0,25.0,37.0,52.0,49.0,45.0
경기도 오산시,64.0,56.0,61.0,60.0,70.0,56.0,45.0,35.0,43.0,42.0,49.0,45.0,53.0
경기도 용인시,68.0,59.0,58.0,60.0,64.0,50.0,35.0,28.0,38.0,43.0,55.0,54.0,51.0
경기도 의왕시,64.0,59.0,58.0,61.0,64.0,50.0,36.0,28.0,38.0,43.0,50.0,48.0,50.0
경기도 의정부시,56.0,54.0,46.0,46.0,45.0,38.0,32.0,26.0,29.0,33.0,40.0,41.0,40.0
경기도 이천시,79.0,72.0,68.0,75.0,76.0,65.0,52.0,37.0,42.0,49.0,55.0,59.0,61.0
경기도 파주시,70.0,66.0,61.0,67.0,74.0,53.0,37.0,34.0,42.0,52.0,58.0,53.0,56.0
경기도 평택시,65.0,54.0,66.0,66.0,83.0,63.0,38.0,30.0,48.0,54.0,62.0,59.0,57.0
경기도 포천시,66.0,58.0,50.0,52.0,48.0,32.0,18.0,14.0,20.0,29.0,38.0,40.0,39.0
경기도 하남시,69.0,56.0,50.0,54.0,48.0,31.0,22.0,17.0,23.0,28.0,36.0,34.0,39.0
경기도 화성시,61.0,52.0,55.0,55.0,67.0,51.0,37.0,31.0,41.0,44.0,55.0,51.0,50.0
경상남도 거제시,44.0,45.0,49.0,51.0,51.0,35.0,29.0,30.0,34.0,42.0,48.0,37.0,42.0
경상남도 김해시,46.0,48.0,46.0,46.0,48.0,37.0,39.0,29.0,33.0,42.0,48.0,40.0,42.0
경상남도 양산시,43.0,44.0,46.0,51.0,56.0,44.0,39.0,36.0,36.0,40.0,22.0,24.0,42.0
경상남도 진주시,48.0,46.0,49.0,50.0,54.0,39.0,36.0,28.0,32.0,41.0,48.0,38.0,43.0
경상남도 창원시,46.0,44.0,48.0,51.0,54.0,37.0,34.0,27.0,32.0,42.0,40.0,35.0,41.0
경상남도 하동군,42.0,39.0,49.0,50.0,54.0,40.0,35.0,30.0,32.0,38.0,44.0,30.0,41.0
경상북도 경산시,0.0,0.0,0.0,45.0,43.0,31.0,29.0,21.0,21.0,31.0,40.0,39.0,24.0
경상북도 경주시,47.0,45.0,45.0,51.0,53.0,43.0,51.0,44.0,30.0,39.0,42.0,35.0,45.0
경상북도 구미시,55.0,56.0,53.0,55.0,52.0,39.0,36.0,26.0,37.0,50.0,58.0,52.0,47.0
경상북도 김천시,59.0,58.0,55.0,55.0,57.0,48.0,43.0,34.0,38.0,45.0,51.0,44.0,49.0
경상북도 안동시,58.0,48.0,48.0,50.0,40.0,27.0,23.0,15.0,20.0,30.0,44.0,35.0,37.0
경상북도 영주시,74.0,63.0,61.0,69.0,55.0,38.0,37.0,27.0,33.0,43.0,57.0,56.0,51.0
경상북도 포항시,44.0,48.0,51.0,56.0,55.0,40.0,39.0,33.0,33.0,43.0,47.0,37.0,44.0
광주광역시 광산구,52.0,44.0,49.0,47.0,59.0,40.0,27.0,28.0,40.0,48.0,52.0,40.0,44.0
광주광역시 남구,42.0,38.0,44.0,43.0,54.0,34.0,23.0,20.0,29.0,37.0,42.0,29.0,37.0
광주광역시 동구,45.0,41.0,46.0,47.0,58.0,31.0,22.0,21.0,25.0,30.0,34.0,20.0,36.0
광주광역시 북구,45.0,39.0,44.0,44.0,55.0,36.0,24.0,20.0,30.0,36.0,42.0,30.0,38.0
광주광역시 서구,38.0,35.0,40.0,41.0,52.0,32.0,21.0,19.0,29.0,35.0,37.0,25.0,34.0
대구광역시 남구,38.0,34.0,33.0,35.0,38.0,30.0,24.0,24.0,24.0,35.0,43.0,34.0,33.0
대구광역시 달서구,53.0,50.0,48.0,47.0,48.0,34.0,32.0,24.0,31.0,45.0,48.0,41.0,42.0
대구광역시 달성군,36.0,37.0,37.0,43.0,45.0,33.0,29.0,21.0,28.0,38.0,38.0,28.0,35.0
대구광역시 동구,58.0,54.0,54.0,52.0,50.0,36.0,32.0,26.0,30.0,43.0,49.0,48.0,44.0
대구광역시 북구,52.0,51.0,51.0,54.0,52.0,41.0,38.0,30.0,34.0,44.0,32.0,49.0,44.0
대구광역시 서구,53.0,55.0,55.0,58.0,59.0,46.0,47.0,38.0,38.0,52.0,56.0,53.0,51.0
대구광역시 수성구,57.0,52.0,54.0,52.0,52.0,38.0,36.0,30.0,32.0,42.0,45.0,41.0,45.0
대구광역시 중구,50.0,46.0,44.0,45.0,45.0,31.0,29.0,22.0,26.0,40.0,45.0,42.0,38.0
대전광역시 대덕구,55.0,48.0,48.0,51.0,54.0,38.0,30.0,20.0,32.0,40.0,52.0,44.0,43.0
대전광역시 동구,60.0,51.0,52.0,53.0,56.0,38.0,27.0,19.0,30.0,29.0,35.0,47.0,41.0
대전광역시 서구,42.0,38.0,40.0,46.0,50.0,33.0,24.0,18.0,26.0,32.0,40.0,32.0,35.0
대전광역시 유성구,56.0,48.0,52.0,52.0,57.0,42.0,30.0,20.0,26.0,34.0,46.0,43.0,42.0
대전광역시 중구,45.0,42.0,40.0,45.0,48.0,31.0,24.0,16.0,27.0,29.0,37.0,17.0,35.0
부산광역시 강서구,54.0,54.0,54.0,60.0,64.0,42.0,44.0,36.0,42.0,54.0,58.0,48.0,51.0
부산광역시 금정구,38.0,38.0,39.0,46.0,52.0,34.0,36.0,28.0,30.0,34.0,40.0,27.0,38.0
부산광역시 기장군,38.0,38.0,24.0,50.0,54.0,33.0,26.0,21.0,26.0,36.0,45.0,32.0,36.0
부산광역시 남구,45.0,48.0,48.0,42.0,54.0,59.0,46.0,46.0,27.0,33.0,40.0,26.0,44.0
부산광역시 동구,33.0,36.0,39.0,47.0,52.0,32.0,37.0,29.0,30.0,36.0,41.0,26.0,37.0
부산광역시 동래구,52.0,52.0,52.0,65.0,68.0,44.0,53.0,49.0,42.0,46.0,51.0,35.0,52.0
부산광역시 부산진구,46.0,45.0,44.0,51.0,55.0,34.0,41.0,38.0,37.0,38.0,43.0,33.0,43.0
부산광역시 북구,46.0,50.0,49.0,58.0,64.0,42.0,46.0,39.0,38.0,36.0,43.0,36.0,46.0
부산광역시 사상구,62.0,62.0,58.0,66.0,71.0,50.0,60.0,50.0,47.0,54.0,65.0,54.0,59.0
부산광역시 사하구,71.0,74.0,65.0,69.0,71.0,46.0,51.0,42.0,53.0,68.0,67.0,66.0,62.0
부산광역시 수영구,31.0,30.0,33.0,37.0,39.0,24.0,27.0,21.0,21.0,27.0,35.0,23.0,30.0
부산광역시 연제구,42.0,45.0,44.0,53.0,57.0,36.0,34.0,27.0,34.0,45.0,51.0,39.0,43.0
부산광역시 영도구,50.0,49.0,51.0,56.0,63.0,37.0,41.0,44.0,43.0,49.0,54.0,38.0,49.0
부산광역시 중구,42.0,43.0,42.0,58.0,65.0,38.0,42.0,32.0,37.0,44.0,50.0,37.0,45.0
부산광역시 해운대구,37.0,34.0,35.0,41.0,43.0,25.0,27.0,22.0,23.0,30.0,36.0,24.0,32.0
서울특별시 강남구,64.0,50.0,48.0,53.0,52.0,41.0,31.0,25.0,32.0,37.0,44.0,43.0,43.0
서울특별시 강동구,58.0,48.0,44.0,50.0,49.0,38.0,27.0,20.0,25.0,32.0,41.0,40.0,39.0
서울특별시 강북구,52.0,49.0,46.0,50.0,49.0,48.0,37.0,28.0,32.0,29.0,38.0,33.0,42.0
서울특별시 강서구,66.0,56.0,52.0,57.0,56.0,40.0,27.0,23.0,29.0,34.0,44.0,42.0,44.0
서울특별시 관악구,58.0,51.0,47.0,49.0,52.0,40.0,27.0,20.0,27.0,31.0,40.0,40.0,40.0
서울특별시 광진구,62.0,52.0,47.0,54.0,51.0,37.0,29.0,20.0,25.0,33.0,42.0,41.0,41.0
서울특별시 구로구,57.0,50.0,48.0,50.0,53.0,41.0,26.0,21.0,28.0,30.0,43.0,43.0,41.0
서울특별시 금천구,58.0,53.0,48.0,51.0,56.0,47.0,33.0,30.0,32.0,32.0,34.0,42.0,43.0
서울특별시 노원구,62.0,49.0,38.0,49.0,52.0,42.0,32.0,23.0,25.0,30.0,42.0,43.0,40.0
서울특별시 도봉구,58.0,49.0,44.0,48.0,47.0,37.0,25.0,19.0,23.0,31.0,39.0,41.0,38.0
서울특별시 동대문구,63.0,54.0,49.0,54.0,53.0,41.0,28.0,22.0,27.0,34.0,44.0,43.0,43.0
서울특별시 동작구,51.0,46.0,48.0,51.0,49.0,41.0,32.0,27.0,32.0,37.0,49.0,48.0,42.0
서울특별시 마포구,66.0,55.0,48.0,53.0,53.0,39.0,27.0,21.0,27.0,34.0,44.0,43.0,42.0
서울특별시 서대문구,59.0,47.0,44.0,47.0,48.0,36.0,24.0,18.0,23.0,29.0,40.0,39.0,38.0
서울특별시 서초구,65.0,54.0,50.0,55.0,55.0,42.0,28.0,22.0,28.0,35.0,45.0,41.0,44.0
서울특별시 성동구,61.0,53.0,48.0,54.0,59.0,47.0,26.0,16.0,27.0,35.0,44.0,44.0,43.0
서울특별시 성북구,56.0,47.0,43.0,48.0,45.0,37.0,25.0,19.0,23.0,31.0,39.0,38.0,38.0
서울특별시 송파구,60.0,50.0,45.0,49.0,47.0,36.0,25.0,18.0,25.0,33.0,40.0,38.0,39.0
서울특별시 양천구,59.0,49.0,47.0,50.0,55.0,42.0,30.0,24.0,33.0,37.0,42.0,42.0,43.0
서울특별시 영등포구,62.0,51.0,52.0,55.0,57.0,42.0,29.0,23.0,31.0,36.0,47.0,46.0,44.0
서울특별시 용산구,59.0,50.0,47.0,51.0,51.0,38.0,27.0,21.0,26.0,32.0,42.0,39.0,40.0
서울특별시 은평구,57.0,46.0,44.0,48.0,51.0,39.0,26.0,21.0,26.0,32.0,41.0,40.0,39.0
서울특별시 종로구,61.0,53.0,47.0,52.0,53.0,40.0,28.0,22.0,27.0,34.0,43.0,39.0,42.0
서울특별시 중구,60.0,50.0,44.0,54.0,50.0,36.0,24.0,19.0,24.0,30.0,38.0,37.0,39.0
서울특별시 중랑구,61.0,49.0,45.0,53.0,51.0,41.0,29.0,22.0,27.0,34.0,44.0,47.0,41.0
울산광역시 남구,45.0,45.0,47.0,57.0,59.0,39.0,45.0,33.0,36.0,43.0,44.0,34.0,45.0
울산광역시 동구,49.0,46.0,49.0,62.0,61.0,37.0,49.0,35.0,35.0,46.0,48.0,34.0,47.0
울산광역시 북구,56.0,55.0,54.0,64.0,61.0,44.0,58.0,46.0,42.0,50.0,46.0,32.0,52.0
울산광역시 울주군,45.0,43.0,47.0,56.0,60.0,39.0,46.0,32.0,32.0,40.0,42.0,31.0,44.0
울산광역시 중구,54.0,53.0,57.0,72.0,63.0,45.0,61.0,46.0,46.0,53.0,55.0,43.0,55.0
인천광역시 강화군,59.0,52.0,47.0,48.0,50.0,38.0,25.0,25.0,30.0,37.0,46.0,43.0,42.0
인천광역시 계양구,47.0,40.0,44.0,50.0,53.0,39.0,25.0,22.0,28.0,33.0,39.0,39.0,38.0
인천광역시 남구,54.0,46.0,50.0,64.0,75.0,47.0,26.0,25.0,31.0,34.0,43.0,42.0,45.0
인천광역시 남동구,59.0,54.0,52.0,53.0,59.0,41.0,29.0,27.0,35.0,40.0,50.0,45.0,45.0
인천광역시 동구,79.0,71.0,69.0,65.0,75.0,56.0,45.0,43.0,31.0,41.0,53.0,53.0,57.0
인천광역시 부평구,61.0,54.0,52.0,57.0,66.0,48.0,33.0,29.0,36.0,41.0,53.0,51.0,48.0
인천광역시 서구,70.0,63.0,61.0,62.0,69.0,48.0,30.0,28.0,37.0,42.0,52.0,48.0,51.0
인천광역시 연수구,58.0,49.0,50.0,55.0,62.0,42.0,28.0,27.0,37.0,43.0,49.0,43.0,45.0
인천광역시 중구,65.0,60.0,56.0,55.0,64.0,43.0,31.0,30.0,36.0,38.0,49.0,48.0,48.0
전라남도 광양시,42.0,38.0,43.0,43.0,52.0,38.0,35.0,29.0,32.0,36.0,42.0,29.0,39.0
전라남도 목포시,49.0,38.0,48.0,32.0,39.0,27.0,21.0,21.0,41.0,38.0,43.0,37.0,36.0
전라남도 순천시,40.0,36.0,39.0,39.0,47.0,34.0,26.0,24.0,28.0,35.0,40.0,27.0,35.0
전라남도 여수시,34.0,32.0,34.0,41.0,48.0,29.0,26.0,23.0,27.0,33.0,37.0,25.0,33.0
전라남도 영암군,57.0,45.0,52.0,38.0,50.0,31.0,27.0,28.0,32.0,37.0,39.0,29.0,40.0
전라북도 고창군,67.0,55.0,59.0,52.0,62.0,41.0,24.0,22.0,34.0,37.0,50.0,44.0,46.0
전라북도 군산시,65.0,55.0,57.0,58.0,70.0,42.0,28.0,27.0,39.0,37.0,44.0,37.0,47.0
전라북도 남원시,54.0,58.0,57.0,51.0,49.0,0.0,0.0,20.0,31.0,39.0,47.0,38.0,37.0
전라북도 익산시,65.0,54.0,57.0,61.0,76.0,46.0,29.0,27.0,45.0,54.0,59.0,53.0,52.0
전라북도 전주시,64.0,56.0,58.0,55.0,69.0,42.0,28.0,24.0,39.0,44.0,54.0,51.0,48.0
전라북도 정읍시,69.0,55.0,58.0,54.0,68.0,50.0,28.0,24.0,43.0,47.0,54.0,45.0,50.0
제주특별자치도 서귀포시,46.0,36.0,41.0,39.0,44.0,16.0,18.0,19.0,26.0,32.0,33.0,22.0,32.0
제주특별자치도 제주시,47.0,38.0,45.0,40.0,51.0,22.0,20.0,20.0,31.0,38.0,44.0,26.0,36.0
충청남도 당진시,52.0,46.0,44.0,48.0,61.0,38.0,27.0,24.0,34.0,34.0,38.0,38.0,41.0
충청남도 서산시,42.0,37.0,40.0,44.0,52.0,34.0,22.0,22.0,32.0,30.0,36.0,28.0,36.0
충청남도 아산시,52.0,71.0,88.0,69.0,60.0,39.0,25.0,20.0,29.0,36.0,40.0,34.0,48.0
충청남도 천안시,56.0,48.0,54.0,54.0,62.0,43.0,26.0,22.0,34.0,40.0,50.0,44.0,44.0
충청북도 단양군,64.0,61.0,57.0,62.0,59.0,45.0,33.0,19.0,25.0,42.0,56.0,56.0,48.0
충청북도 제천시,76.0,69.0,63.0,65.0,62.0,44.0,36.0,24.0,37.0,48.0,66.0,62.0,54.0
충청북도 청주시,71.0,62.0,62.0,63.0,66.0,47.0,35.0,16.0,36.0,46.0,59.0,60.0,51.0
충청북도 충주시,67.0,56.0,56.0,56.0,52.0,40.0,33.0,22.0,32.0,44.0,59.0,60.0,47.0
