address,m01avg,m02avg,m03avg,m04avg,m05avg,m06avg,m07avg,m08avg,m09avg,m10avg,m11avg,m12avg,year_avg
경기도 파주시,65.0,58.0,83.0,65.0,75.0,63.0,45.0,44.0,37.0,57.0,88.0,72.0,63.0
경기도 평택시,66.0,54.0,72.0,66.0,76.0,78.0,48.0,44.0,42.0,62.0,94.0,73.0,65.0
경기도 포천시,111.0,86.0,90.0,78.0,84.0,81.0,58.0,47.0,44.0,76.0,123.0,106.0,82.0
경기도 하남시,63.0,52.0,55.0,48.0,56.0,59.0,46.0,44.0,29.0,46.0,72.0,66.0,53.0
경기도 화성시,68.0,56.0,69.0,58.0,70.0,66.0,39.0,39.0,40.0,55.0,83.0,65.0,59.0
경상남도 김해시,44.0,45.0,54.0,38.0,42.0,40.0,34.0,34.0,32.0,36.0,54.0,52.0,42.0
경상남도 양산시,36.0,34.0,53.0,36.0,43.0,34.0,26.0,28.0,13.0,35.0,53.0,50.0,37.0
경상남도 진주시,50.0,43.0,63.0,48.0,52.0,38.0,35.0,40.0,18.0,38.0,60.0,58.0,45.0
경상남도 창원시,45.0,42.0,62.0,46.0,55.0,46.0,38.0,37.0,21.0,41.0,63.0,60.0,46.0
경상남도 하동군,51.0,47.0,70.0,58.0,68.0,57.0,43.0,42.0,31.0,38.0,53.0,51.0,51.0
경상북도 경주시,45.0,43.0,58.0,45.0,50.0,51.0,45.0,45.0,35.0,37.0,64.0,52.0,48.0
경상북도 구미시,44.0,41.0,57.0,42.0,54.0,39.0,20.0,26.0,24.0,34.0,59.0,53.0,41.0
경상북도 김천시,51.0,43.0,61.0,43.0,52.0,46.0,34.0,36.0,33.0,43.0,74.0,71.0,49.0
경상북도 안동시,54.0,47.0,59.0,38.0,41.0,29.0,18.0,19.0,28.0,35.0,70.0,66.0,42.0
경상북도 영주시,60.0,56.0,67.0,50.0,50.0,36.0,28.0,28.0,23.0,39.0,69.0,64.0,48.0
경상북도 포항시,42.0,41.0,53.0,44.0,51.0,40.0,29.0,32.0,29.0,31.0,51.0,61.0,42.0
광주광역시 광산구,51.0,42.0,70.0,46.0,66.0,44.0,30.0,30.0,32.0,48.0,78.0,60.0,50.0
광주광역시 남구,43.0,37.0,63.0,40.0,57.0,36.0,24.0,26.0,27.0,40.0,69.0,54.0,43.0
광주광역시 동구,51.0,43.0,76.0,46.0,68.0,40.0,29.0,30.0,30.0,42.0,75.0,59.0,49.0
광주광역시 북구,44.0,36.0,62.0,40.0,62.0,40.0,26.0,26.0,29.0,42.0,68.0,52.0,44.0
광주광역시 서구,39.0,33.0,55.0,35.0,52.0,32.0,22.0,24.0,24.0,34.0,59.0,44.0,38.0
대구광역시 남구,56.0,43.0,58.0,40.0,44.0,32.0,29.0,40.0,34.0,31.0,52.0,52.0,43.0
대구광역시 달서구,57.0,52.0,68.0,54.0,58.0,49.0,36.0,37.0,37.0,44.0,69.0,65.0,52.0
대구광역시 달성군,38.0,37.0,66.0,36.0,51.0,41.0,28.0,29.0,28.0,40.0,60.0,52.0,42.0
대구광역시 동구,57.0,50.0,70.0,47.0,52.0,45.0,35.0,38.0,34.0,42.0,72.0,76.0,52.0
대구광역시 북구,60.0,54.0,80.0,54.0,64.0,56.0,40.0,40.0,38.0,46.0,74.0,70.0,56.0
대구광역시 서구,63.0,59.0,67.0,54.0,66.0,56.0,49.0,50.0,48.0,56.0,79.0,78.0,60.0
대구광역시 수성구,56.0,48.0,70.0,47.0,54.0,48.0,35.0,36.0,34.0,42.0,70.0,66.0,50.0
대구광역시 중구,59.0,49.0,60.0,43.0,50.0,40.0,28.0,30.0,31.0,42.0,78.0,67.0,48.0
대전광역시 대덕구,48.0,40.0,51.0,42.0,49.0,40.0,26.0,30.0,32.0,46.0,76.0,65.0,45.0
대전광역시 동구,44.0,34.0,46.0,35.0,48.0,35.0,23.0,24.0,27.0,39.0,71.0,45.0,39.0
대전광역시 서구,47.0,39.0,52.0,42.0,55.0,42.0,28.0,27.0,29.0,39.0,69.0,56.0,44.0
대전광역시 유성구,60.0,49.0,61.0,44.0,54.0,43.0,28.0,27.0,25.0,37.0,65.0,57.0,46.0
대전광역시 중구,45.0,36.0,52.0,40.0,53.0,40.0,25.0,25.0,26.0,37.0,70.0,59.0,42.0
부산광역시 강서구,57.0,54.0,77.0,62.0,64.0,52.0,38.0,38.0,38.0,42.0,66.0,65.0,54.0
부산광역시 금정구,43.0,42.0,60.0,48.0,56.0,48.0,44.0,46.0,38.0,39.0,56.0,50.0,48.0
부산광역시 기장군,36.0,34.0,60.0,47.0,48.0,39.0,36.0,39.0,30.0,31.0,46.0,42.0,41.0
부산광역시 남구,45.0,42.0,63.0,47.0,56.0,56.0,53.0,55.0,46.0,47.0,61.0,52.0,52.0
부산광역시 동래구,49.0,46.0,62.0,53.0,61.0,52.0,51.0,55.0,46.0,42.0,62.0,54.0,53.0
부산광역시 부산진구,54.0,49.0,70.0,55.0,68.0,64.0,63.0,61.0,48.0,43.0,62.0,56.0,58.0
부산광역시 북구,48.0,45.0,65.0,53.0,56.0,52.0,46.0,45.0,44.0,49.0,64.0,61.0,52.0
부산광역시 사상구,69.0,64.0,83.0,63.0,69.0,0.0,55.0,53.0,51.0,64.0,89.0,80.0,62.0
부산광역시 사하구,66.0,58.0,69.0,53.0,58.0,51.0,40.0,55.0,48.0,55.0,83.0,78.0,60.0
부산광역시 수영구,31.0,28.0,48.0,30.0,35.0,24.0,23.0,24.0,22.0,26.0,47.0,42.0,32.0
부산광역시 연제구,39.0,36.0,54.0,48.0,58.0,47.0,31.0,28.0,27.0,35.0,59.0,50.0,43.0
부산광역시 영도구,47.0,42.0,63.0,46.0,51.0,45.0,39.0,39.0,39.0,43.0,58.0,54.0,47.0
부산광역시 중구,53.0,51.0,68.0,55.0,61.0,53.0,33.0,36.0,33.0,38.0,56.0,51.0,49.0
부산광역시 해운대구,34.0,30.0,53.0,33.0,38.0,28.0,24.0,25.0,23.0,27.0,44.0,39.0,33.0
서울특별시 강남구,63.0,53.0,67.0,53.0,59.0,53.0,32.0,32.0,28.0,44.0,78.0,68.0,52.0
서울특별시 강동구,49.0,49.0,63.0,50.0,57.0,41.0,0.0,27.0,23.0,39.0,66.0,58.0,44.0
서울특별시 강북구,54.0,45.0,51.0,46.0,53.0,52.0,39.0,33.0,25.0,38.0,57.0,50.0,45.0
서울특별시 강서구,62.0,52.0,64.0,50.0,57.0,50.0,31.0,30.0,26.0,39.0,63.0,64.0,49.0
서울특별시 관악구,64.0,56.0,68.0,55.0,63.0,56.0,34.0,34.0,29.0,46.0,80.0,71.0,55.0
서울특별시 광진구,58.0,47.0,60.0,47.0,54.0,47.0,29.0,30.0,22.0,40.0,71.0,63.0,47.0
서울특별시 구로구,62.0,53.0,66.0,52.0,58.0,51.0,31.0,31.0,26.0,44.0,75.0,65.0,51.0
서울특별시 금천구,58.0,53.0,53.0,44.0,54.0,55.0,39.0,35.0,29.0,42.0,62.0,51.0,48.0
서울특별시 노원구,55.0,46.0,50.0,42.0,49.0,42.0,26.0,27.0,19.0,32.0,55.0,45.0,41.0
서울특별시 도봉구,56.0,44.0,57.0,43.0,47.0,40.0,28.0,28.0,21.0,38.0,67.0,62.0,44.0
서울특별시 동대문구,63.0,52.0,65.0,51.0,58.0,53.0,33.0,33.0,27.0,44.0,76.0,68.0,52.0
서울특별시 동작구,56.0,47.0,52.0,45.0,54.0,58.0,37.0,37.0,26.0,40.0,66.0,61.0,48.0
서울특별시 마포구,63.0,54.0,67.0,52.0,59.0,52.0,32.0,31.0,26.0,43.0,77.0,71.0,52.0
서울특별시 서대문구,62.0,46.0,65.0,50.0,60.0,62.0,41.0,33.0,31.0,45.0,85.0,57.0,53.0
서울특별시 서초구,61.0,52.0,64.0,51.0,57.0,51.0,30.0,31.0,25.0,42.0,74.0,66.0,50.0
서울특별시 성동구,60.0,50.0,61.0,49.0,56.0,50.0,29.0,29.0,23.0,39.0,73.0,65.0,49.0
서울특별시 성북구,56.0,47.0,60.0,43.0,43.0,42.0,27.0,27.0,22.0,36.0,64.0,57.0,44.0
서울특별시 송파구,59.0,47.0,58.0,47.0,51.0,46.0,27.0,28.0,23.0,42.0,74.0,62.0,47.0
서울특별시 양천구,64.0,53.0,56.0,52.0,62.0,59.0,38.0,38.0,30.0,44.0,67.0,57.0,52.0
서울특별시 영등포구,59.0,51.0,66.0,56.0,62.0,52.0,31.0,31.0,26.0,44.0,76.0,68.0,52.0
서울특별시 용산구,61.0,51.0,63.0,50.0,56.0,50.0,32.0,32.0,25.0,40.0,72.0,67.0,50.0
서울특별시 은평구,52.0,46.0,60.0,48.0,56.0,48.0,32.0,31.0,23.0,36.0,68.0,62.0,47.0
서울특별시 종로구,59.0,50.0,57.0,49.0,56.0,56.0,42.0,39.0,31.0,44.0,75.0,44.0,50.0
서울특별시 중구,58.0,50.0,65.0,51.0,57.0,48.0,30.0,31.0,25.0,40.0,70.0,63.0,49.0
서울특별시 중랑구,60.0,48.0,63.0,49.0,55.0,50.0,31.0,32.0,24.0,41.0,75.0,66.0,50.0
울산광역시 남구,46.0,44.0,59.0,48.0,56.0,52.0,38.0,38.0,35.0,39.0,60.0,52.0,47.0
울산광역시 동구,40.0,38.0,55.0,42.0,48.0,39.0,33.0,33.0,34.0,41.0,57.0,54.0,43.0
울산광역시 북구,46.0,44.0,63.0,44.0,52.0,44.0,40.0,41.0,38.0,40.0,72.0,66.0,49.0
울산광역시 울주군,45.0,42.0,60.0,44.0,51.0,49.0,40.0,43.0,33.0,37.0,60.0,52.0,46.0
울산광역시 중구,52.0,50.0,64.0,55.0,67.0,62.0,46.0,49.0,45.0,45.0,63.0,58.0,55.0
인천광역시 강화군,63.0,50.0,56.0,45.0,48.0,42.0,30.0,30.0,27.0,43.0,68.0,58.0,47.0
인천광역시 계양구,60.0,52.0,73.0,58.0,62.0,54.0,36.0,35.0,32.0,52.0,74.0,61.0,54.0
인천광역시 남구,63.0,56.0,66.0,55.0,58.0,56.0,33.0,34.0,31.0,47.0,71.0,63.0,53.0
인천광역시 남동구,61.0,54.0,72.0,56.0,65.0,58.0,36.0,36.0,35.0,51.0,78.0,68.0,56.0
인천광역시 동구,66.0,57.0,56.0,50.0,59.0,61.0,42.0,46.0,41.0,56.0,79.0,72.0,57.0
인천광역시 부평구,63.0,53.0,61.0,54.0,63.0,58.0,37.0,35.0,31.0,50.0,79.0,67.0,54.0
인천광역시 서구,69.0,56.0,64.0,55.0,65.0,61.0,42.0,40.0,34.0,52.0,80.0,68.0,57.0
인천광역시 연수구,74.0,62.0,86.0,61.0,70.0,62.0,34.0,38.0,39.0,60.0,92.0,78.0,63.0
인천광역시 중구,64.0,50.0,66.0,54.0,59.0,58.0,37.0,37.0,35.0,52.0,82.0,72.0,56.0
전라남도 광양시,47.0,42.0,62.0,41.0,50.0,39.0,32.0,37.0,31.0,38.0,60.0,54.0,44.0
전라남도 목포시,44.0,38.0,46.0,36.0,53.0,47.0,29.0,22.0,28.0,31.0,52.0,44.0,39.0
전라남도 순천시,44.0,36.0,56.0,36.0,49.0,34.0,24.0,25.0,24.0,31.0,51.0,41.0,38.0
전라남도 여수시,47.0,40.0,62.0,41.0,54.0,36.0,26.0,31.0,30.0,37.0,61.0,51.0,43.0
전라남도 영암군,48.0,43.0,50.0,37.0,49.0,38.0,0.0,37.0,33.0,42.0,70.0,55.0,42.0
전라북도 고창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,44.0,12.0
전라북도 군산시,62.0,51.0,68.0,56.0,65.0,64.0,30.0,30.0,32.0,42.0,76.0,62.0,53.0
전라북도 남원시,54.0,46.0,69.0,49.0,68.0,49.0,35.0,34.0,30.0,44.0,72.0,59.0,51.0
전라북도 익산시,56.0,48.0,60.0,56.0,70.0,66.0,47.0,42.0,40.0,52.0,73.0,57.0,56.0
전라북도 전주시,47.0,42.0,53.0,46.0,61.0,58.0,25.0,36.0,35.0,52.0,74.0,61.0,49.0
전라북도 정읍시,56.0,49.0,70.0,55.0,71.0,59.0,28.0,30.0,33.0,72.0,73.0,55.0,54.0
제주특별자치도 서귀포시,56.0,38.0,70.0,43.0,52.0,34.0,30.0,27.0,28.0,38.0,77.0,55.0,46.0
제주특별자치도 제주시,53.0,43.0,71.0,50.0,60.0,39.0,31.0,29.0,29.0,48.0,92.0,52.0,50.0
충청남도 당진시,44.0,38.0,54.0,45.0,50.0,43.0,30.0,29.0,32.0,45.0,56.0,55.0,43.0
충청남도 서산시,40.0,38.0,56.0,47.0,50.0,44.0,26.0,28.0,20.0,30.0,60.0,49.0,41.0
충청남도 아산시,46.0,41.0,61.0,49.0,55.0,45.0,28.0,31.0,57.0,90.0,112.0,50.0,55.0
충청남도 천안시,50.0,43.0,57.0,48.0,54.0,52.0,31.0,32.0,30.0,47.0,76.0,61.0,48.0
충청북도 제천시,78.0,68.0,75.0,62.0,66.0,54.0,36.0,33.0,26.0,52.0,86.0,77.0,59.0
충청북도 청주시,61.0,50.0,59.0,54.0,59.0,55.0,32.0,34.0,32.0,60.0,96.0,83.0,56.0
충청북도 충주시,76.0,60.0,69.0,56.0,54.0,46.0,30.0,28.0,26.0,46.0,78.0,70.0,53.0
