일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-21 00:00:00,8,10,11,16,13,6,14,20,14,6,10,10,8,7,16,13,15,15,17,13,8,17,7,7,4,11,15,18,9,19,18,5,6,34
2022-06-21 01:00:00,11,11,12,12,19,3,13,13,14,7,16,5,5,4,11,8,13,14,10,19,12,13,6,4,7,12,7,12,16,16,15,9,7,27
2022-06-21 02:00:00,10,9,8,11,18,2,20,9,15,12,9,8,7,11,9,5,7,17,11,15,13,13,9,9,6,15,10,16,16,10,16,5,9,21
2022-06-21 03:00:00,9,10,12,22,14,8,16,11,12,10,20,13,6,2,8,8,10,8,15,18,8,13,11,8,4,18,12,18,13,24,18,4,7,21
2022-06-21 04:00:00,14,14,13,19,8,16,19,18,14,10,20,17,7,3,15,7,12,17,12,14,16,13,11,12,13,20,9,19,12,25,15,18,7,28
2022-06-21 05:00:00,15,14,16,15,10,11,26,23,24,19,27,11,11,11,17,12,15,25,16,17,18,17,16,19,10,15,17,24,11,21,19,16,7,21
2022-06-21 06:00:00,16,15,18,21,13,13,28,23,22,13,32,16,20,7,20,13,12,19,17,20,25,14,9,12,7,24,17,22,15,29,23,19,15,25
2022-06-21 07:00:00,9,22,12,27,12,15,17,21,18,9,27,22,16,13,17,14,19,18,19,27,32,17,15,14,5,21,16,24,18,18,29,12,25,29
2022-06-21 08:00:00,16,22,22,22,17,19,7,18,19,4,28,19,18,16,20,15,17,21,24,31,27,15,23,9,3,18,23,13,18,21,26,16,20,23
2022-06-21 09:00:00,5,14,25,30,20,11,6,12,9,3,25,10,15,23,22,16,20,25,22,20,23,8,19,5,5,14,12,16,6,19,24,11,12,19
2022-06-21 10:00:00,12,17,17,15,7,10,6,13,9,4,12,12,6,2,11,15,14,17,12,20,15,8,7,5,8,12,7,11,4,11,17,10,15,18
2022-06-21 11:00:00,14,10,4,20,5,11,7,7,8,5,19,9,5,2,11,2,9,5,8,21,9,9,15,2,7,7,3,11,8,8,9,11,2,17
2022-06-21 12:00:00,12,7,4,14,3,7,9,12,10,4,19,8,5,3,10,2,8,10,13,22,9,12,7,3,4,15,5,13,7,16,18,7,4,20
2022-06-21 13:00:00,12,8,14,21,6,9,19,11,18,16,20,12,6,14,15,4,31,9,16,15,16,18,9,18,8,15,17,22,9,17,18,13,7,33
2022-06-21 14:00:00,19,10,14,32,6,11,16,12,11,15,23,11,6,10,16,8,14,14,15,27,12,26,12,9,15,15,7,18,14,16,-,13,6,25
2022-06-21 15:00:00,12,10,18,29,23,8,19,11,14,16,29,10,8,10,15,6,25,15,16,27,20,27,9,12,20,10,9,24,12,16,20,13,8,29
2022-06-21 16:00:00,23,12,14,22,5,12,14,9,16,24,30,12,11,12,13,5,19,17,16,31,23,25,15,16,28,15,16,26,15,18,23,19,11,23
2022-06-21 17:00:00,23,13,17,25,6,13,20,16,18,16,47,15,17,13,13,11,19,20,20,24,19,19,22,23,20,20,11,19,15,17,23,17,23,30
2022-06-21 18:00:00,19,12,14,18,10,17,17,12,16,15,23,13,14,15,16,11,17,28,13,20,23,23,15,15,14,12,12,19,24,18,24,15,13,34
2022-06-21 19:00:00,21,15,14,15,7,11,13,10,18,17,17,13,11,13,17,12,14,14,17,16,15,23,8,13,14,17,8,27,19,10,26,2,7,30
2022-06-21 20:00:00,26,13,11,13,13,11,20,13,15,18,6,11,9,15,14,15,17,23,17,19,23,28,11,17,12,18,7,27,12,14,22,12,8,31
2022-06-21 21:00:00,18,15,10,12,11,13,23,18,23,16,3,11,9,9,13,10,17,20,9,10,14,30,12,9,13,17,6,22,13,20,21,14,10,29
2022-06-21 22:00:00,20,22,13,9,8,12,18,20,23,16,23,14,10,7,22,13,7,9,14,8,13,26,14,18,17,14,16,26,22,24,24,14,11,30
2022-06-21 23:00:00,23,23,18,13,8,8,20,15,17,16,27,17,12,18,21,12,14,18,15,16,22,24,16,16,17,15,14,21,15,24,20,14,7,33
