"구분(1)",구분(2),구분(3),구분(4),2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
"도시대기",서울,중구,중구,45,45,45,43,38,34,25,23,18,26,49,42
"도시대기",서울,종로구,종로구,45,46,46,44,36,31,23,20,18,25,49,41
"도시대기",서울,중랑구,중랑구,55,49,48,46,35,29,20,18,15,22,45,37
"도시대기",서울,동대문구,동대문구,55,50,49,46,37,30,21,17,15,24,48,40
"도시대기",서울,은평구,은평구,51,55,53,51,47,36,23,24,22,29,54,42
"도시대기",서울,마포구,마포구,52,53,56,57,48,42,21,20,23,35,63,50
"도시대기",서울,영등포구,영등포구,57,60,59,58,53,48,30,31,31,41,54,47
"도시대기",서울,동작구,동작구,52,53,50,47,42,37,28,25,21,29,53,44
"도시대기",서울,관악구,관악구,47,48,57,57,50,44,26,25,25,35,61,47
"도시대기",서울,강남구,강남구,43,50,47,47,37,32,21,19,16,24,48,40
"도시대기",서울,금천구,금천구,50,50,52,48,42,38,27,24,22,27,49,41
"도시대기",서울,강동구,강동구,56,59,57,65,45,39,30,25,23,33,57,44
"도시대기",서울,강북구,강북구,47,50,50,48,37,32,25,21,16,19,39,43
"도시대기",서울,성북구,성북구,50,55,52,57,48,38,27,25,23,28,50,43
"도시대기",서울,용산구,용산구,48,47,59*,48,36,32,23,19,14,21,42,35
"도시대기",서울,광진구,광진구,53,53,45,54,44,39,24,23,20,29,52,40
"도시대기",서울,성동구,성동구,53,57,56,61,45,41,24,24,21,29,50,45
"도시대기",서울,도봉구,도봉구,54,58,57,57,40,37,26,24,21,27,53,40
"도시대기",서울,서대문구,서대문구,64*,57,51,54,47,39,22,21,21,27*,51*,43
"도시대기",서울,구로구,구로구,59,58*,61,59,45,40,21,21,22,33,59,43
"도시대기",서울,서초구,서초구,58,54,62,64,43,39,21,21,22,31,56,41
"도시대기",서울,강서구,강서구,52,52,52,48,39,34,23,20,18,27,55,48
"도시대기",서울,송파구,송파구,57,58,52,58,44,37,24,22,19,29,65**,49
"도시대기",서울,양천구,양천구,47,49,49,44,38,34,25,23,19,26,50,45
"도시대기",서울,노원구,노원구,52,54,52,50,39,33,26,23,21,28,49,45
"도시대기",부산,중구,광복동,44,50,42,64,47,40,35,28,27,36,52,42
"도시대기",부산,남구,대연동,39,46,36,58,41,38,33,24,24,28,41,35
"도시대기",부산,사상구,학장동,60,65,50,65,45,41,40,29,28,38,56,56
"도시대기",부산,사상구,덕포동,-,-,-,-,-,-,-,24,26,35,53,45
"도시대기",부산,북구,덕천동,39,44,39,57,39,41,48**,34,27,34,53,47
"도시대기",부산,사하구,장림동,61,62,46,66,47,44,38,30,28,41,60,54
"도시대기",부산,부산진구,전포동,50,58,53,66,43,37,45,29,21,28,48,42
"도시대기",부산,연제구,연산동,52**,-,62**,72,43,36,30,23,24,30,45,39
"도시대기",부산,영도구,태종대,36,45,38,55,39,40,39,28,27,31,42,34
"도시대기",부산,금정구,청룡동,47,57,46,69,47,48,44,35,34,30,38,35
"도시대기",부산,금정구,부곡동,39,48,42,62,44,41,39,29,26,28,40,34
"도시대기",부산,해운대구,좌동,41,51,44,63,45,40,35,23,22,25,39,33
"도시대기",부산,강서구,대저동,50,54,43,62,44,47,46,37,29,38,56,51
"도시대기",부산,강서구,녹산동,46,54,50,64,43,40,37,28,26,33,56,44
"도시대기",부산,기장군,기장읍,30,41,33,57,39,36,32,21,22,25,38,30
"도시대기",부산,기장군,용수리,39,48,39,59,41,38,35,27,26,29,44,38
"도시대기",부산,수영구,광안동,52,62,50,72,54,49,36,30,30,35,47,37
