"구분(1)",구분(2),구분(3),구분(4),2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12
"도시대기",서울,중구,서소문동,57,57,61,57,63,38,39,29,29,34,43,43
"도시대기",서울,종로구,효제동,52,52,57,54,59,36,36,27,27,37,50,48
"도시대기",서울,중랑구,면목동,57,57,65,62,65,39,39,30,28,34,46,44
"도시대기",서울,동대문구,용두동,57,57,64,60,64,38,38,29,28,33,43,42
"도시대기",서울,은평구,불광동,56,57,60,56,62,37,39,29,29,29,39,53**
"도시대기",서울,마포구,대흥동,61,60,61,62,68,40,40,30,31,35,46,45
"도시대기",서울,영등포구,당산동,59,59,60,58,65,40,40,30,30,32,43,42
"도시대기",서울,동작구,사당동,49,51,51,51,59,38,35,28,28,33,45,64**
"도시대기",서울,관악구,신림동,61,61,65,62,68,43,46,36,35,40,47,44
"도시대기",서울,강남구,대치동,58,57,64,60,63,39,38,29,28,33,44,44
"도시대기",서울,금천구,시흥동,53,54,55,54,59,38,37,29,28,30,42,41
"도시대기",서울,강동구,천호동,58,56,59,56,59,36,35,27,27,34,45,42
"도시대기",서울,강북구,번동,58,58,61,57,62,38,39,30,29,33,44,43
"도시대기",서울,성북구,길음동,53,54,58,54,59,34,35,28,27,32,41,49**
"도시대기",서울,용산구,한남동,57,56,60,57,61,37,38,29,28,32,44,41
"도시대기",서울,광진구,구의동,63,61,66,64,68,41,41,31,30,37,50,43**
"도시대기",서울,성동구,성수동,57,57,60,61,66,39,39,29,30,33,44,43
"도시대기",서울,도봉구,쌍문동,56,55,59,55,57,34,36,27,27,31,42,43
"도시대기",서울,서대문구,남가좌동,53,54,61,58,65,38,39,29,28,31,42,42
"도시대기",서울,구로구,구로동,57,59,60,60,67,42,41,31,33,35,45,43
"도시대기",서울,서초구,반포동,58,59,60,59,63,39,39,30,30,34,51,48
"도시대기",서울,강서구,화곡동,59,61,58,58,64,38,37,29,29,32,47,44
"도시대기",서울,송파구,방이동,56,53,56,52,56,35,36,29,26,33,42,41
"도시대기",서울,양천구,신정동,59,61,61,59,64,39,39,29,29,34,44,43
"도시대기",서울,노원구,상계동,54,55,59,55,59,36,38,29,27,34,47,75**
"도시대기",부산,중구,광복동,68,53,58,59,80,58,51,37,38,43,49,46
"도시대기",부산,남구,대연동,51,41,51,52,52,47,44,34,33,34,40,47**
"도시대기",부산,사상구,학장동,70,51,58,57,75,67,52,38,47,43,54,52
"도시대기",부산,북구,덕천동,49,51,55,56,81,74,61,46,47,46,53,47
"도시대기",부산,사하구,장림동,86,59,64,66,78,62,55,41,44,47,64,58
"도시대기",부산,부산진구,전포동,55,44,46,52,86,67,64,49,48,46,60,67*
"도시대기",부산,연제구,연산동,59,48,51,55,73,48,37,27,33,37,45,48**
"도시대기",부산,영도구,태종대,66,53,54,54,87,69,67,51,47,45,46,34**
"도시대기",부산,금정구,청룡동,62,50,53,54,73,51,45,34,39,41,50,45
"도시대기",부산,금정구,부곡동,44,35,39,43,66,48,52,43,39,35,42,36
"도시대기",부산,해운대구,좌동,40,32,35,38,56,36,50,44,42,46,41,33
"도시대기",부산,강서구,대저동,74,57,60,64,81,59,48,35,42,46,62,58
"도시대기",부산,강서구,녹산동,63,53,61,66,82,67,62,51,51,46,71,47
"도시대기",부산,기장군,기장읍,41,34,37,41,54,37,32,22,26,29,33,25
"도시대기",부산,기장군,용수리,37,28,38,45,62,48,39,26,30,28,36,29
"도시대기",부산,수영구,광안동,45,36,40,42,59,43,38,26,30,30,33,26
"도시대기",부산,동래구,명장동,60,46,51,53,70,49,41,29,37,40,48,44
"도시대기",부산,동구,수정동,66,50,55,59,80,53,45,31,32,35,38,33
"도시대기",부산,서구,대신동,48,35,39,40,59,41,35,23,27,29,35,31
"도시대기",대구,중구,수창동,64,50,50,53,63,41,37,27,34,39,52,63**
"도시대기",대구,서구,이현동,58,55,58,65,73,52,50,39,42,36**,45,48
"도시대기",대구,남구,대명동,46,42,44,42,46,38,36,26,28,26,38,47**
"도시대기",대구,북구,노원동,72,55,58,60,67,42,41,30,37,44,60,55
"도시대기",대구,북구,태전동,59,49,48,50,61,37,34,21,27,31,44,39
"도시대기",대구,동구,신암동,53,39,44,47,50,35,35,23,25,29,37,34
"도시대기",대구,동구,율하동,77,60,55,57,64,39,41,30,38,50,68,59
"도시대기",대구,수성구,만촌동,47,43,43,51,55,45,34,27,29,24**,47,39
"도시대기",대구,수성구,지산동,72,57,59,56,63,47,44,32,40,43,56,47
"도시대기",대구,달서구,갈산동,65,-,-,-,-,-,40,25,34,37,44,38
"도시대기",대구,달성군,현풍면,49,47,43,44,58,40,32,21,30,32,39,37
"도시대기",인천,중구,신흥,64,68,64,67,73,50,47,37,39,44,50,47
"도시대기",인천,중구,운서,50,49,52,50,64,36,36,29,31,35,43,38
"도시대기",인천,동구,송림,64,68,61,63,69,46,42,34,36,39,45,44
"도시대기",인천,남동구,구월동,56,58,58,60,68,43,40,32,35,39,47,62**
"도시대기",인천,남동구,고잔,58,60,56,58,64,44,39,45,47,41,48,43
"도시대기",인천,남동구,논현,61,59,59,60,67,42,40,31,34,40,49,45
"도시대기",인천,남구,숭의,57,58,53,63,69,49,47,39,40,45,50,77**
"도시대기",인천,부평구,부평,59,65,65,69,-,-,41,37,41,44,43,40
"도시대기",인천,서구,연희,64,65,68,66,74,49,49,37,34,38,48,41
"도시대기",인천,서구,석남,56,58,62,63,67,44,44,35,34,37,47,42
"도시대기",인천,서구,검단,59,54,54,52,64,36,36,32,31,35,42,43**
"도시대기",인천,서구,원당,51,51,54,54,67,40,40,32,32,37,44,38
"도시대기",인천,계양구,계산,58,58,66,64,82,51,50,42,49,55,60,55
"도시대기",인천,강화군,송해,56,45,47,43,49,31,30,26,27,34,45,68**
"도시대기",인천,연수구,동춘,50,51,47,51,59,38,35,28,31,35,39,35
"도시대기",광주,동구,서석동,47,36,46,40,62,41,29,26,28,26,31,30
"도시대기",광주,서구,농성동,48,43,45,41,61,39,27,24,27,26,31,24*
"도시대기",광주,북구,두암동,46,43,47,42,64,36,27,26,28,27,30,29
"도시대기",광주,북구,건국동,54,50,50,43,65,45,31,31,34,37,43,38
"도시대기",광주,광산구,송정동,50,44,49,43,64,43,31,29,32,34,35,47**
"도시대기",광주,광산구,오선동,66,59,59,50,67,44,30,33,39,44,51,46
"도시대기",광주,남구,주월동,51,46,48,44,63,41,29,25,29,29,36,34
